sgg_code10,sgis7_2019,yyyymm,sido_e9,sigungu_e9,sido_name,sigungu_name,sido_pop,sigungu_pop,sido_trade,sigungu_trade,present_e9,present_pop,present_trade
11350,1111000,201601,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,1,1,1
11350,1111000,201701,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,1,1,1
11350,1111000,201801,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,1,1,1
11350,1111000,201901,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,1,1,1
11350,1111000,202001,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,1,1,1
11350,1111000,202101,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,1,1,1
11350,1111000,202201,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,1,1,1
11350,1111000,202301,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,1,1,1
11350,1111000,202401,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,1,1,1
11350,1111000,202501,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,서울특별시,노원구,1,1,1
11380,1112000,200901,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,201001,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,201101,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,201201,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,201301,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,201401,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,201501,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,201601,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,201701,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,201801,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,201901,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,202001,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,202101,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,202201,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,202301,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,202401,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11380,1112000,202501,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,서울특별시,은평구,1,1,1
11410,1113000,200901,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,201001,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,201101,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,201201,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,201301,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,201401,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,201501,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,201601,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,201701,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,201801,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,201901,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,202001,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,202101,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,202201,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,202301,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,202401,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11410,1113000,202501,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,서울특별시,서대문구,1,1,1
11440,1114000,200901,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,201001,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,201101,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,201201,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,201301,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,201401,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
