시도,시군구,E9_총계,연도,월
경기도,수원시 장안구,56,2013,6
경기도,수원시 팔달구,85,2013,6
경기도,시흥시,6464,2013,6
경기도,안산시 단원구,6892,2013,6
경기도,안산시 상록구,514,2013,6
경기도,안성시,3365,2013,6
경기도,안양시,0,2013,6
경기도,안양시 동안구,173,2013,6
경기도,안양시 만안구,249,2013,6
경기도,양주시,4485,2013,6
경기도,양평군,430,2013,6
경기도,여주군,1430,2013,6
경기도,연천군,379,2013,6
경기도,오산시,333,2013,6
경기도,용인시 기흥구,376,2013,6
경기도,용인시 수지구,142,2013,6
경기도,용인시 처인구,3387,2013,6
경기도,의왕시,317,2013,6
경기도,의정부시,242,2013,6
경기도,이천시,2649,2013,6
경기도,파주시,4050,2013,6
경기도,평택시,4960,2013,6
경기도,포천시,7275,2013,6
경기도,하남시,579,2013,6
경기도,화성시,14848,2013,6
경상남도,거제시,3199,2013,6
경상남도,거창군,108,2013,6
경상남도,고성군,1013,2013,6
경상남도,김해시,10669,2013,6
경상남도,남해군,392,2013,6
경상남도,마산시,0,2013,6
경상남도,밀양시,622,2013,6
경상남도,사천시,1068,2013,6
경상남도,산청군,193,2013,6
경상남도,양산시,2375,2013,6
경상남도,의령군,460,2013,6
경상남도,진주시,1637,2013,6
경상남도,진해시,0,2013,6
경상남도,창녕군,840,2013,6
경상남도,창원시,1,2013,6
경상남도,창원시 마산합포구,486,2013,6
경상남도,창원시 마산회원구,831,2013,6
경상남도,창원시 성산구,2319,2013,6
경상남도,창원시 의창구,1540,2013,6
경상남도,창원시 진해구,1405,2013,6
경상남도,통영시,1424,2013,6
경상남도,하동군,141,2013,6
경상남도,함안군,2246,2013,6
경상남도,함양군,158,2013,6
경상남도,합천군,155,2013,6
경상북도,경산시,2110,2013,6
경상북도,경주시,3062,2013,6
경상북도,고령군,1170,2013,6
경상북도,구미시,2619,2013,6
경상북도,군위군,319,2013,6
경상북도,김천시,523,2013,6
경상북도,문경시,124,2013,6
경상북도,봉화군,49,2013,6
경상북도,상주시,185,2013,6
경상북도,성주군,853,2013,6
경상북도,안동시,229,2013,6
경상북도,영덕군,197,2013,6
경상북도,영양군,13,2013,6
경상북도,영주시,96,2013,6
경상북도,영천시,1395,2013,6
경상북도,예천군,71,2013,6
경상북도,울릉군,49,2013,6
경상북도,울진군,302,2013,6
경상북도,의성군,231,2013,6
경상북도,청도군,399,2013,6
경상북도,청송군,54,2013,6
경상북도,칠곡군,2175,2013,6
경상북도,포항시 남구,787,2013,6
경상북도,포항시 북구,268,2013,6
광주광역시,광산구,3244,2013,6
광주광역시,남구,24,2013,6
광주광역시,동구,18,2013,6
광주광역시,북구,378,2013,6
광주광역시,서구,135,2013,6
대구광역시,남구,3,2013,6
대구광역시,달서구,3284,2013,6
대구광역시,달성군,2176,2013,6
대구광역시,동구,106,2013,6
대구광역시,북구,781,2013,6
대구광역시,서구,784,2013,6
대구광역시,수성구,36,2013,6
대구광역시,중구,21,2013,6
대전광역시,대덕구,484,2013,6
대전광역시,동구,48,2013,6
대전광역시,서구,53,2013,6
대전광역시,유성구,134,2013,6
대전광역시,중구,32,2013,6
부산광역시,강서구,3869,2013,6
부산광역시,금정구,146,2013,6
부산광역시,기장군,878,2013,6
부산광역시,남구,60,2013,6
부산광역시,동구,8,2013,6
부산광역시,동래구,116,2013,6
부산광역시,부산진구,41,2013,6
부산광역시,북구,47,2013,6
부산광역시,사상구,1286,2013,6
부산광역시,사하구,1776,2013,6
부산광역시,서구,77,2013,6
부산광역시,수영구,24,2013,6
부산광역시,연제구,60,2013,6
부산광역시,영도구,148,2013,6
부산광역시,중구,14,2013,6
부산광역시,해운대구,124,2013,6
서울특별시,강남구,313,2013,6
서울특별시,강동구,153,2013,6
서울특별시,강북구,80,2013,6
서울특별시,강서구,146,2013,6
서울특별시,관악구,167,2013,6
서울특별시,광진구,144,2013,6
서울특별시,구로구,433,2013,6
서울특별시,금천구,635,2013,6
서울특별시,노원구,36,2013,6
서울특별시,도봉구,194,2013,6
서울특별시,동대문구,228,2013,6
서울특별시,동작구,96,2013,6
서울특별시,마포구,136,2013,6
서울특별시,서대문구,66,2013,6
서울특별시,서초구,196,2013,6
서울특별시,성동구,556,2013,6
서울특별시,성북구,188,2013,6
서울특별시,송파구,296,2013,6
서울특별시,양천구,113,2013,6
서울특별시,영등포구,319,2013,6
서울특별시,용산구,124,2013,6
서울특별시,은평구,66,2013,6
서울특별시,종로구,103,2013,6
서울특별시,중구,248,2013,6
서울특별시,중랑구,151,2013,6
울산광역시,남구,452,2013,6
울산광역시,동구,982,2013,6
울산광역시,북구,1053,2013,6
울산광역시,울주군,2653,2013,6
울산광역시,중구,46,2013,6
인천광역시,강화군,289,2013,6
인천광역시,계양구,437,2013,6
인천광역시,남구,835,2013,6
인천광역시,남동구,6189,2013,6
인천광역시,동구,263,2013,6
인천광역시,부평구,924,2013,6
인천광역시,서구,5143,2013,6
인천광역시,연수구,220,2013,6
인천광역시,옹진군,49,2013,6
인천광역시,중구,196,2013,6
전라남도,강진군,101,2013,6
전라남도,고흥군,235,2013,6
전라남도,곡성군,129,2013,6
전라남도,광양시,354,2013,6
전라남도,구례군,20,2013,6
전라남도,나주시,670,2013,6
전라남도,담양군,497,2013,6
전라남도,목포시,210,2013,6
전라남도,무안군,312,2013,6
전라남도,보성군,60,2013,6
전라남도,순천시,217,2013,6
전라남도,신안군,121,2013,6
전라남도,여수시,755,2013,6
전라남도,영광군,168,2013,6
전라남도,영암군,2064,2013,6
전라남도,완도군,344,2013,6
전라남도,장성군,667,2013,6
전라남도,장흥군,79,2013,6
전라남도,진도군,201,2013,6
전라남도,함평군,297,2013,6
전라남도,해남군,323,2013,6
전라남도,화순군,251,2013,6
전라북도,고창군,219,2013,6
전라북도,군산시,1602,2013,6
전라북도,김제시,1098,2013,6
전라북도,남원시,202,2013,6
전라북도,무주군,11,2013,6
전라북도,부안군,145,2013,6
전라북도,순창군,47,2013,6
전라북도,완주군,654,2013,6
전라북도,익산시,1279,2013,6
전라북도,임실군,74,2013,6
전라북도,장수군,120,2013,6
전라북도,전주시 덕진구,186,2013,6
전라북도,전주시 완산구,93,2013,6
전라북도,정읍시,879,2013,6
전라북도,진안군,33,2013,6
제주특별자치도,서귀포시,1119,2013,6
제주특별자치도,제주시,1038,2013,6
충청남도,계룡시,14,2013,6
충청남도,공주시,430,2013,6
충청남도,금산군,412,2013,6
충청남도,논산시,1670,2013,6
충청남도,당진군,751,2013,6
충청남도,당진시,910,2013,6
충청남도,보령시,767,2013,6
충청남도,부여군,349,2013,6
충청남도,서산시,566,2013,6
충청남도,서천군,410,2013,6
충청남도,아산시,3854,2013,6
충청남도,연기군,1,2013,6
충청남도,예산군,677,2013,6
충청남도,천안시 동남구,1633,2013,6
충청남도,천안시 서북구,3031,2013,6
충청남도,청양군,177,2013,6
충청남도,태안군,199,2013,6
충청남도,홍성군,620,2013,6
충청북도,괴산군,257,2013,6
충청북도,단양군,56,2013,6
충청북도,보은군,105,2013,6
충청북도,영동군,148,2013,6
충청북도,옥천군,303,2013,6
충청북도,음성군,3198,2013,6
충청북도,제천시,185,2013,6
충청북도,증평군,121,2013,6
충청북도,진천군,1848,2013,6
충청북도,청원군,1439,2013,6
충청북도,청주시,0,2013,6
충청북도,청주시 상당구,52,2013,6
충청북도,청주시 흥덕구,362,2013,6
충청북도,충주시,1189,2013,6
강원도,강릉시,147,2013,9
강원도,고성군,81,2013,9
강원도,동해시,109,2013,9
강원도,삼척시,331,2013,9
강원도,속초시,97,2013,9
강원도,양구군,69,2013,9
강원도,양양군,96,2013,9
강원도,영월군,36,2013,9
강원도,원주시,631,2013,9
강원도,인제군,168,2013,9
강원도,정선군,41,2013,9
강원도,철원군,338,2013,9
강원도,춘천시,281,2013,9
강원도,태백시,41,2013,9
강원도,평창군,94,2013,9
강원도,홍천군,390,2013,9
강원도,화천군,73,2013,9
강원도,횡성군,213,2013,9
경기도,가평군,116,2013,9
경기도,고양시 덕양구,634,2013,9
경기도,고양시 일산동구,1185,2013,9
경기도,고양시 일산서구,401,2013,9
경기도,과천시,12,2013,9
경기도,광명시,172,2013,9
경기도,광주시,5706,2013,9
경기도,구리시,138,2013,9
경기도,군포시,808,2013,9
경기도,김포시,7920,2013,9
경기도,남양주시,2358,2013,9
경기도,동두천시,594,2013,9
경기도,부천시,0,2013,9
경기도,부천시 소사구,109,2013,9
경기도,부천시 오정구,1216,2013,9
경기도,부천시 원미구,974,2013,9
경기도,성남시,0,2013,9
경기도,성남시 분당구,121,2013,9
경기도,성남시 수정구,137,2013,9
경기도,성남시 중원구,293,2013,9
경기도,수원시 권선구,338,2013,9
경기도,수원시 영통구,344,2013,9
경기도,수원시 장안구,53,2013,9
경기도,수원시 팔달구,81,2013,9
경기도,시흥시,6660,2013,9
경기도,안산시 단원구,7035,2013,9
경기도,안산시 상록구,539,2013,9
경기도,안성시,3612,2013,9
경기도,안양시,0,2013,9
경기도,안양시 동안구,175,2013,9
경기도,안양시 만안구,257,2013,9
경기도,양주시,4654,2013,9
경기도,양평군,473,2013,9
경기도,여주군,1427,2013,9
경기도,연천군,380,2013,9
경기도,오산시,334,2013,9
경기도,용인시 기흥구,366,2013,9
경기도,용인시 수지구,156,2013,9
경기도,용인시 처인구,3540,2013,9
경기도,의왕시,334,2013,9
경기도,의정부시,238,2013,9
경기도,이천시,3017,2013,9
경기도,파주시,4228,2013,9
경기도,평택시,5132,2013,9
경기도,포천시,7732,2013,9
경기도,하남시,609,2013,9
경기도,화성시,15720,2013,9
경상남도,거제시,3253,2013,9
경상남도,거창군,103,2013,9
경상남도,고성군,1006,2013,9
경상남도,김해시,10756,2013,9
경상남도,남해군,398,2013,9
경상남도,마산시,0,2013,9
경상남도,밀양시,657,2013,9
경상남도,사천시,1115,2013,9
경상남도,산청군,203,2013,9
경상남도,양산시,2395,2013,9
경상남도,의령군,477,2013,9
경상남도,진주시,1658,2013,9
경상남도,창녕군,902,2013,9
경상남도,창원시,1,2013,9
경상남도,창원시 마산합포구,516,2013,9
경상남도,창원시 마산회원구,867,2013,9
경상남도,창원시 성산구,2370,2013,9
경상남도,창원시 의창구,1558,2013,9
경상남도,창원시 진해구,1393,2013,9
경상남도,통영시,1371,2013,9
경상남도,하동군,180,2013,9
경상남도,함안군,2317,2013,9
경상남도,함양군,141,2013,9
경상남도,합천군,181,2013,9
경상북도,경산시,2233,2013,9
경상북도,경주시,3082,2013,9
경상북도,고령군,1196,2013,9
경상북도,구미시,2649,2013,9
경상북도,군위군,346,2013,9
경상북도,김천시,561,2013,9
경상북도,문경시,120,2013,9
경상북도,봉화군,54,2013,9
경상북도,상주시,169,2013,9
경상북도,성주군,904,2013,9
경상북도,안동시,224,2013,9
경상북도,영덕군,212,2013,9
경상북도,영양군,21,2013,9
경상북도,영주시,108,2013,9
경상북도,영천시,1441,2013,9
경상북도,예천군,74,2013,9
경상북도,울릉군,49,2013,9
경상북도,울진군,353,2013,9
경상북도,의성군,256,2013,9
경상북도,청도군,406,2013,9
경상북도,청송군,55,2013,9
경상북도,칠곡군,2265,2013,9
경상북도,포항시 남구,762,2013,9
경상북도,포항시 북구,268,2013,9
광주광역시,광산구,3361,2013,9
광주광역시,남구,30,2013,9
광주광역시,동구,16,2013,9
광주광역시,북구,384,2013,9
광주광역시,서구,124,2013,9
대구광역시,남구,3,2013,9
대구광역시,달서구,3319,2013,9
대구광역시,달성군,2267,2013,9
대구광역시,동구,98,2013,9
대구광역시,북구,803,2013,9
대구광역시,서구,817,2013,9
대구광역시,수성구,34,2013,9
대구광역시,중구,16,2013,9
대전광역시,대덕구,515,2013,9
대전광역시,동구,53,2013,9
대전광역시,서구,48,2013,9
대전광역시,유성구,143,2013,9
대전광역시,중구,36,2013,9
부산광역시,강서구,3861,2013,9
부산광역시,금정구,141,2013,9
부산광역시,기장군,881,2013,9
부산광역시,남구,55,2013,9
부산광역시,동구,10,2013,9
부산광역시,동래구,127,2013,9
부산광역시,부산진구,50,2013,9
부산광역시,북구,47,2013,9
부산광역시,사상구,1307,2013,9
부산광역시,사하구,1857,2013,9
부산광역시,서구,58,2013,9
부산광역시,수영구,19,2013,9
부산광역시,연제구,53,2013,9
부산광역시,영도구,143,2013,9
부산광역시,중구,13,2013,9
부산광역시,해운대구,99,2013,9
서울특별시,강남구,314,2013,9
서울특별시,강동구,185,2013,9
서울특별시,강북구,77,2013,9
서울특별시,강서구,126,2013,9
서울특별시,관악구,162,2013,9
서울특별시,광진구,144,2013,9
서울특별시,구로구,424,2013,9
서울특별시,금천구,638,2013,9
서울특별시,노원구,32,2013,9
서울특별시,도봉구,184,2013,9
서울특별시,동대문구,214,2013,9
서울특별시,동작구,90,2013,9
서울특별시,마포구,140,2013,9
서울특별시,서대문구,64,2013,9
서울특별시,서초구,182,2013,9
서울특별시,성동구,555,2013,9
서울특별시,성북구,186,2013,9
서울특별시,송파구,279,2013,9
서울특별시,양천구,112,2013,9
서울특별시,영등포구,311,2013,9
서울특별시,용산구,115,2013,9
서울특별시,은평구,67,2013,9
서울특별시,종로구,100,2013,9
서울특별시,중구,241,2013,9
서울특별시,중랑구,146,2013,9
울산광역시,남구,450,2013,9
울산광역시,동구,1076,2013,9
울산광역시,북구,1087,2013,9
울산광역시,울주군,2695,2013,9
울산광역시,중구,50,2013,9
인천광역시,강화군,289,2013,9
인천광역시,계양구,441,2013,9
인천광역시,남구,846,2013,9
인천광역시,남동구,6458,2013,9
인천광역시,동구,272,2013,9
인천광역시,부평구,929,2013,9
인천광역시,서구,5253,2013,9
인천광역시,연수구,226,2013,9
인천광역시,옹진군,45,2013,9
인천광역시,중구,203,2013,9
전라남도,강진군,114,2013,9
전라남도,고흥군,261,2013,9
전라남도,곡성군,139,2013,9
전라남도,광양시,331,2013,9
전라남도,구례군,24,2013,9
전라남도,나주시,695,2013,9
전라남도,담양군,526,2013,9
전라남도,목포시,211,2013,9
전라남도,무안군,324,2013,9
전라남도,보성군,70,2013,9
전라남도,순천시,234,2013,9
전라남도,신안군,190,2013,9
전라남도,여수시,752,2013,9
전라남도,영광군,185,2013,9
전라남도,영암군,2005,2013,9
전라남도,완도군,420,2013,9
전라남도,장성군,696,2013,9
전라남도,장흥군,93,2013,9
전라남도,진도군,239,2013,9
전라남도,함평군,302,2013,9
전라남도,해남군,353,2013,9
전라남도,화순군,250,2013,9
전라북도,고창군,233,2013,9
전라북도,군산시,1658,2013,9
전라북도,김제시,1034,2013,9
전라북도,남원시,220,2013,9
전라북도,무주군,14,2013,9
전라북도,부안군,147,2013,9
전라북도,순창군,49,2013,9
전라북도,완주군,675,2013,9
전라북도,익산시,1334,2013,9
전라북도,임실군,76,2013,9
전라북도,장수군,124,2013,9
전라북도,전주시 덕진구,224,2013,9
전라북도,전주시 완산구,95,2013,9
전라북도,정읍시,930,2013,9
전라북도,진안군,37,2013,9
제주특별자치도,서귀포시,1128,2013,9
제주특별자치도,제주시,1063,2013,9
충청남도,계룡시,18,2013,9
충청남도,공주시,467,2013,9
충청남도,금산군,414,2013,9
충청남도,논산시,1707,2013,9
충청남도,당진군,655,2013,9
충청남도,당진시,1019,2013,9
충청남도,보령시,781,2013,9
충청남도,부여군,345,2013,9
충청남도,서산시,580,2013,9
충청남도,서천군,420,2013,9
충청남도,아산시,3994,2013,9
충청남도,연기군,1,2013,9
충청남도,예산군,693,2013,9
충청남도,천안시,0,2013,9
충청남도,천안시 동남구,1649,2013,9
충청남도,천안시 서북구,3007,2013,9
충청남도,청양군,180,2013,9
충청남도,태안군,215,2013,9
충청남도,홍성군,652,2013,9
충청북도,괴산군,264,2013,9
충청북도,단양군,60,2013,9
충청북도,보은군,103,2013,9
충청북도,영동군,169,2013,9
충청북도,옥천군,312,2013,9
충청북도,음성군,3457,2013,9
충청북도,제천시,196,2013,9
충청북도,증평군,129,2013,9
충청북도,진천군,1967,2013,9
충청북도,청원군,1520,2013,9
충청북도,청주시,0,2013,9
충청북도,청주시 상당구,57,2013,9
충청북도,청주시 흥덕구,396,2013,9
충청북도,충주시,1264,2013,9
강원도,강릉시,156,2013,12
강원도,고성군,74,2013,12
강원도,동해시,106,2013,12
강원도,삼척시,331,2013,12
강원도,속초시,99,2013,12
강원도,양구군,50,2013,12
강원도,양양군,96,2013,12
강원도,영월군,38,2013,12
강원도,원주시,656,2013,12
강원도,인제군,118,2013,12
강원도,정선군,36,2013,12
강원도,철원군,300,2013,12
강원도,춘천시,269,2013,12
강원도,태백시,35,2013,12
강원도,평창군,92,2013,12
강원도,홍천군,292,2013,12
강원도,화천군,47,2013,12
강원도,횡성군,236,2013,12
경기도,가평군,120,2013,12
경기도,고양시 덕양구,631,2013,12
경기도,고양시 일산동구,1190,2013,12
경기도,고양시 일산서구,401,2013,12
경기도,과천시,10,2013,12
경기도,광명시,166,2013,12
경기도,광주시,5750,2013,12
경기도,구리시,140,2013,12
경기도,군포시,822,2013,12
경기도,김포시,8239,2013,12
경기도,남양주시,2336,2013,12
경기도,동두천시,612,2013,12
경기도,부천시,0,2013,12
경기도,부천시 소사구,113,2013,12
경기도,부천시 오정구,1230,2013,12
경기도,부천시 원미구,996,2013,12
경기도,성남시 분당구,114,2013,12
경기도,성남시 수정구,137,2013,12
경기도,성남시 중원구,302,2013,12
경기도,수원시 권선구,368,2013,12
경기도,수원시 영통구,373,2013,12
경기도,수원시 장안구,53,2013,12
경기도,수원시 팔달구,79,2013,12
경기도,시흥시,6656,2013,12
경기도,안산시 단원구,7101,2013,12
경기도,안산시 상록구,553,2013,12
경기도,안성시,3776,2013,12
경기도,안양시,0,2013,12
경기도,안양시 동안구,185,2013,12
경기도,안양시 만안구,248,2013,12
경기도,양주시,4681,2013,12
경기도,양평군,490,2013,12
경기도,여주군,155,2013,12
경기도,여주시,1415,2013,12
경기도,연천군,384,2013,12
경기도,오산시,338,2013,12
경기도,용인시 기흥구,363,2013,12
경기도,용인시 수지구,172,2013,12
경기도,용인시 처인구,3605,2013,12
경기도,의왕시,346,2013,12
경기도,의정부시,248,2013,12
경기도,이천시,3033,2013,12
경기도,파주시,4320,2013,12
경기도,평택시,5199,2013,12
경기도,포천시,7809,2013,12
경기도,하남시,618,2013,12
경기도,화성시,16386,2013,12
경상남도,거제시,3283,2013,12
경상남도,거창군,111,2013,12
경상남도,고성군,1024,2013,12
경상남도,김해시,11023,2013,12
경상남도,남해군,400,2013,12
경상남도,마산시,0,2013,12
경상남도,밀양시,702,2013,12
경상남도,사천시,1125,2013,12
경상남도,산청군,213,2013,12
경상남도,양산시,2432,2013,12
경상남도,의령군,479,2013,12
경상남도,진주시,1712,2013,12
경상남도,창녕군,970,2013,12
경상남도,창원시,1,2013,12
경상남도,창원시 마산합포구,536,2013,12
경상남도,창원시 마산회원구,865,2013,12
경상남도,창원시 성산구,2332,2013,12
경상남도,창원시 의창구,1536,2013,12
경상남도,창원시 진해구,1433,2013,12
경상남도,통영시,1270,2013,12
경상남도,하동군,158,2013,12
경상남도,함안군,2369,2013,12
경상남도,함양군,139,2013,12
경상남도,합천군,195,2013,12
경상북도,경산시,2338,2013,12
경상북도,경주시,3070,2013,12
경상북도,고령군,1232,2013,12
경상북도,구미시,2650,2013,12
경상북도,군위군,355,2013,12
경상북도,김천시,575,2013,12
경상북도,문경시,126,2013,12
경상북도,봉화군,49,2013,12
경상북도,상주시,175,2013,12
경상북도,성주군,972,2013,12
경상북도,안동시,234,2013,12
경상북도,영덕군,216,2013,12
경상북도,영양군,19,2013,12
경상북도,영주시,96,2013,12
경상북도,영천시,1538,2013,12
경상북도,예천군,71,2013,12
경상북도,울릉군,48,2013,12
경상북도,울진군,345,2013,12
경상북도,의성군,254,2013,12
경상북도,청도군,429,2013,12
경상북도,청송군,54,2013,12
경상북도,칠곡군,2310,2013,12
경상북도,포항시 남구,716,2013,12
경상북도,포항시 북구,260,2013,12
광주광역시,광산구,3432,2013,12
광주광역시,남구,28,2013,12
광주광역시,동구,22,2013,12
광주광역시,북구,398,2013,12
광주광역시,서구,131,2013,12
대구광역시,남구,3,2013,12
대구광역시,달서구,3339,2013,12
대구광역시,달성군,2332,2013,12
대구광역시,동구,113,2013,12
대구광역시,북구,829,2013,12
대구광역시,서구,839,2013,12
대구광역시,수성구,34,2013,12
대구광역시,중구,16,2013,12
대전광역시,대덕구,536,2013,12
대전광역시,동구,52,2013,12
대전광역시,서구,47,2013,12
대전광역시,유성구,147,2013,12
대전광역시,중구,39,2013,12
부산광역시,강서구,3990,2013,12
부산광역시,금정구,161,2013,12
부산광역시,기장군,920,2013,12
부산광역시,남구,50,2013,12
부산광역시,동구,9,2013,12
부산광역시,동래구,69,2013,12
부산광역시,부산진구,48,2013,12
부산광역시,북구,33,2013,12
부산광역시,사상구,1342,2013,12
부산광역시,사하구,1876,2013,12
부산광역시,서구,60,2013,12
부산광역시,수영구,19,2013,12
부산광역시,연제구,57,2013,12
부산광역시,영도구,138,2013,12
부산광역시,중구,11,2013,12
부산광역시,해운대구,74,2013,12
서울특별시,강남구,288,2013,12
서울특별시,강동구,172,2013,12
서울특별시,강북구,76,2013,12
서울특별시,강서구,112,2013,12
서울특별시,관악구,162,2013,12
서울특별시,광진구,141,2013,12
서울특별시,구로구,419,2013,12
서울특별시,금천구,632,2013,12
서울특별시,노원구,37,2013,12
서울특별시,도봉구,179,2013,12
서울특별시,동대문구,214,2013,12
서울특별시,동작구,87,2013,12
서울특별시,마포구,128,2013,12
서울특별시,서대문구,64,2013,12
서울특별시,서초구,182,2013,12
서울특별시,성동구,529,2013,12
서울특별시,성북구,182,2013,12
서울특별시,송파구,275,2013,12
서울특별시,양천구,110,2013,12
서울특별시,영등포구,301,2013,12
서울특별시,용산구,110,2013,12
서울특별시,은평구,63,2013,12
서울특별시,종로구,94,2013,12
서울특별시,중구,243,2013,12
서울특별시,중랑구,138,2013,12
울산광역시,남구,443,2013,12
울산광역시,동구,1132,2013,12
울산광역시,북구,1091,2013,12
울산광역시,울주군,2707,2013,12
울산광역시,중구,58,2013,12
인천광역시,강화군,276,2013,12
인천광역시,계양구,445,2013,12
인천광역시,남구,849,2013,12
인천광역시,남동구,6570,2013,12
인천광역시,동구,275,2013,12
인천광역시,부평구,923,2013,12
인천광역시,서구,5398,2013,12
인천광역시,연수구,269,2013,12
인천광역시,옹진군,44,2013,12
인천광역시,중구,201,2013,12
전라남도,강진군,118,2013,12
전라남도,고흥군,283,2013,12
전라남도,곡성군,139,2013,12
전라남도,광양시,336,2013,12
전라남도,구례군,20,2013,12
전라남도,나주시,721,2013,12
전라남도,담양군,541,2013,12
전라남도,목포시,207,2013,12
전라남도,무안군,318,2013,12
전라남도,보성군,80,2013,12
전라남도,순천시,238,2013,12
전라남도,신안군,194,2013,12
전라남도,여수시,740,2013,12
전라남도,영광군,175,2013,12
전라남도,영암군,2025,2013,12
전라남도,완도군,439,2013,12
전라남도,장성군,724,2013,12
전라남도,장흥군,101,2013,12
전라남도,진도군,250,2013,12
전라남도,함평군,305,2013,12
전라남도,해남군,348,2013,12
전라남도,화순군,249,2013,12
전라북도,고창군,243,2013,12
전라북도,군산시,1736,2013,12
전라북도,김제시,1005,2013,12
전라북도,남원시,207,2013,12
전라북도,무주군,14,2013,12
전라북도,부안군,162,2013,12
전라북도,순창군,43,2013,12
전라북도,완주군,679,2013,12
전라북도,익산시,1362,2013,12
전라북도,임실군,71,2013,12
전라북도,장수군,120,2013,12
전라북도,전주시 덕진구,268,2013,12
전라북도,전주시 완산구,91,2013,12
전라북도,정읍시,952,2013,12
전라북도,진안군,35,2013,12
제주특별자치도,서귀포시,1096,2013,12
제주특별자치도,제주시,1044,2013,12
충청남도,계룡시,16,2013,12
충청남도,공주시,503,2013,12
충청남도,금산군,418,2013,12
충청남도,논산시,1673,2013,12
충청남도,당진군,591,2013,12
충청남도,당진시,1107,2013,12
충청남도,보령시,823,2013,12
충청남도,부여군,361,2013,12
충청남도,서산시,591,2013,12
충청남도,서천군,418,2013,12
충청남도,아산시,4112,2013,12
충청남도,연기군,2,2013,12
충청남도,예산군,724,2013,12
충청남도,천안시,0,2013,12
충청남도,천안시 동남구,1702,2013,12
충청남도,천안시 서북구,3112,2013,12
충청남도,청양군,181,2013,12
충청남도,태안군,204,2013,12
충청남도,홍성군,659,2013,12
충청북도,괴산군,239,2013,12
충청북도,단양군,53,2013,12
충청북도,보은군,100,2013,12
충청북도,영동군,160,2013,12
충청북도,옥천군,316,2013,12
충청북도,음성군,3569,2013,12
충청북도,제천시,204,2013,12
충청북도,증평군,133,2013,12
충청북도,진천군,1999,2013,12
충청북도,청원군,1553,2013,12
충청북도,청주시,0,2013,12
충청북도,청주시 상당구,78,2013,12
충청북도,청주시 흥덕구,392,2013,12
충청북도,충주시,1309,2013,12
강원도,강릉시,149,2014,3
강원도,고성군,72,2014,3
강원도,동해시,103,2014,3
강원도,삼척시,138,2014,3
강원도,속초시,91,2014,3
강원도,양구군,41,2014,3
강원도,양양군,76,2014,3
강원도,영월군,40,2014,3
강원도,원주시,662,2014,3
강원도,인제군,109,2014,3
강원도,정선군,34,2014,3
강원도,철원군,305,2014,3
강원도,춘천시,242,2014,3
강원도,태백시,29,2014,3
강원도,평창군,90,2014,3
강원도,홍천군,278,2014,3
강원도,화천군,43,2014,3
강원도,횡성군,233,2014,3
경기도,가평군,106,2014,3
경기도,고양시 덕양구,622,2014,3
경기도,고양시 일산동구,1164,2014,3
경기도,고양시 일산서구,379,2014,3
경기도,과천시,14,2014,3
경기도,광명시,160,2014,3
경기도,광주시,5786,2014,3
경기도,구리시,139,2014,3
경기도,군포시,812,2014,3
경기도,김포시,8392,2014,3
경기도,남양주시,2333,2014,3
경기도,동두천시,605,2014,3
경기도,부천시,0,2014,3
경기도,부천시 소사구,112,2014,3
경기도,부천시 오정구,1208,2014,3
경기도,부천시 원미구,967,2014,3
경기도,성남시 분당구,120,2014,3
경기도,성남시 수정구,151,2014,3
경기도,성남시 중원구,300,2014,3
경기도,수원시 권선구,388,2014,3
경기도,수원시 영통구,387,2014,3
경기도,수원시 장안구,53,2014,3
경기도,수원시 팔달구,68,2014,3
경기도,시흥시,6507,2014,3
경기도,안산시 단원구,7080,2014,3
경기도,안산시 상록구,538,2014,3
경기도,안성시,3762,2014,3
경기도,안양시 동안구,176,2014,3
경기도,안양시 만안구,235,2014,3
경기도,양주시,4672,2014,3
경기도,양평군,467,2014,3
경기도,여주군,1,2014,3
경기도,여주시,1544,2014,3
경기도,연천군,383,2014,3
경기도,오산시,350,2014,3
경기도,용인시 기흥구,369,2014,3
경기도,용인시 수지구,188,2014,3
경기도,용인시 처인구,3621,2014,3
경기도,의왕시,351,2014,3
경기도,의정부시,244,2014,3
경기도,이천시,2986,2014,3
경기도,파주시,4313,2014,3
경기도,평택시,5211,2014,3
경기도,포천시,7797,2014,3
경기도,하남시,607,2014,3
경기도,화성시,16676,2014,3
경상남도,거제시,3346,2014,3
경상남도,거창군,110,2014,3
경상남도,고성군,1014,2014,3
경상남도,김해시,11052,2014,3
경상남도,남해군,388,2014,3
경상남도,마산시,0,2014,3
경상남도,밀양시,721,2014,3
경상남도,사천시,1135,2014,3
경상남도,산청군,214,2014,3
경상남도,양산시,2460,2014,3
경상남도,의령군,489,2014,3
경상남도,진주시,1763,2014,3
경상남도,창녕군,989,2014,3
경상남도,창원시,1,2014,3
경상남도,창원시 마산합포구,530,2014,3
경상남도,창원시 마산회원구,859,2014,3
경상남도,창원시 성산구,2322,2014,3
경상남도,창원시 의창구,1526,2014,3
경상남도,창원시 진해구,1416,2014,3
경상남도,통영시,1190,2014,3
경상남도,하동군,151,2014,3
경상남도,함안군,2391,2014,3
경상남도,함양군,134,2014,3
경상남도,합천군,201,2014,3
경상북도,경산시,2418,2014,3
경상북도,경주시,3077,2014,3
