sido_name,sigungu,year,month,total,male,female,yyyymm
강원특별자치도,강릉시,2008,12,218399.0,108842.0,109557.0,200812
강원특별자치도,강릉시,2009,12,217464.0,108146.0,109318.0,200912
강원특별자치도,강릉시,2010,12,218503.0,108613.0,109890.0,201012
강원특별자치도,강릉시,2011,1,218499.0,108647.0,109852.0,201101
강원특별자치도,강릉시,2011,2,218420.0,108612.0,109808.0,201102
강원특별자치도,강릉시,2011,3,218048.0,108421.0,109627.0,201103
강원특별자치도,강릉시,2011,4,217908.0,108315.0,109593.0,201104
강원특별자치도,강릉시,2011,5,217914.0,108313.0,109601.0,201105
강원특별자치도,강릉시,2011,6,217909.0,108283.0,109626.0,201106
강원특별자치도,강릉시,2011,7,217872.0,108289.0,109583.0,201107
강원특별자치도,강릉시,2011,8,217944.0,108413.0,109531.0,201108
강원특별자치도,강릉시,2011,9,217926.0,108457.0,109469.0,201109
강원특별자치도,강릉시,2011,10,217860.0,108419.0,109441.0,201110
강원특별자치도,강릉시,2011,11,217775.0,108371.0,109404.0,201111
강원특별자치도,강릉시,2011,12,217571.0,108294.0,109277.0,201112
강원특별자치도,강릉시,2012,1,217614.0,108314.0,109300.0,201201
강원특별자치도,강릉시,2012,2,217494.0,108259.0,109235.0,201202
강원특별자치도,강릉시,2012,3,217986.0,108608.0,109378.0,201203
강원특별자치도,강릉시,2012,4,217925.0,108586.0,109339.0,201204
강원특별자치도,강릉시,2012,5,217769.0,108516.0,109253.0,201205
강원특별자치도,강릉시,2012,6,217744.0,108483.0,109261.0,201206
강원특별자치도,강릉시,2012,7,217677.0,108410.0,109267.0,201207
강원특별자치도,강릉시,2012,8,217706.0,108407.0,109299.0,201208
강원특별자치도,강릉시,2012,9,217813.0,108453.0,109360.0,201209
강원특별자치도,강릉시,2012,10,217942.0,108461.0,109481.0,201210
강원특별자치도,강릉시,2012,11,217952.0,108445.0,109507.0,201211
강원특별자치도,강릉시,2012,12,217741.0,108318.0,109423.0,201212
강원특별자치도,강릉시,2013,1,217517.0,108192.0,109325.0,201301
강원특별자치도,강릉시,2013,2,217203.0,108076.0,109127.0,201302
강원특별자치도,강릉시,2013,3,217216.0,108067.0,109149.0,201303
강원특별자치도,강릉시,2013,4,217342.0,108105.0,109237.0,201304
강원특별자치도,강릉시,2013,5,217213.0,108009.0,109204.0,201305
강원특별자치도,강릉시,2013,6,217031.0,107911.0,109120.0,201306
강원특별자치도,강릉시,2013,7,216982.0,107870.0,109112.0,201307
강원특별자치도,강릉시,2013,8,216907.0,107783.0,109124.0,201308
강원특별자치도,강릉시,2013,9,216979.0,107837.0,109142.0,201309
강원특별자치도,강릉시,2013,10,216996.0,107822.0,109174.0,201310
강원특별자치도,강릉시,2013,11,216914.0,107785.0,109129.0,201311
강원특별자치도,강릉시,2013,12,216806.0,107689.0,109117.0,201312
강원특별자치도,강릉시,2014,1,216558.0,107578.0,108980.0,201401
강원특별자치도,강릉시,2014,2,216257.0,107376.0,108881.0,201402
강원특별자치도,강릉시,2014,3,216345.0,107491.0,108854.0,201403
강원특별자치도,강릉시,2014,4,216268.0,107456.0,108812.0,201404
강원특별자치도,강릉시,2014,5,216157.0,107402.0,108755.0,201405
강원특별자치도,강릉시,2014,6,215982.0,107299.0,108683.0,201406
강원특별자치도,강릉시,2014,7,215824.0,107209.0,108615.0,201407
강원특별자치도,강릉시,2014,8,215721.0,107140.0,108581.0,201408
강원특별자치도,강릉시,2014,9,215826.0,107165.0,108661.0,201409
강원특별자치도,강릉시,2014,10,215899.0,107184.0,108715.0,201410
강원특별자치도,강릉시,2014,11,215975.0,107228.0,108747.0,201411
강원특별자치도,강릉시,2014,12,215807.0,107149.0,108658.0,201412
강원특별자치도,강릉시,2015,1,215583.0,107098.0,108485.0,201501
강원특별자치도,강릉시,2015,2,215448.0,107044.0,108404.0,201502
강원특별자치도,강릉시,2015,3,215110.0,106833.0,108277.0,201503
강원특별자치도,강릉시,2015,4,215201.0,106880.0,108321.0,201504
강원특별자치도,강릉시,2015,5,215144.0,106859.0,108285.0,201505
강원특별자치도,강릉시,2015,6,215089.0,106836.0,108253.0,201506
강원특별자치도,강릉시,2015,7,214956.0,106766.0,108190.0,201507
강원특별자치도,강릉시,2015,8,214842.0,106697.0,108145.0,201508
강원특별자치도,강릉시,2015,9,214852.0,106703.0,108149.0,201509
강원특별자치도,강릉시,2015,10,214799.0,106681.0,108118.0,201510
강원특별자치도,강릉시,2015,11,214773.0,106655.0,108118.0,201511
강원특별자치도,강릉시,2015,12,214560.0,106545.0,108015.0,201512
강원특별자치도,강릉시,2016,1,214309.0,106449.0,107860.0,201601
강원특별자치도,강릉시,2016,2,214173.0,106346.0,107827.0,201602
강원특별자치도,강릉시,2016,3,214123.0,106329.0,107794.0,201603
강원특별자치도,강릉시,2016,4,214281.0,106437.0,107844.0,201604
강원특별자치도,강릉시,2016,5,214189.0,106407.0,107782.0,201605
강원특별자치도,강릉시,2016,6,214174.0,106386.0,107788.0,201606
강원특별자치도,강릉시,2016,7,214135.0,106379.0,107756.0,201607
강원특별자치도,강릉시,2016,8,214055.0,106359.0,107696.0,201608
강원특별자치도,강릉시,2016,9,213995.0,106320.0,107675.0,201609
강원특별자치도,강릉시,2016,10,214016.0,106336.0,107680.0,201610
강원특별자치도,강릉시,2016,11,213928.0,106272.0,107656.0,201611
강원특별자치도,강릉시,2016,12,213846.0,106231.0,107615.0,201612
강원특별자치도,강릉시,2017,1,213747.0,106164.0,107583.0,201701
강원특별자치도,강릉시,2017,2,213605.0,106078.0,107527.0,201702
강원특별자치도,강릉시,2017,3,213600.0,106083.0,107517.0,201703
강원특별자치도,강릉시,2017,4,213727.0,106145.0,107582.0,201704
강원특별자치도,강릉시,2017,5,213806.0,106193.0,107613.0,201705
강원특별자치도,강릉시,2017,6,213765.0,106193.0,107572.0,201706
강원특별자치도,강릉시,2017,7,213712.0,106160.0,107552.0,201707
강원특별자치도,강릉시,2017,8,213658.0,106094.0,107564.0,201708
강원특별자치도,강릉시,2017,9,213785.0,106157.0,107628.0,201709
강원특별자치도,강릉시,2017,10,213871.0,106236.0,107635.0,201710
강원특별자치도,강릉시,2017,11,214068.0,106297.0,107771.0,201711
강원특별자치도,강릉시,2017,12,213952.0,106286.0,107666.0,201712
강원특별자치도,강릉시,2018,1,213634.0,106142.0,107492.0,201801
강원특별자치도,강릉시,2018,2,213214.0,105903.0,107311.0,201802
강원특별자치도,강릉시,2018,3,213310.0,105910.0,107400.0,201803
강원특별자치도,강릉시,2018,4,213279.0,105887.0,107392.0,201804
강원특별자치도,강릉시,2018,5,213238.0,105855.0,107383.0,201805
강원특별자치도,강릉시,2018,6,212989.0,105771.0,107218.0,201806
강원특별자치도,강릉시,2018,7,212826.0,105647.0,107179.0,201807
강원특별자치도,강릉시,2018,8,212727.0,105610.0,107117.0,201808
강원특별자치도,강릉시,2018,9,212676.0,105562.0,107114.0,201809
강원특별자치도,강릉시,2018,10,212664.0,105564.0,107100.0,201810
강원특별자치도,강릉시,2018,11,212880.0,105644.0,107236.0,201811
강원특별자치도,강릉시,2018,12,212957.0,105697.0,107260.0,201812
강원특별자치도,강릉시,2019,1,212894.0,105682.0,107212.0,201901
강원특별자치도,강릉시,2019,2,212858.0,105620.0,107238.0,201902
강원특별자치도,강릉시,2019,3,212718.0,105591.0,107127.0,201903
강원특별자치도,강릉시,2019,4,213106.0,105774.0,107332.0,201904
강원특별자치도,강릉시,2019,5,213199.0,105761.0,107438.0,201905
강원특별자치도,강릉시,2019,6,213366.0,105847.0,107519.0,201906
강원특별자치도,강릉시,2019,7,213348.0,105809.0,107539.0,201907
강원특별자치도,강릉시,2019,8,213335.0,105817.0,107518.0,201908
강원특별자치도,강릉시,2019,9,213530.0,105913.0,107617.0,201909
강원특별자치도,강릉시,2019,10,213563.0,105925.0,107638.0,201910
강원특별자치도,강릉시,2019,11,213527.0,105914.0,107613.0,201911
강원특별자치도,강릉시,2019,12,213442.0,105893.0,107549.0,201912
강원특별자치도,강릉시,2020,1,213328.0,105775.0,107553.0,202001
강원특별자치도,강릉시,2020,2,213273.0,105698.0,107575.0,202002
강원특별자치도,강릉시,2020,3,213143.0,105665.0,107478.0,202003
강원특별자치도,강릉시,2020,4,213037.0,105639.0,107398.0,202004
강원특별자치도,강릉시,2020,5,212929.0,105604.0,107325.0,202005
강원특별자치도,강릉시,2020,6,212863.0,105593.0,107270.0,202006
강원특별자치도,강릉시,2020,7,212978.0,105699.0,107279.0,202007
강원특별자치도,강릉시,2020,8,212935.0,105651.0,107284.0,202008
강원특별자치도,강릉시,2020,9,213055.0,105704.0,107351.0,202009
강원특별자치도,강릉시,2020,10,213070.0,105664.0,107406.0,202010
강원특별자치도,강릉시,2020,11,213189.0,105726.0,107463.0,202011
강원특별자치도,강릉시,2020,12,213321.0,105794.0,107527.0,202012
강원특별자치도,강릉시,2021,1,213412.0,105799.0,107613.0,202101
강원특별자치도,강릉시,2021,2,213231.0,105704.0,107527.0,202102
강원특별자치도,강릉시,2021,3,212909.0,105564.0,107345.0,202103
강원특별자치도,강릉시,2021,4,212890.0,105527.0,107363.0,202104
강원특별자치도,강릉시,2021,5,212681.0,105487.0,107194.0,202105
강원특별자치도,강릉시,2021,6,212784.0,105550.0,107234.0,202106
강원특별자치도,강릉시,2021,7,212957.0,105652.0,107305.0,202107
강원특별자치도,강릉시,2021,8,213025.0,105698.0,107327.0,202108
강원특별자치도,강릉시,2021,9,213151.0,105761.0,107390.0,202109
강원특별자치도,강릉시,2021,10,213155.0,105783.0,107372.0,202110
강원특별자치도,강릉시,2021,11,213093.0,105749.0,107344.0,202111
강원특별자치도,강릉시,2021,12,212965.0,105667.0,107298.0,202112
강원특별자치도,강릉시,2022,1,212907.0,105648.0,107259.0,202201
강원특별자치도,강릉시,2022,2,212767.0,105554.0,107213.0,202202
강원특별자치도,강릉시,2022,3,212642.0,105514.0,107128.0,202203
강원특별자치도,강릉시,2022,4,212526.0,105472.0,107054.0,202204
강원특별자치도,강릉시,2022,5,212414.0,105385.0,107029.0,202205
강원특별자치도,강릉시,2022,6,212277.0,105308.0,106969.0,202206
강원특별자치도,강릉시,2022,7,212260.0,105312.0,106948.0,202207
강원특별자치도,강릉시,2022,8,212099.0,105222.0,106877.0,202208
강원특별자치도,강릉시,2022,9,211867.0,105102.0,106765.0,202209
강원특별자치도,강릉시,2022,10,211742.0,105042.0,106700.0,202210
강원특별자치도,강릉시,2022,11,211541.0,104929.0,106612.0,202211
강원특별자치도,강릉시,2022,12,211381.0,104845.0,106536.0,202212
강원특별자치도,강릉시,2023,1,211159.0,104674.0,106485.0,202301
강원특별자치도,강릉시,2023,2,210940.0,104548.0,106392.0,202302
강원특별자치도,강릉시,2023,3,210678.0,104419.0,106259.0,202303
강원특별자치도,강릉시,2023,4,210630.0,104403.0,106227.0,202304
강원특별자치도,강릉시,2023,5,210558.0,104361.0,106197.0,202305
강원특별자치도,강릉시,2023,6,210456.0,104324.0,106132.0,202306
강원특별자치도,강릉시,2023,7,210294.0,104241.0,106053.0,202307
강원특별자치도,강릉시,2023,8,210122.0,104154.0,105968.0,202308
강원특별자치도,강릉시,2023,9,210080.0,104153.0,105927.0,202309
강원특별자치도,강릉시,2023,10,209843.0,104014.0,105829.0,202310
강원특별자치도,강릉시,2023,11,209625.0,103887.0,105738.0,202311
강원특별자치도,강릉시,2023,12,209439.0,103759.0,105680.0,202312
강원특별자치도,강릉시,2024,1,209174.0,103616.0,105558.0,202401
강원특별자치도,강릉시,2024,2,208939.0,103531.0,105408.0,202402
강원특별자치도,강릉시,2024,3,208800.0,103479.0,105321.0,202403
강원특별자치도,강릉시,2024,4,208627.0,103389.0,105238.0,202404
강원특별자치도,강릉시,2024,5,208565.0,103370.0,105195.0,202405
강원특별자치도,강릉시,2024,6,208434.0,103286.0,105148.0,202406
강원특별자치도,강릉시,2024,7,208251.0,103188.0,105063.0,202407
강원특별자치도,강릉시,2024,8,208101.0,103144.0,104957.0,202408
강원특별자치도,강릉시,2024,9,208161.0,103175.0,104986.0,202409
강원특별자치도,강릉시,2024,10,207988.0,103082.0,104906.0,202410
강원특별자치도,강릉시,2024,11,207737.0,102911.0,104826.0,202411
강원특별자치도,강릉시,2024,12,207731.0,102890.0,104841.0,202412
강원특별자치도,강릉시,2025,1,207543.0,102789.0,104754.0,202501
강원특별자치도,강릉시,2025,2,207419.0,102740.0,104679.0,202502
강원특별자치도,강릉시,2025,3,207274.0,102731.0,104543.0,202503
강원특별자치도,강릉시,2025,4,207108.0,102617.0,104491.0,202504
강원특별자치도,강릉시,2025,5,207069.0,102586.0,104483.0,202505
강원특별자치도,강릉시,2025,6,206904.0,102483.0,104421.0,202506
강원특별자치도,강릉시,2025,7,206901.0,102461.0,104440.0,202507
강원특별자치도,강릉시,2025,8,206881.0,102474.0,104407.0,202508
강원특별자치도,강릉시,2025,9,206942.0,102537.0,104405.0,202509
강원특별자치도,고성군,2008,12,30172.0,15384.0,14788.0,200812
강원특별자치도,고성군,2009,12,30272.0,15578.0,14694.0,200912
강원특별자치도,고성군,2010,12,30112.0,15590.0,14522.0,201012
강원특별자치도,고성군,2011,1,30026.0,15549.0,14477.0,201101
강원특별자치도,고성군,2011,2,29924.0,15489.0,14435.0,201102
강원특별자치도,고성군,2011,3,30054.0,15521.0,14533.0,201103
강원특별자치도,고성군,2011,4,30052.0,15506.0,14546.0,201104
강원특별자치도,고성군,2011,5,30061.0,15509.0,14552.0,201105
강원특별자치도,고성군,2011,6,30084.0,15541.0,14543.0,201106
강원특별자치도,고성군,2011,7,29998.0,15470.0,14528.0,201107
강원특별자치도,고성군,2011,8,30130.0,15587.0,14543.0,201108
강원특별자치도,고성군,2011,9,30131.0,15601.0,14530.0,201109
강원특별자치도,고성군,2011,10,30013.0,15530.0,14483.0,201110
강원특별자치도,고성군,2011,11,30019.0,15573.0,14446.0,201111
강원특별자치도,고성군,2011,12,30057.0,15635.0,14422.0,201112
강원특별자치도,고성군,2012,1,29973.0,15595.0,14378.0,201201
강원특별자치도,고성군,2012,2,30015.0,15690.0,14325.0,201202
강원특별자치도,고성군,2012,3,30328.0,15894.0,14434.0,201203
강원특별자치도,고성군,2012,4,30331.0,15897.0,14434.0,201204
강원특별자치도,고성군,2012,5,30364.0,15953.0,14411.0,201205
강원특별자치도,고성군,2012,6,30273.0,15884.0,14389.0,201206
강원특별자치도,고성군,2012,7,30275.0,15870.0,14405.0,201207
강원특별자치도,고성군,2012,8,30207.0,15816.0,14391.0,201208
강원특별자치도,고성군,2012,9,30125.0,15762.0,14363.0,201209
강원특별자치도,고성군,2012,10,30063.0,15722.0,14341.0,201210
강원특별자치도,고성군,2012,11,30006.0,15723.0,14283.0,201211
강원특별자치도,고성군,2012,12,30124.0,15792.0,14332.0,201212
강원특별자치도,고성군,2013,1,29936.0,15679.0,14257.0,201301
강원특별자치도,고성군,2013,2,29779.0,15598.0,14181.0,201302
강원특별자치도,고성군,2013,3,29784.0,15584.0,14200.0,201303
강원특별자치도,고성군,2013,4,29962.0,15710.0,14252.0,201304
강원특별자치도,고성군,2013,5,30008.0,15712.0,14296.0,201305
강원특별자치도,고성군,2013,6,30161.0,15859.0,14302.0,201306
강원특별자치도,고성군,2013,7,30166.0,15871.0,14295.0,201307
강원특별자치도,고성군,2013,8,30265.0,15969.0,14296.0,201308
강원특별자치도,고성군,2013,9,30277.0,15990.0,14287.0,201309
강원특별자치도,고성군,2013,10,30253.0,15998.0,14255.0,201310
강원특별자치도,고성군,2013,11,30313.0,16084.0,14229.0,201311
강원특별자치도,고성군,2013,12,30398.0,16184.0,14214.0,201312
강원특별자치도,고성군,2014,1,30266.0,16094.0,14172.0,201401
강원특별자치도,고성군,2014,2,30149.0,16023.0,14126.0,201402
강원특별자치도,고성군,2014,3,30123.0,16003.0,14120.0,201403
강원특별자치도,고성군,2014,4,30147.0,16021.0,14126.0,201404
강원특별자치도,고성군,2014,5,30193.0,16033.0,14160.0,201405
강원특별자치도,고성군,2014,6,30152.0,16053.0,14099.0,201406
강원특별자치도,고성군,2014,7,30077.0,16005.0,14072.0,201407
강원특별자치도,고성군,2014,8,29991.0,15954.0,14037.0,201408
강원특별자치도,고성군,2014,9,29937.0,15924.0,14013.0,201409
강원특별자치도,고성군,2014,10,29891.0,15870.0,14021.0,201410
강원특별자치도,고성군,2014,11,29869.0,15864.0,14005.0,201411
강원특별자치도,고성군,2014,12,30269.0,16107.0,14162.0,201412
강원특별자치도,고성군,2015,1,29992.0,15961.0,14031.0,201501
강원특별자치도,고성군,2015,2,29838.0,15874.0,13964.0,201502
강원특별자치도,고성군,2015,3,29935.0,15976.0,13959.0,201503
강원특별자치도,고성군,2015,4,29873.0,15937.0,13936.0,201504
강원특별자치도,고성군,2015,5,29861.0,15944.0,13917.0,201505
강원특별자치도,고성군,2015,6,30066.0,16109.0,13957.0,201506
강원특별자치도,고성군,2015,7,29872.0,15944.0,13928.0,201507
강원특별자치도,고성군,2015,8,29719.0,15825.0,13894.0,201508
강원특별자치도,고성군,2015,9,29579.0,15731.0,13848.0,201509
강원특별자치도,고성군,2015,10,29419.0,15638.0,13781.0,201510
강원특별자치도,고성군,2015,11,29444.0,15633.0,13811.0,201511
강원특별자치도,고성군,2015,12,30060.0,15981.0,14079.0,201512
강원특별자치도,고성군,2016,1,29618.0,15758.0,13860.0,201601
강원특별자치도,고성군,2016,2,29378.0,15601.0,13777.0,201602
강원특별자치도,고성군,2016,3,29279.0,15542.0,13737.0,201603
강원특별자치도,고성군,2016,4,29288.0,15554.0,13734.0,201604
강원특별자치도,고성군,2016,5,29242.0,15495.0,13747.0,201605
강원특별자치도,고성군,2016,6,29381.0,15630.0,13751.0,201606
강원특별자치도,고성군,2016,7,29281.0,15572.0,13709.0,201607
강원특별자치도,고성군,2016,8,29039.0,15426.0,13613.0,201608
강원특별자치도,고성군,2016,9,28982.0,15394.0,13588.0,201609
강원특별자치도,고성군,2016,10,28922.0,15347.0,13575.0,201610
강원특별자치도,고성군,2016,11,28951.0,15355.0,13596.0,201611
강원특별자치도,고성군,2016,12,30114.0,15899.0,14215.0,201612
강원특별자치도,고성군,2017,1,29551.0,15632.0,13919.0,201701
강원특별자치도,고성군,2017,2,29188.0,15464.0,13724.0,201702
강원특별자치도,고성군,2017,3,29070.0,15384.0,13686.0,201703
강원특별자치도,고성군,2017,4,28989.0,15353.0,13636.0,201704
강원특별자치도,고성군,2017,5,28956.0,15333.0,13623.0,201705
강원특별자치도,고성군,2017,6,29235.0,15456.0,13779.0,201706
강원특별자치도,고성군,2017,7,29110.0,15366.0,13744.0,201707
강원특별자치도,고성군,2017,8,29011.0,15290.0,13721.0,201708
강원특별자치도,고성군,2017,9,28912.0,15233.0,13679.0,201709
강원특별자치도,고성군,2017,10,28696.0,15115.0,13581.0,201710
강원특별자치도,고성군,2017,11,28573.0,15072.0,13501.0,201711
강원특별자치도,고성군,2017,12,30029.0,15817.0,14212.0,201712
강원특별자치도,고성군,2018,1,29260.0,15430.0,13830.0,201801
강원특별자치도,고성군,2018,2,29038.0,15314.0,13724.0,201802
강원특별자치도,고성군,2018,3,28848.0,15193.0,13655.0,201803
강원특별자치도,고성군,2018,4,28739.0,15123.0,13616.0,201804
강원특별자치도,고성군,2018,5,28651.0,15070.0,13581.0,201805
강원특별자치도,고성군,2018,6,28596.0,15016.0,13580.0,201806
강원특별자치도,고성군,2018,7,28469.0,14933.0,13536.0,201807
강원특별자치도,고성군,2018,8,28360.0,14870.0,13490.0,201808
강원특별자치도,고성군,2018,9,28323.0,14842.0,13481.0,201809
강원특별자치도,고성군,2018,10,28217.0,14775.0,13442.0,201810
강원특별자치도,고성군,2018,11,28133.0,14726.0,13407.0,201811
강원특별자치도,고성군,2018,12,28144.0,14729.0,13415.0,201812
강원특별자치도,고성군,2019,1,28052.0,14664.0,13388.0,201901
강원특별자치도,고성군,2019,2,27928.0,14589.0,13339.0,201902
강원특별자치도,고성군,2019,3,27936.0,14579.0,13357.0,201903
강원특별자치도,고성군,2019,4,27860.0,14531.0,13329.0,201904
강원특별자치도,고성군,2019,5,27649.0,14406.0,13243.0,201905
강원특별자치도,고성군,2019,6,27554.0,14350.0,13204.0,201906
강원특별자치도,고성군,2019,7,27458.0,14281.0,13177.0,201907
강원특별자치도,고성군,2019,8,27398.0,14244.0,13154.0,201908
강원특별자치도,고성군,2019,9,27320.0,14182.0,13138.0,201909
강원특별자치도,고성군,2019,10,27283.0,14164.0,13119.0,201910
강원특별자치도,고성군,2019,11,27239.0,14130.0,13109.0,201911
강원특별자치도,고성군,2019,12,27260.0,14114.0,13146.0,201912
강원특별자치도,고성군,2020,1,27165.0,14051.0,13114.0,202001
강원특별자치도,고성군,2020,2,27080.0,13999.0,13081.0,202002
강원특별자치도,고성군,2020,3,27064.0,13981.0,13083.0,202003
강원특별자치도,고성군,2020,4,26959.0,13926.0,13033.0,202004
강원특별자치도,고성군,2020,5,26921.0,13910.0,13011.0,202005
강원특별자치도,고성군,2020,6,26886.0,13884.0,13002.0,202006
강원특별자치도,고성군,2020,7,26867.0,13862.0,13005.0,202007
강원특별자치도,고성군,2020,8,26857.0,13852.0,13005.0,202008
강원특별자치도,고성군,2020,9,26787.0,13815.0,12972.0,202009
강원특별자치도,고성군,2020,10,26781.0,13812.0,12969.0,202010
강원특별자치도,고성군,2020,11,26798.0,13824.0,12974.0,202011
강원특별자치도,고성군,2020,12,26757.0,13802.0,12955.0,202012
강원특별자치도,고성군,2021,1,26687.0,13762.0,12925.0,202101
강원특별자치도,고성군,2021,2,26734.0,13771.0,12963.0,202102
강원특별자치도,고성군,2021,3,26743.0,13770.0,12973.0,202103
강원특별자치도,고성군,2021,4,26760.0,13762.0,12998.0,202104
강원특별자치도,고성군,2021,5,26864.0,13814.0,13050.0,202105
강원특별자치도,고성군,2021,6,26924.0,13848.0,13076.0,202106
강원특별자치도,고성군,2021,7,26960.0,13859.0,13101.0,202107
강원특별자치도,고성군,2021,8,27005.0,13899.0,13106.0,202108
강원특별자치도,고성군,2021,9,26981.0,13881.0,13100.0,202109
강원특별자치도,고성군,2021,10,27014.0,13895.0,13119.0,202110
강원특별자치도,고성군,2021,11,27119.0,13950.0,13169.0,202111
강원특별자치도,고성군,2021,12,27249.0,14019.0,13230.0,202112
강원특별자치도,고성군,2022,1,27257.0,14047.0,13210.0,202201
강원특별자치도,고성군,2022,2,27326.0,14091.0,13235.0,202202
강원특별자치도,고성군,2022,3,27366.0,14111.0,13255.0,202203
강원특별자치도,고성군,2022,4,27382.0,14123.0,13259.0,202204
강원특별자치도,고성군,2022,5,27384.0,14116.0,13268.0,202205
강원특별자치도,고성군,2022,6,27331.0,14098.0,13233.0,202206
강원특별자치도,고성군,2022,7,27316.0,14084.0,13232.0,202207
강원특별자치도,고성군,2022,8,27264.0,14036.0,13228.0,202208
강원특별자치도,고성군,2022,9,27311.0,14071.0,13240.0,202209
강원특별자치도,고성군,2022,10,27393.0,14121.0,13272.0,202210
강원특별자치도,고성군,2022,11,27320.0,14090.0,13230.0,202211
강원특별자치도,고성군,2022,12,27274.0,14060.0,13214.0,202212
강원특별자치도,고성군,2023,1,27193.0,13994.0,13199.0,202301
강원특별자치도,고성군,2023,2,27197.0,14015.0,13182.0,202302
강원특별자치도,고성군,2023,3,27155.0,13992.0,13163.0,202303
강원특별자치도,고성군,2023,4,27157.0,14003.0,13154.0,202304
강원특별자치도,고성군,2023,5,27224.0,14026.0,13198.0,202305
강원특별자치도,고성군,2023,6,27311.0,14064.0,13247.0,202306
강원특별자치도,고성군,2023,7,27302.0,14051.0,13251.0,202307
강원특별자치도,고성군,2023,8,27315.0,14056.0,13259.0,202308
강원특별자치도,고성군,2023,9,27329.0,14057.0,13272.0,202309
강원특별자치도,고성군,2023,10,27353.0,14063.0,13290.0,202310
강원특별자치도,고성군,2023,11,27319.0,14040.0,13279.0,202311
강원특별자치도,고성군,2023,12,27305.0,14018.0,13287.0,202312
강원특별자치도,고성군,2024,1,27294.0,14008.0,13286.0,202401
강원특별자치도,고성군,2024,2,27261.0,13992.0,13269.0,202402
강원특별자치도,고성군,2024,3,27220.0,13965.0,13255.0,202403
강원특별자치도,고성군,2024,4,27221.0,13964.0,13257.0,202404
강원특별자치도,고성군,2024,5,27197.0,13941.0,13256.0,202405
강원특별자치도,고성군,2024,6,27169.0,13935.0,13234.0,202406
강원특별자치도,고성군,2024,7,27143.0,13909.0,13234.0,202407
강원특별자치도,고성군,2024,8,27087.0,13878.0,13209.0,202408
강원특별자치도,고성군,2024,9,27060.0,13866.0,13194.0,202409
강원특별자치도,고성군,2024,10,27016.0,13841.0,13175.0,202410
강원특별자치도,고성군,2024,11,27027.0,13853.0,13174.0,202411
강원특별자치도,고성군,2024,12,26999.0,13841.0,13158.0,202412
강원특별자치도,고성군,2025,1,26920.0,13798.0,13122.0,202501
강원특별자치도,고성군,2025,2,26798.0,13733.0,13065.0,202502
강원특별자치도,고성군,2025,3,26812.0,13742.0,13070.0,202503
강원특별자치도,고성군,2025,4,26810.0,13756.0,13054.0,202504
강원특별자치도,고성군,2025,5,26824.0,13748.0,13076.0,202505
강원특별자치도,고성군,2025,6,26812.0,13720.0,13092.0,202506
강원특별자치도,고성군,2025,7,26779.0,13706.0,13073.0,202507
강원특별자치도,고성군,2025,8,26751.0,13693.0,13058.0,202508
강원특별자치도,고성군,2025,9,26776.0,13705.0,13071.0,202509
강원특별자치도,동해시,2008,12,95652.0,48383.0,47269.0,200812
강원특별자치도,동해시,2009,12,95271.0,48202.0,47069.0,200912
강원특별자치도,동해시,2010,12,95236.0,48170.0,47066.0,201012
강원특별자치도,동해시,2011,1,95100.0,48086.0,47014.0,201101
강원특별자치도,동해시,2011,2,94947.0,47995.0,46952.0,201102
강원특별자치도,동해시,2011,3,94822.0,47900.0,46922.0,201103
강원특별자치도,동해시,2011,4,94798.0,47872.0,46926.0,201104
강원특별자치도,동해시,2011,5,94782.0,47822.0,46960.0,201105
강원특별자치도,동해시,2011,6,94817.0,47849.0,46968.0,201106
강원특별자치도,동해시,2011,7,94752.0,47821.0,46931.0,201107
강원특별자치도,동해시,2011,8,94777.0,47831.0,46946.0,201108
강원특별자치도,동해시,2011,9,94721.0,47816.0,46905.0,201109
강원특별자치도,동해시,2011,10,94623.0,47755.0,46868.0,201110
강원특별자치도,동해시,2011,11,94582.0,47731.0,46851.0,201111
강원특별자치도,동해시,2011,12,95804.0,48289.0,47515.0,201112
강원특별자치도,동해시,2012,1,94863.0,47847.0,47016.0,201201
강원특별자치도,동해시,2012,2,94617.0,47735.0,46882.0,201202
강원특별자치도,동해시,2012,3,94457.0,47634.0,46823.0,201203
강원특별자치도,동해시,2012,4,94390.0,47599.0,46791.0,201204
강원특별자치도,동해시,2012,5,94350.0,47599.0,46751.0,201205
강원특별자치도,동해시,2012,6,94311.0,47576.0,46735.0,201206
강원특별자치도,동해시,2012,7,94245.0,47555.0,46690.0,201207
강원특별자치도,동해시,2012,8,94175.0,47527.0,46648.0,201208
강원특별자치도,동해시,2012,9,94139.0,47504.0,46635.0,201209
강원특별자치도,동해시,2012,10,94034.0,47451.0,46583.0,201210
강원특별자치도,동해시,2012,11,93903.0,47386.0,46517.0,201211
강원특별자치도,동해시,2012,12,93897.0,47387.0,46510.0,201212
강원특별자치도,동해시,2013,1,93936.0,47417.0,46519.0,201301
강원특별자치도,동해시,2013,2,93973.0,47427.0,46546.0,201302
강원특별자치도,동해시,2013,3,94079.0,47493.0,46586.0,201303
강원특별자치도,동해시,2013,4,94144.0,47523.0,46621.0,201304
강원특별자치도,동해시,2013,5,94218.0,47559.0,46659.0,201305
강원특별자치도,동해시,2013,6,94364.0,47680.0,46684.0,201306
강원특별자치도,동해시,2013,7,94576.0,47838.0,46738.0,201307
