sido,sigungu,yyyymm,value,year,month
부산광역시,동구,201906,10,2019,6
부산광역시,동구,201909,7,2019,9
부산광역시,동구,201912,6,2019,12
부산광역시,동구,202003,6,2020,3
부산광역시,동구,202006,6,2020,6
부산광역시,동구,202009,6,2020,9
부산광역시,동구,202012,4,2020,12
부산광역시,동구,202103,4,2021,3
부산광역시,동구,202106,23,2021,6
부산광역시,동구,202109,33,2021,9
부산광역시,동구,202112,33,2021,12
부산광역시,동구,202203,34,2022,3
부산광역시,동구,202206,31,2022,6
부산광역시,동구,202209,26,2022,9
부산광역시,동구,202212,37,2022,12
부산광역시,동구,202303,18,2023,3
부산광역시,동구,202306,14,2023,6
부산광역시,동구,202309,53,2023,9
부산광역시,동구,202312,32,2023,12
부산광역시,동구,202403,21,2024,3
부산광역시,동구,202406,20,2024,6
부산광역시,동구,202409,19,2024,9
부산광역시,동구,202412,15,2024,12
부산광역시,동구,202503,13,2025,3
부산광역시,동구,202506,12,2025,6
부산광역시,동래구,200906,60,2009,6
부산광역시,동래구,200912,58,2009,12
부산광역시,동래구,201006,74,2010,6
부산광역시,동래구,201012,50,2010,12
부산광역시,동래구,201106,42,2011,6
부산광역시,동래구,201112,39,2011,12
부산광역시,동래구,201206,122,2012,6
부산광역시,동래구,201212,151,2012,12
부산광역시,동래구,201303,278,2013,3
부산광역시,동래구,201306,116,2013,6
부산광역시,동래구,201309,127,2013,9
부산광역시,동래구,201312,69,2013,12
부산광역시,동래구,201403,46,2014,3
부산광역시,동래구,201406,37,2014,6
부산광역시,동래구,201409,39,2014,9
부산광역시,동래구,201412,44,2014,12
부산광역시,동래구,201503,45,2015,3
부산광역시,동래구,201506,60,2015,6
부산광역시,동래구,201509,80,2015,9
부산광역시,동래구,201512,68,2015,12
부산광역시,동래구,201603,61,2016,3
부산광역시,동래구,201606,64,2016,6
부산광역시,동래구,201609,57,2016,9
부산광역시,동래구,201612,71,2016,12
부산광역시,동래구,201703,69,2017,3
부산광역시,동래구,201706,76,2017,6
부산광역시,동래구,201709,86,2017,9
부산광역시,동래구,201712,86,2017,12
부산광역시,동래구,201803,74,2018,3
부산광역시,동래구,201806,47,2018,6
부산광역시,동래구,201809,36,2018,9
부산광역시,동래구,201812,32,2018,12
부산광역시,동래구,201903,31,2019,3
부산광역시,동래구,201906,23,2019,6
부산광역시,동래구,201909,24,2019,9
부산광역시,동래구,201912,21,2019,12
부산광역시,동래구,202003,20,2020,3
부산광역시,동래구,202006,20,2020,6
부산광역시,동래구,202009,20,2020,9
부산광역시,동래구,202012,19,2020,12
부산광역시,동래구,202103,18,2021,3
부산광역시,동래구,202106,20,2021,6
부산광역시,동래구,202109,22,2021,9
부산광역시,동래구,202112,23,2021,12
부산광역시,동래구,202203,23,2022,3
부산광역시,동래구,202206,25,2022,6
부산광역시,동래구,202209,31,2022,9
부산광역시,동래구,202212,32,2022,12
부산광역시,동래구,202303,32,2023,3
부산광역시,동래구,202306,44,2023,6
부산광역시,동래구,202309,56,2023,9
부산광역시,동래구,202312,61,2023,12
부산광역시,동래구,202403,73,2024,3
부산광역시,동래구,202406,89,2024,6
부산광역시,동래구,202409,115,2024,9
부산광역시,동래구,202412,126,2024,12
부산광역시,동래구,202503,122,2025,3
부산광역시,동래구,202506,84,2025,6
부산광역시,부산진구,200906,107,2009,6
부산광역시,부산진구,200912,72,2009,12
부산광역시,부산진구,201006,69,2010,6
부산광역시,부산진구,201012,34,2010,12
부산광역시,부산진구,201106,34,2011,6
부산광역시,부산진구,201112,44,2011,12
부산광역시,부산진구,201206,49,2012,6
부산광역시,부산진구,201212,36,2012,12
부산광역시,부산진구,201303,78,2013,3
부산광역시,부산진구,201306,41,2013,6
부산광역시,부산진구,201309,50,2013,9
부산광역시,부산진구,201312,48,2013,12
부산광역시,부산진구,201403,49,2014,3
부산광역시,부산진구,201406,48,2014,6
부산광역시,부산진구,201409,47,2014,9
부산광역시,부산진구,201412,51,2014,12
부산광역시,부산진구,201503,53,2015,3
부산광역시,부산진구,201506,52,2015,6
부산광역시,부산진구,201509,55,2015,9
부산광역시,부산진구,201512,52,2015,12
부산광역시,부산진구,201603,52,2016,3
부산광역시,부산진구,201606,54,2016,6
부산광역시,부산진구,201609,60,2016,9
부산광역시,부산진구,201612,67,2016,12
부산광역시,부산진구,201703,64,2017,3
부산광역시,부산진구,201706,72,2017,6
부산광역시,부산진구,201709,78,2017,9
부산광역시,부산진구,201712,75,2017,12
부산광역시,부산진구,201803,73,2018,3
부산광역시,부산진구,201806,74,2018,6
부산광역시,부산진구,201809,65,2018,9
부산광역시,부산진구,201812,49,2018,12
부산광역시,부산진구,201903,47,2019,3
부산광역시,부산진구,201906,42,2019,6
부산광역시,부산진구,201909,39,2019,9
부산광역시,부산진구,201912,45,2019,12
부산광역시,부산진구,202003,42,2020,3
부산광역시,부산진구,202006,40,2020,6
부산광역시,부산진구,202009,39,2020,9
부산광역시,부산진구,202012,37,2020,12
부산광역시,부산진구,202103,36,2021,3
부산광역시,부산진구,202106,34,2021,6
부산광역시,부산진구,202109,35,2021,9
부산광역시,부산진구,202112,36,2021,12
부산광역시,부산진구,202203,32,2022,3
부산광역시,부산진구,202206,30,2022,6
부산광역시,부산진구,202209,27,2022,9
부산광역시,부산진구,202212,31,2022,12
부산광역시,부산진구,202303,33,2023,3
부산광역시,부산진구,202306,44,2023,6
부산광역시,부산진구,202309,93,2023,9
부산광역시,부산진구,202312,96,2023,12
부산광역시,부산진구,202403,99,2024,3
부산광역시,부산진구,202406,99,2024,6
부산광역시,부산진구,202409,87,2024,9
부산광역시,부산진구,202412,81,2024,12
부산광역시,부산진구,202503,82,2025,3
부산광역시,부산진구,202506,62,2025,6
부산광역시,북구,200906,28,2009,6
부산광역시,북구,200912,21,2009,12
부산광역시,북구,201006,20,2010,6
부산광역시,북구,201012,13,2010,12
부산광역시,북구,201106,13,2011,6
부산광역시,북구,201112,11,2011,12
부산광역시,북구,201206,27,2012,6
부산광역시,북구,201212,26,2012,12
부산광역시,북구,201303,56,2013,3
부산광역시,북구,201306,47,2013,6
부산광역시,북구,201309,47,2013,9
부산광역시,북구,201312,33,2013,12
부산광역시,북구,201403,25,2014,3
부산광역시,북구,201406,23,2014,6
부산광역시,북구,201409,23,2014,9
부산광역시,북구,201412,25,2014,12
부산광역시,북구,201503,25,2015,3
부산광역시,북구,201506,26,2015,6
부산광역시,북구,201509,28,2015,9
부산광역시,북구,201512,28,2015,12
부산광역시,북구,201603,32,2016,3
부산광역시,북구,201606,26,2016,6
부산광역시,북구,201609,22,2016,9
부산광역시,북구,201612,22,2016,12
부산광역시,북구,201703,19,2017,3
부산광역시,북구,201706,13,2017,6
부산광역시,북구,201709,12,2017,9
부산광역시,북구,201712,24,2017,12
부산광역시,북구,201803,23,2018,3
부산광역시,북구,201806,20,2018,6
부산광역시,북구,201809,15,2018,9
부산광역시,북구,201812,43,2018,12
부산광역시,북구,201903,36,2019,3
부산광역시,북구,201906,16,2019,6
부산광역시,북구,201909,11,2019,9
부산광역시,북구,201912,10,2019,12
부산광역시,북구,202003,10,2020,3
부산광역시,북구,202006,9,2020,6
부산광역시,북구,202009,11,2020,9
부산광역시,북구,202012,15,2020,12
부산광역시,북구,202103,18,2021,3
부산광역시,북구,202106,21,2021,6
부산광역시,북구,202109,22,2021,9
부산광역시,북구,202112,20,2021,12
부산광역시,북구,202203,23,2022,3
부산광역시,북구,202206,22,2022,6
부산광역시,북구,202209,25,2022,9
부산광역시,북구,202212,22,2022,12
부산광역시,북구,202303,17,2023,3
부산광역시,북구,202306,15,2023,6
부산광역시,북구,202309,23,2023,9
부산광역시,북구,202312,28,2023,12
부산광역시,북구,202403,35,2024,3
부산광역시,북구,202406,53,2024,6
부산광역시,북구,202409,75,2024,9
부산광역시,북구,202412,87,2024,12
부산광역시,북구,202503,85,2025,3
부산광역시,북구,202506,82,2025,6
부산광역시,사상구,200906,918,2009,6
부산광역시,사상구,200912,882,2009,12
부산광역시,사상구,201006,1143,2010,6
부산광역시,사상구,201012,1179,2010,12
부산광역시,사상구,201106,1374,2011,6
부산광역시,사상구,201112,1430,2011,12
부산광역시,사상구,201206,1440,2012,6
부산광역시,사상구,201212,1288,2012,12
부산광역시,사상구,201303,2512,2013,3
부산광역시,사상구,201306,1286,2013,6
부산광역시,사상구,201309,1307,2013,9
부산광역시,사상구,201312,1342,2013,12
부산광역시,사상구,201403,1340,2014,3
부산광역시,사상구,201406,1365,2014,6
부산광역시,사상구,201409,1320,2014,9
부산광역시,사상구,201412,1361,2014,12
부산광역시,사상구,201503,1370,2015,3
부산광역시,사상구,201506,1362,2015,6
부산광역시,사상구,201509,1383,2015,9
부산광역시,사상구,201512,1340,2015,12
부산광역시,사상구,201603,1272,2016,3
부산광역시,사상구,201606,1239,2016,6
부산광역시,사상구,201609,1225,2016,9
부산광역시,사상구,201612,1262,2016,12
부산광역시,사상구,201703,1221,2017,3
부산광역시,사상구,201706,1225,2017,6
부산광역시,사상구,201709,1240,2017,9
부산광역시,사상구,201712,1219,2017,12
부산광역시,사상구,201803,1164,2018,3
부산광역시,사상구,201806,1161,2018,6
부산광역시,사상구,201809,1130,2018,9
부산광역시,사상구,201812,1120,2018,12
부산광역시,사상구,201903,1061,2019,3
부산광역시,사상구,201906,1017,2019,6
부산광역시,사상구,201909,1000,2019,9
부산광역시,사상구,201912,1050,2019,12
부산광역시,사상구,202003,988,2020,3
부산광역시,사상구,202006,940,2020,6
부산광역시,사상구,202009,872,2020,9
부산광역시,사상구,202012,840,2020,12
부산광역시,사상구,202103,812,2021,3
부산광역시,사상구,202106,785,2021,6
부산광역시,사상구,202109,761,2021,9
부산광역시,사상구,202112,781,2021,12
부산광역시,사상구,202203,785,2022,3
부산광역시,사상구,202206,798,2022,6
부산광역시,사상구,202209,813,2022,9
부산광역시,사상구,202212,856,2022,12
부산광역시,사상구,202303,855,2023,3
부산광역시,사상구,202306,884,2023,6
부산광역시,사상구,202309,918,2023,9
부산광역시,사상구,202312,914,2023,12
부산광역시,사상구,202403,913,2024,3
부산광역시,사상구,202406,908,2024,6
부산광역시,사상구,202409,936,2024,9
부산광역시,사상구,202412,935,2024,12
부산광역시,사상구,202503,920,2025,3
부산광역시,사상구,202506,935,2025,6
부산광역시,사하구,200906,1469,2009,6
부산광역시,사하구,200912,1419,2009,12
부산광역시,사하구,201006,1675,2010,6
부산광역시,사하구,201012,1674,2010,12
부산광역시,사하구,201106,1840,2011,6
부산광역시,사하구,201112,1888,2011,12
부산광역시,사하구,201206,1968,2012,6
부산광역시,사하구,201212,1774,2012,12
부산광역시,사하구,201303,3502,2013,3
부산광역시,사하구,201306,1776,2013,6
부산광역시,사하구,201309,1857,2013,9
부산광역시,사하구,201312,1876,2013,12
부산광역시,사하구,201403,1889,2014,3
부산광역시,사하구,201406,1900,2014,6
부산광역시,사하구,201409,1930,2014,9
부산광역시,사하구,201412,2030,2014,12
부산광역시,사하구,201503,2006,2015,3
부산광역시,사하구,201506,2001,2015,6
부산광역시,사하구,201509,1982,2015,9
부산광역시,사하구,201512,1918,2015,12
부산광역시,사하구,201603,1840,2016,3
부산광역시,사하구,201606,1819,2016,6
부산광역시,사하구,201609,1820,2016,9
부산광역시,사하구,201612,1787,2016,12
부산광역시,사하구,201703,1668,2017,3
부산광역시,사하구,201706,1662,2017,6
부산광역시,사하구,201709,1666,2017,9
부산광역시,사하구,201712,1674,2017,12
부산광역시,사하구,201803,1665,2018,3
부산광역시,사하구,201806,1637,2018,6
부산광역시,사하구,201809,1686,2018,9
부산광역시,사하구,201812,1723,2018,12
부산광역시,사하구,201903,1620,2019,3
부산광역시,사하구,201906,1579,2019,6
부산광역시,사하구,201909,1581,2019,9
부산광역시,사하구,201912,1619,2019,12
부산광역시,사하구,202003,1547,2020,3
부산광역시,사하구,202006,1495,2020,6
부산광역시,사하구,202009,1453,2020,9
부산광역시,사하구,202012,1407,2020,12
부산광역시,사하구,202103,1353,2021,3
부산광역시,사하구,202106,1304,2021,6
부산광역시,사하구,202109,1262,2021,9
부산광역시,사하구,202112,1201,2021,12
부산광역시,사하구,202203,1199,2022,3
부산광역시,사하구,202206,1184,2022,6
부산광역시,사하구,202209,1202,2022,9
부산광역시,사하구,202212,1342,2022,12
부산광역시,사하구,202303,1349,2023,3
부산광역시,사하구,202306,1508,2023,6
부산광역시,사하구,202309,1567,2023,9
부산광역시,사하구,202312,1566,2023,12
부산광역시,사하구,202403,1718,2024,3
부산광역시,사하구,202406,1735,2024,6
부산광역시,사하구,202409,1761,2024,9
부산광역시,사하구,202412,1821,2024,12
부산광역시,사하구,202503,1864,2025,3
부산광역시,사하구,202506,1916,2025,6
부산광역시,서구,200906,60,2009,6
부산광역시,서구,200912,41,2009,12
부산광역시,서구,201006,55,2010,6
부산광역시,서구,201012,44,2010,12
부산광역시,서구,201106,48,2011,6
부산광역시,서구,201112,53,2011,12
부산광역시,서구,201206,53,2012,6
부산광역시,서구,201212,70,2012,12
부산광역시,서구,201303,140,2013,3
부산광역시,서구,201306,77,2013,6
부산광역시,서구,201309,58,2013,9
부산광역시,서구,201312,60,2013,12
부산광역시,서구,201403,57,2014,3
부산광역시,서구,201406,64,2014,6
부산광역시,서구,201409,64,2014,9
부산광역시,서구,201412,69,2014,12
부산광역시,서구,201503,69,2015,3
부산광역시,서구,201506,78,2015,6
부산광역시,서구,201509,83,2015,9
부산광역시,서구,201512,83,2015,12
부산광역시,서구,201603,79,2016,3
부산광역시,서구,201606,77,2016,6
부산광역시,서구,201609,98,2016,9
부산광역시,서구,201612,98,2016,12
부산광역시,서구,201703,101,2017,3
부산광역시,서구,201706,106,2017,6
부산광역시,서구,201709,107,2017,9
부산광역시,서구,201712,104,2017,12
부산광역시,서구,201803,104,2018,3
부산광역시,서구,201806,94,2018,6
부산광역시,서구,201809,94,2018,9
부산광역시,서구,201812,107,2018,12
부산광역시,서구,201903,82,2019,3
부산광역시,서구,201906,76,2019,6
부산광역시,서구,201909,76,2019,9
부산광역시,서구,201912,81,2019,12
부산광역시,서구,202003,76,2020,3
부산광역시,서구,202006,68,2020,6
부산광역시,서구,202009,65,2020,9
부산광역시,서구,202012,63,2020,12
부산광역시,서구,202103,57,2021,3
부산광역시,서구,202106,62,2021,6
부산광역시,서구,202109,61,2021,9
부산광역시,서구,202112,57,2021,12
부산광역시,서구,202203,60,2022,3
부산광역시,서구,202206,62,2022,6
부산광역시,서구,202209,56,2022,9
부산광역시,서구,202212,67,2022,12
부산광역시,서구,202303,70,2023,3
부산광역시,서구,202306,72,2023,6
부산광역시,서구,202309,88,2023,9
부산광역시,서구,202312,87,2023,12
부산광역시,서구,202403,94,2024,3
부산광역시,서구,202406,83,2024,6
부산광역시,서구,202409,81,2024,9
부산광역시,서구,202412,97,2024,12
부산광역시,서구,202503,96,2025,3
부산광역시,서구,202506,118,2025,6
부산광역시,수영구,200906,14,2009,6
부산광역시,수영구,200912,14,2009,12
부산광역시,수영구,201006,22,2010,6
부산광역시,수영구,201012,23,2010,12
부산광역시,수영구,201106,25,2011,6
부산광역시,수영구,201112,20,2011,12
부산광역시,수영구,201206,19,2012,6
부산광역시,수영구,201212,24,2012,12
부산광역시,수영구,201303,46,2013,3
부산광역시,수영구,201306,24,2013,6
부산광역시,수영구,201309,19,2013,9
부산광역시,수영구,201312,19,2013,12
부산광역시,수영구,201403,21,2014,3
부산광역시,수영구,201406,20,2014,6
부산광역시,수영구,201409,16,2014,9
부산광역시,수영구,201412,15,2014,12
부산광역시,수영구,201503,18,2015,3
부산광역시,수영구,201506,15,2015,6
부산광역시,수영구,201509,14,2015,9
부산광역시,수영구,201512,19,2015,12
부산광역시,수영구,201603,16,2016,3
부산광역시,수영구,201606,12,2016,6
부산광역시,수영구,201609,17,2016,9
부산광역시,수영구,201612,16,2016,12
부산광역시,수영구,201703,13,2017,3
부산광역시,수영구,201706,13,2017,6
부산광역시,수영구,201709,15,2017,9
부산광역시,수영구,201712,14,2017,12
부산광역시,수영구,201803,15,2018,3
부산광역시,수영구,201806,37,2018,6
부산광역시,수영구,201809,40,2018,9
부산광역시,수영구,201812,49,2018,12
부산광역시,수영구,201903,20,2019,3
부산광역시,수영구,201906,21,2019,6
부산광역시,수영구,201909,31,2019,9
부산광역시,수영구,201912,27,2019,12
부산광역시,수영구,202003,27,2020,3
부산광역시,수영구,202006,25,2020,6
부산광역시,수영구,202009,22,2020,9
부산광역시,수영구,202012,23,2020,12
부산광역시,수영구,202103,24,2021,3
부산광역시,수영구,202106,23,2021,6
부산광역시,수영구,202109,24,2021,9
부산광역시,수영구,202112,24,2021,12
부산광역시,수영구,202203,25,2022,3
부산광역시,수영구,202206,25,2022,6
부산광역시,수영구,202209,25,2022,9
부산광역시,수영구,202212,32,2022,12
부산광역시,수영구,202303,34,2023,3
부산광역시,수영구,202306,36,2023,6
부산광역시,수영구,202309,42,2023,9
부산광역시,수영구,202312,44,2023,12
부산광역시,수영구,202403,46,2024,3
부산광역시,수영구,202406,44,2024,6
부산광역시,수영구,202409,44,2024,9
부산광역시,수영구,202412,45,2024,12
부산광역시,수영구,202503,45,2025,3
부산광역시,수영구,202506,44,2025,6
부산광역시,연제구,200906,41,2009,6
부산광역시,연제구,200912,24,2009,12
부산광역시,연제구,201006,35,2010,6
부산광역시,연제구,201012,32,2010,12
부산광역시,연제구,201106,46,2011,6
부산광역시,연제구,201112,46,2011,12
부산광역시,연제구,201206,50,2012,6
부산광역시,연제구,201212,65,2012,12
부산광역시,연제구,201303,136,2013,3
부산광역시,연제구,201306,60,2013,6
부산광역시,연제구,201309,53,2013,9
부산광역시,연제구,201312,57,2013,12
부산광역시,연제구,201403,55,2014,3
부산광역시,연제구,201406,56,2014,6
부산광역시,연제구,201409,53,2014,9
부산광역시,연제구,201412,47,2014,12
부산광역시,연제구,201503,46,2015,3
부산광역시,연제구,201506,46,2015,6
부산광역시,연제구,201509,46,2015,9
부산광역시,연제구,201512,46,2015,12
부산광역시,연제구,201603,38,2016,3
부산광역시,연제구,201606,31,2016,6
부산광역시,연제구,201609,29,2016,9
부산광역시,연제구,201612,30,2016,12
부산광역시,연제구,201703,29,2017,3
부산광역시,연제구,201706,30,2017,6
부산광역시,연제구,201709,35,2017,9
부산광역시,연제구,201712,41,2017,12
부산광역시,연제구,201803,38,2018,3
부산광역시,연제구,201806,32,2018,6
부산광역시,연제구,201809,34,2018,9
부산광역시,연제구,201812,33,2018,12
부산광역시,연제구,201903,31,2019,3
부산광역시,연제구,201906,29,2019,6
부산광역시,연제구,201909,27,2019,9
부산광역시,연제구,201912,27,2019,12
부산광역시,연제구,202003,26,2020,3
부산광역시,연제구,202006,25,2020,6
부산광역시,연제구,202009,26,2020,9
부산광역시,연제구,202012,26,2020,12
부산광역시,연제구,202103,26,2021,3
부산광역시,연제구,202106,28,2021,6
부산광역시,연제구,202109,26,2021,9
부산광역시,연제구,202112,26,2021,12
부산광역시,연제구,202203,26,2022,3
부산광역시,연제구,202206,25,2022,6
부산광역시,연제구,202209,25,2022,9
부산광역시,연제구,202212,29,2022,12
부산광역시,연제구,202303,28,2023,3
부산광역시,연제구,202306,30,2023,6
부산광역시,연제구,202309,62,2023,9
부산광역시,연제구,202312,56,2023,12
부산광역시,연제구,202403,47,2024,3
부산광역시,연제구,202406,50,2024,6
부산광역시,연제구,202409,43,2024,9
부산광역시,연제구,202412,35,2024,12
부산광역시,연제구,202503,31,2025,3
부산광역시,연제구,202506,29,2025,6
부산광역시,영도구,200906,177,2009,6
부산광역시,영도구,200912,145,2009,12
부산광역시,영도구,201006,169,2010,6
부산광역시,영도구,201012,164,2010,12
부산광역시,영도구,201106,156,2011,6
부산광역시,영도구,201112,151,2011,12
부산광역시,영도구,201206,153,2012,6
부산광역시,영도구,201212,153,2012,12
부산광역시,영도구,201303,320,2013,3
부산광역시,영도구,201306,148,2013,6
부산광역시,영도구,201309,143,2013,9
부산광역시,영도구,201312,138,2013,12
부산광역시,영도구,201403,134,2014,3
부산광역시,영도구,201406,136,2014,6
부산광역시,영도구,201409,122,2014,9
부산광역시,영도구,201412,132,2014,12
부산광역시,영도구,201503,123,2015,3
부산광역시,영도구,201506,133,2015,6
부산광역시,영도구,201509,156,2015,9
부산광역시,영도구,201512,162,2015,12
부산광역시,영도구,201603,171,2016,3
부산광역시,영도구,201606,163,2016,6
부산광역시,영도구,201609,150,2016,9
부산광역시,영도구,201612,153,2016,12
부산광역시,영도구,201703,137,2017,3
부산광역시,영도구,201706,128,2017,6
부산광역시,영도구,201709,131,2017,9
부산광역시,영도구,201712,136,2017,12
부산광역시,영도구,201803,130,2018,3
부산광역시,영도구,201806,129,2018,6
부산광역시,영도구,201809,129,2018,9
부산광역시,영도구,201812,126,2018,12
부산광역시,영도구,201903,117,2019,3
부산광역시,영도구,201906,119,2019,6
부산광역시,영도구,201909,114,2019,9
부산광역시,영도구,201912,112,2019,12
부산광역시,영도구,202003,108,2020,3
부산광역시,영도구,202006,98,2020,6
부산광역시,영도구,202009,87,2020,9
부산광역시,영도구,202012,85,2020,12
부산광역시,영도구,202103,87,2021,3
부산광역시,영도구,202106,83,2021,6
부산광역시,영도구,202109,81,2021,9
부산광역시,영도구,202112,82,2021,12
부산광역시,영도구,202203,82,2022,3
부산광역시,영도구,202206,82,2022,6
부산광역시,영도구,202209,87,2022,9
부산광역시,영도구,202212,100,2022,12
부산광역시,영도구,202303,92,2023,3
부산광역시,영도구,202306,92,2023,6
부산광역시,영도구,202309,97,2023,9
부산광역시,영도구,202312,106,2023,12
부산광역시,영도구,202403,115,2024,3
부산광역시,영도구,202406,130,2024,6
부산광역시,영도구,202409,137,2024,9
부산광역시,영도구,202412,149,2024,12
부산광역시,영도구,202503,143,2025,3
부산광역시,영도구,202506,130,2025,6
부산광역시,중구,200906,5,2009,6
부산광역시,중구,200912,5,2009,12
부산광역시,중구,201006,10,2010,6
부산광역시,중구,201012,7,2010,12
부산광역시,중구,201106,9,2011,6
부산광역시,중구,201112,6,2011,12
부산광역시,중구,201206,14,2012,6
부산광역시,중구,201212,29,2012,12
부산광역시,중구,201303,58,2013,3
부산광역시,중구,201306,14,2013,6
부산광역시,중구,201309,13,2013,9
부산광역시,중구,201312,11,2013,12
부산광역시,중구,201403,11,2014,3
부산광역시,중구,201406,9,2014,6
부산광역시,중구,201409,11,2014,9
부산광역시,중구,201412,7,2014,12
부산광역시,중구,201503,4,2015,3
부산광역시,중구,201506,4,2015,6
부산광역시,중구,201509,5,2015,9
부산광역시,중구,201512,11,2015,12
부산광역시,중구,201603,12,2016,3
부산광역시,중구,201606,11,2016,6
부산광역시,중구,201609,11,2016,9
부산광역시,중구,201612,12,2016,12
부산광역시,중구,201703,9,2017,3
부산광역시,중구,201706,8,2017,6
부산광역시,중구,201709,9,2017,9
부산광역시,중구,201712,8,2017,12
부산광역시,중구,201803,5,2018,3
부산광역시,중구,201806,5,2018,6
부산광역시,중구,201809,5,2018,9
부산광역시,중구,201812,5,2018,12
부산광역시,중구,201903,5,2019,3
부산광역시,중구,201906,5,2019,6
부산광역시,중구,201909,4,2019,9
부산광역시,중구,201912,3,2019,12
부산광역시,중구,202003,3,2020,3
부산광역시,중구,202006,3,2020,6
부산광역시,중구,202009,2,2020,9
부산광역시,중구,202012,2,2020,12
부산광역시,중구,202103,1,2021,3
부산광역시,중구,202106,1,2021,6
부산광역시,중구,202109,1,2021,9
부산광역시,중구,202112,1,2021,12
부산광역시,중구,202203,1,2022,3
부산광역시,중구,202206,1,2022,6
부산광역시,중구,202209,1,2022,9
부산광역시,중구,202212,2,2022,12
부산광역시,중구,202303,3,2023,3
부산광역시,중구,202306,4,2023,6
부산광역시,중구,202309,6,2023,9
부산광역시,중구,202312,4,2023,12
부산광역시,중구,202403,3,2024,3
부산광역시,중구,202406,3,2024,6
부산광역시,중구,202409,2,2024,9
부산광역시,중구,202412,4,2024,12
부산광역시,중구,202503,4,2025,3
부산광역시,중구,202506,4,2025,6
부산광역시,해운대구,200906,46,2009,6
부산광역시,해운대구,200912,48,2009,12
부산광역시,해운대구,201006,49,2010,6
부산광역시,해운대구,201012,92,2010,12
부산광역시,해운대구,201106,99,2011,6
부산광역시,해운대구,201112,217,2011,12
부산광역시,해운대구,201206,168,2012,6
부산광역시,해운대구,201212,167,2012,12
부산광역시,해운대구,201303,298,2013,3
부산광역시,해운대구,201306,124,2013,6
부산광역시,해운대구,201309,99,2013,9
부산광역시,해운대구,201312,74,2013,12
부산광역시,해운대구,201403,65,2014,3
부산광역시,해운대구,201406,83,2014,6
부산광역시,해운대구,201409,83,2014,9
부산광역시,해운대구,201412,91,2014,12
부산광역시,해운대구,201503,73,2015,3
부산광역시,해운대구,201506,69,2015,6
부산광역시,해운대구,201509,110,2015,9
부산광역시,해운대구,201512,134,2015,12
부산광역시,해운대구,201603,154,2016,3
부산광역시,해운대구,201606,220,2016,6
부산광역시,해운대구,201609,213,2016,9
부산광역시,해운대구,201612,227,2016,12
부산광역시,해운대구,201703,214,2017,3
부산광역시,해운대구,201706,232,2017,6
부산광역시,해운대구,201709,253,2017,9
부산광역시,해운대구,201712,251,2017,12
부산광역시,해운대구,201803,235,2018,3
부산광역시,해운대구,201806,210,2018,6
부산광역시,해운대구,201809,180,2018,9
부산광역시,해운대구,201812,141,2018,12
부산광역시,해운대구,201903,132,2019,3
부산광역시,해운대구,201906,107,2019,6
부산광역시,해운대구,201909,100,2019,9
부산광역시,해운대구,201912,105,2019,12
부산광역시,해운대구,202003,101,2020,3
부산광역시,해운대구,202006,105,2020,6
부산광역시,해운대구,202009,92,2020,9
부산광역시,해운대구,202012,83,2020,12
부산광역시,해운대구,202103,80,2021,3
부산광역시,해운대구,202106,71,2021,6
부산광역시,해운대구,202109,68,2021,9
부산광역시,해운대구,202112,68,2021,12
부산광역시,해운대구,202203,62,2022,3
부산광역시,해운대구,202206,62,2022,6
부산광역시,해운대구,202209,59,2022,9
부산광역시,해운대구,202212,65,2022,12
부산광역시,해운대구,202303,64,2023,3
부산광역시,해운대구,202306,63,2023,6
부산광역시,해운대구,202309,73,2023,9
부산광역시,해운대구,202312,89,2023,12
부산광역시,해운대구,202403,92,2024,3
부산광역시,해운대구,202406,89,2024,6
부산광역시,해운대구,202409,81,2024,9
부산광역시,해운대구,202412,84,2024,12
부산광역시,해운대구,202503,84,2025,3
부산광역시,해운대구,202506,82,2025,6
서울특별시,강남구,200906,391,2009,6
서울특별시,강남구,200912,375,2009,12
서울특별시,강남구,201006,433,2010,6
서울특별시,강남구,201012,423,2010,12
서울특별시,강남구,201106,393,2011,6
서울특별시,강남구,201112,348,2011,12
서울특별시,강남구,201206,336,2012,6
서울특별시,강남구,201212,323,2012,12
서울특별시,강남구,201303,608,2013,3
서울특별시,강남구,201306,313,2013,6
서울특별시,강남구,201309,314,2013,9
서울특별시,강남구,201312,288,2013,12
서울특별시,강남구,201403,274,2014,3
서울특별시,강남구,201406,239,2014,6
서울특별시,강남구,201409,227,2014,9
서울특별시,강남구,201412,223,2014,12
서울특별시,강남구,201503,233,2015,3
서울특별시,강남구,201506,230,2015,6
서울특별시,강남구,201509,216,2015,9
서울특별시,강남구,201512,202,2015,12
서울특별시,강남구,201603,199,2016,3
서울특별시,강남구,201606,110,2016,6
서울특별시,강남구,201609,75,2016,9
서울특별시,강남구,201612,71,2016,12
서울특별시,강남구,201703,66,2017,3
서울특별시,강남구,201706,70,2017,6
서울특별시,강남구,201709,74,2017,9
서울특별시,강남구,201712,83,2017,12
서울특별시,강남구,201803,94,2018,3
서울특별시,강남구,201806,127,2018,6
서울특별시,강남구,201809,161,2018,9
서울특별시,강남구,201812,165,2018,12
서울특별시,강남구,201903,178,2019,3
서울특별시,강남구,201906,187,2019,6
서울특별시,강남구,201909,176,2019,9
