sido,sigungu,yyyymm,value,year,month
강원도,강릉시,200906,83,2009,6
강원도,강릉시,200912,94,2009,12
강원도,강릉시,201006,105,2010,6
강원도,강릉시,201012,120,2010,12
강원도,강릉시,201106,127,2011,6
강원도,강릉시,201112,146,2011,12
강원도,강릉시,201206,146,2012,6
강원도,강릉시,201212,142,2012,12
강원도,강릉시,201303,294,2013,3
강원도,강릉시,201306,151,2013,6
강원도,강릉시,201309,147,2013,9
강원도,강릉시,201312,156,2013,12
강원도,강릉시,201403,149,2014,3
강원도,강릉시,201406,167,2014,6
강원도,강릉시,201409,178,2014,9
강원도,강릉시,201412,189,2014,12
강원도,강릉시,201503,183,2015,3
강원도,강릉시,201506,202,2015,6
강원도,강릉시,201509,246,2015,9
강원도,강릉시,201512,258,2015,12
강원도,강릉시,201603,283,2016,3
강원도,강릉시,201606,329,2016,6
강원도,강릉시,201609,350,2016,9
강원도,강릉시,201612,309,2016,12
강원도,강릉시,201703,274,2017,3
강원도,강릉시,201706,253,2017,6
강원도,강릉시,201709,270,2017,9
강원도,강릉시,201712,259,2017,12
강원도,강릉시,201803,245,2018,3
강원도,강릉시,201806,278,2018,6
강원도,강릉시,201809,286,2018,9
강원도,강릉시,201812,295,2018,12
강원도,강릉시,201903,305,2019,3
강원도,강릉시,201906,315,2019,6
강원도,강릉시,201909,333,2019,9
강원도,강릉시,201912,348,2019,12
강원도,강릉시,202003,350,2020,3
강원도,강릉시,202006,346,2020,6
강원도,강릉시,202009,343,2020,9
강원도,강릉시,202012,325,2020,12
강원도,강릉시,202103,309,2021,3
강원도,강릉시,202106,305,2021,6
강원도,강릉시,202109,306,2021,9
강원도,강릉시,202112,309,2021,12
강원도,강릉시,202203,313,2022,3
강원도,강릉시,202206,327,2022,6
강원도,강릉시,202209,372,2022,9
강원도,강릉시,202212,418,2022,12
강원도,강릉시,202303,423,2023,3
강원도,고성군,200906,22,2009,6
강원도,고성군,200912,31,2009,12
강원도,고성군,201006,39,2010,6
강원도,고성군,201012,46,2010,12
강원도,고성군,201106,38,2011,6
강원도,고성군,201112,59,2011,12
강원도,고성군,201206,65,2012,6
강원도,고성군,201212,72,2012,12
강원도,고성군,201303,142,2013,3
강원도,고성군,201306,78,2013,6
강원도,고성군,201309,81,2013,9
강원도,고성군,201312,74,2013,12
강원도,고성군,201403,72,2014,3
강원도,고성군,201406,83,2014,6
강원도,고성군,201409,83,2014,9
강원도,고성군,201412,89,2014,12
강원도,고성군,201503,88,2015,3
강원도,고성군,201506,99,2015,6
강원도,고성군,201509,94,2015,9
강원도,고성군,201512,100,2015,12
강원도,고성군,201603,98,2016,3
강원도,고성군,201606,102,2016,6
강원도,고성군,201609,101,2016,9
강원도,고성군,201612,104,2016,12
강원도,고성군,201703,102,2017,3
강원도,고성군,201706,113,2017,6
강원도,고성군,201709,127,2017,9
강원도,고성군,201712,132,2017,12
강원도,고성군,201803,139,2018,3
강원도,고성군,201806,133,2018,6
강원도,고성군,201809,131,2018,9
강원도,고성군,201812,127,2018,12
강원도,고성군,201903,144,2019,3
강원도,고성군,201906,145,2019,6
강원도,고성군,201909,144,2019,9
강원도,고성군,201912,146,2019,12
강원도,고성군,202003,145,2020,3
강원도,고성군,202006,142,2020,6
강원도,고성군,202009,141,2020,9
강원도,고성군,202012,125,2020,12
강원도,고성군,202103,118,2021,3
강원도,고성군,202106,111,2021,6
강원도,고성군,202109,111,2021,9
강원도,고성군,202112,109,2021,12
강원도,고성군,202203,116,2022,3
강원도,고성군,202206,115,2022,6
강원도,고성군,202209,136,2022,9
강원도,고성군,202212,150,2022,12
강원도,고성군,202303,152,2023,3
강원도,동해시,200906,38,2009,6
강원도,동해시,200912,46,2009,12
강원도,동해시,201006,66,2010,6
강원도,동해시,201012,70,2010,12
강원도,동해시,201106,77,2011,6
강원도,동해시,201112,99,2011,12
강원도,동해시,201206,124,2012,6
강원도,동해시,201212,90,2012,12
강원도,동해시,201303,176,2013,3
강원도,동해시,201306,111,2013,6
강원도,동해시,201309,109,2013,9
강원도,동해시,201312,106,2013,12
강원도,동해시,201403,103,2014,3
강원도,동해시,201406,112,2014,6
강원도,동해시,201409,117,2014,9
강원도,동해시,201412,124,2014,12
강원도,동해시,201503,117,2015,3
강원도,동해시,201506,133,2015,6
강원도,동해시,201509,137,2015,9
강원도,동해시,201512,133,2015,12
강원도,동해시,201603,120,2016,3
강원도,동해시,201606,126,2016,6
강원도,동해시,201609,128,2016,9
강원도,동해시,201612,123,2016,12
강원도,동해시,201703,115,2017,3
강원도,동해시,201706,138,2017,6
강원도,동해시,201709,150,2017,9
강원도,동해시,201712,273,2017,12
강원도,동해시,201803,275,2018,3
강원도,동해시,201806,266,2018,6
강원도,동해시,201809,283,2018,9
강원도,동해시,201812,283,2018,12
강원도,동해시,201903,287,2019,3
강원도,동해시,201906,275,2019,6
강원도,동해시,201909,332,2019,9
강원도,동해시,201912,325,2019,12
강원도,동해시,202003,304,2020,3
강원도,동해시,202006,197,2020,6
강원도,동해시,202009,321,2020,9
강원도,동해시,202012,321,2020,12
강원도,동해시,202103,302,2021,3
강원도,동해시,202106,182,2021,6
강원도,동해시,202109,170,2021,9
강원도,동해시,202112,164,2021,12
강원도,동해시,202203,166,2022,3
강원도,동해시,202206,164,2022,6
강원도,동해시,202209,197,2022,9
강원도,동해시,202212,237,2022,12
강원도,동해시,202303,241,2023,3
강원도,삼척시,200906,64,2009,6
강원도,삼척시,200912,68,2009,12
강원도,삼척시,201006,95,2010,6
강원도,삼척시,201012,141,2010,12
강원도,삼척시,201106,140,2011,6
강원도,삼척시,201112,116,2011,12
강원도,삼척시,201206,335,2012,6
강원도,삼척시,201212,315,2012,12
강원도,삼척시,201303,610,2013,3
강원도,삼척시,201306,335,2013,6
강원도,삼척시,201309,331,2013,9
강원도,삼척시,201312,331,2013,12
강원도,삼척시,201403,138,2014,3
강원도,삼척시,201406,157,2014,6
강원도,삼척시,201409,160,2014,9
강원도,삼척시,201412,159,2014,12
강원도,삼척시,201503,159,2015,3
강원도,삼척시,201506,165,2015,6
강원도,삼척시,201509,176,2015,9
강원도,삼척시,201512,180,2015,12
강원도,삼척시,201603,195,2016,3
강원도,삼척시,201606,250,2016,6
강원도,삼척시,201609,216,2016,9
강원도,삼척시,201612,209,2016,12
강원도,삼척시,201703,197,2017,3
강원도,삼척시,201706,187,2017,6
강원도,삼척시,201709,189,2017,9
강원도,삼척시,201712,192,2017,12
강원도,삼척시,201803,185,2018,3
강원도,삼척시,201806,188,2018,6
강원도,삼척시,201809,191,2018,9
강원도,삼척시,201812,209,2018,12
강원도,삼척시,201903,188,2019,3
강원도,삼척시,201906,190,2019,6
강원도,삼척시,201909,187,2019,9
강원도,삼척시,201912,183,2019,12
강원도,삼척시,202003,173,2020,3
강원도,삼척시,202006,166,2020,6
강원도,삼척시,202009,160,2020,9
강원도,삼척시,202012,148,2020,12
강원도,삼척시,202103,134,2021,3
강원도,삼척시,202106,129,2021,6
강원도,삼척시,202109,122,2021,9
강원도,삼척시,202112,118,2021,12
강원도,삼척시,202203,118,2022,3
강원도,삼척시,202206,121,2022,6
강원도,삼척시,202209,134,2022,9
강원도,삼척시,202212,142,2022,12
강원도,삼척시,202303,140,2023,3
강원도,속초시,200906,39,2009,6
강원도,속초시,200912,40,2009,12
강원도,속초시,201006,83,2010,6
강원도,속초시,201012,89,2010,12
강원도,속초시,201106,99,2011,6
강원도,속초시,201112,83,2011,12
강원도,속초시,201206,99,2012,6
강원도,속초시,201212,87,2012,12
강원도,속초시,201303,172,2013,3
강원도,속초시,201306,90,2013,6
강원도,속초시,201309,97,2013,9
강원도,속초시,201312,99,2013,12
강원도,속초시,201403,91,2014,3
강원도,속초시,201406,89,2014,6
강원도,속초시,201409,90,2014,9
강원도,속초시,201412,75,2014,12
강원도,속초시,201503,85,2015,3
강원도,속초시,201506,100,2015,6
강원도,속초시,201509,96,2015,9
강원도,속초시,201512,96,2015,12
강원도,속초시,201603,92,2016,3
강원도,속초시,201606,114,2016,6
강원도,속초시,201609,126,2016,9
강원도,속초시,201612,129,2016,12
강원도,속초시,201703,130,2017,3
강원도,속초시,201706,133,2017,6
강원도,속초시,201709,158,2017,9
강원도,속초시,201712,187,2017,12
강원도,속초시,201803,197,2018,3
강원도,속초시,201806,191,2018,6
강원도,속초시,201809,182,2018,9
강원도,속초시,201812,197,2018,12
강원도,속초시,201903,207,2019,3
강원도,속초시,201906,212,2019,6
강원도,속초시,201909,195,2019,9
강원도,속초시,201912,205,2019,12
강원도,속초시,202003,195,2020,3
강원도,속초시,202006,186,2020,6
강원도,속초시,202009,185,2020,9
강원도,속초시,202012,170,2020,12
강원도,속초시,202103,161,2021,3
강원도,속초시,202106,158,2021,6
강원도,속초시,202109,154,2021,9
강원도,속초시,202112,156,2021,12
강원도,속초시,202203,158,2022,3
강원도,속초시,202206,163,2022,6
강원도,속초시,202209,180,2022,9
강원도,속초시,202212,204,2022,12
강원도,속초시,202303,217,2023,3
강원도,양구군,200906,40,2009,6
강원도,양구군,200912,23,2009,12
강원도,양구군,201006,28,2010,6
강원도,양구군,201012,27,2010,12
강원도,양구군,201106,62,2011,6
강원도,양구군,201112,34,2011,12
강원도,양구군,201206,38,2012,6
강원도,양구군,201212,35,2012,12
강원도,양구군,201303,70,2013,3
강원도,양구군,201306,57,2013,6
강원도,양구군,201309,69,2013,9
강원도,양구군,201312,50,2013,12
강원도,양구군,201403,41,2014,3
강원도,양구군,201406,70,2014,6
강원도,양구군,201409,78,2014,9
강원도,양구군,201412,69,2014,12
강원도,양구군,201503,59,2015,3
강원도,양구군,201506,101,2015,6
강원도,양구군,201509,88,2015,9
강원도,양구군,201512,54,2015,12
강원도,양구군,201603,49,2016,3
강원도,양구군,201606,84,2016,6
강원도,양구군,201609,95,2016,9
강원도,양구군,201612,72,2016,12
강원도,양구군,201703,65,2017,3
강원도,양구군,201706,85,2017,6
강원도,양구군,201709,115,2017,9
강원도,양구군,201712,87,2017,12
강원도,양구군,201803,80,2018,3
강원도,양구군,201806,95,2018,6
강원도,양구군,201809,96,2018,9
강원도,양구군,201812,87,2018,12
강원도,양구군,201903,81,2019,3
강원도,양구군,201906,105,2019,6
강원도,양구군,201909,100,2019,9
강원도,양구군,201912,85,2019,12
강원도,양구군,202003,80,2020,3
강원도,양구군,202006,84,2020,6
강원도,양구군,202009,78,2020,9
강원도,양구군,202012,71,2020,12
강원도,양구군,202103,68,2021,3
강원도,양구군,202106,71,2021,6
강원도,양구군,202109,65,2021,9
강원도,양구군,202112,62,2021,12
강원도,양구군,202203,56,2022,3
강원도,양구군,202206,57,2022,6
강원도,양구군,202209,67,2022,9
강원도,양구군,202212,79,2022,12
강원도,양구군,202303,75,2023,3
강원도,양양군,200906,45,2009,6
강원도,양양군,200912,66,2009,12
강원도,양양군,201006,119,2010,6
강원도,양양군,201012,155,2010,12
강원도,양양군,201106,137,2011,6
강원도,양양군,201112,124,2011,12
강원도,양양군,201206,123,2012,6
강원도,양양군,201212,76,2012,12
강원도,양양군,201303,148,2013,3
강원도,양양군,201306,88,2013,6
강원도,양양군,201309,96,2013,9
강원도,양양군,201312,96,2013,12
강원도,양양군,201403,76,2014,3
강원도,양양군,201406,98,2014,6
강원도,양양군,201409,99,2014,9
강원도,양양군,201412,89,2014,12
강원도,양양군,201503,75,2015,3
강원도,양양군,201506,83,2015,6
강원도,양양군,201509,82,2015,9
강원도,양양군,201512,82,2015,12
강원도,양양군,201603,77,2016,3
강원도,양양군,201606,95,2016,6
강원도,양양군,201609,98,2016,9
강원도,양양군,201612,106,2016,12
강원도,양양군,201703,95,2017,3
강원도,양양군,201706,92,2017,6
강원도,양양군,201709,109,2017,9
강원도,양양군,201712,108,2017,12
강원도,양양군,201803,101,2018,3
강원도,양양군,201806,100,2018,6
강원도,양양군,201809,105,2018,9
강원도,양양군,201812,108,2018,12
강원도,양양군,201903,103,2019,3
강원도,양양군,201906,97,2019,6
강원도,양양군,201909,97,2019,9
강원도,양양군,201912,100,2019,12
강원도,양양군,202003,98,2020,3
강원도,양양군,202006,97,2020,6
강원도,양양군,202009,94,2020,9
강원도,양양군,202012,93,2020,12
강원도,양양군,202103,87,2021,3
강원도,양양군,202106,82,2021,6
강원도,양양군,202109,79,2021,9
강원도,양양군,202112,81,2021,12
강원도,양양군,202203,80,2022,3
강원도,양양군,202206,82,2022,6
강원도,양양군,202209,97,2022,9
강원도,양양군,202212,105,2022,12
강원도,양양군,202303,122,2023,3
강원도,영월군,200906,31,2009,6
강원도,영월군,200912,38,2009,12
강원도,영월군,201006,29,2010,6
강원도,영월군,201012,35,2010,12
강원도,영월군,201106,34,2011,6
강원도,영월군,201112,34,2011,12
강원도,영월군,201206,40,2012,6
강원도,영월군,201212,50,2012,12
강원도,영월군,201303,102,2013,3
강원도,영월군,201306,40,2013,6
강원도,영월군,201309,36,2013,9
강원도,영월군,201312,38,2013,12
강원도,영월군,201403,40,2014,3
강원도,영월군,201406,33,2014,6
강원도,영월군,201409,35,2014,9
강원도,영월군,201412,39,2014,12
강원도,영월군,201503,34,2015,3
강원도,영월군,201506,33,2015,6
강원도,영월군,201509,35,2015,9
강원도,영월군,201512,33,2015,12
강원도,영월군,201603,34,2016,3
강원도,영월군,201606,33,2016,6
강원도,영월군,201609,40,2016,9
강원도,영월군,201612,37,2016,12
강원도,영월군,201703,34,2017,3
강원도,영월군,201706,34,2017,6
강원도,영월군,201709,40,2017,9
강원도,영월군,201712,44,2017,12
강원도,영월군,201803,46,2018,3
강원도,영월군,201806,42,2018,6
강원도,영월군,201809,41,2018,9
강원도,영월군,201812,42,2018,12
강원도,영월군,201903,40,2019,3
강원도,영월군,201906,43,2019,6
강원도,영월군,201909,40,2019,9
강원도,영월군,201912,40,2019,12
강원도,영월군,202003,39,2020,3
강원도,영월군,202006,35,2020,6
강원도,영월군,202009,36,2020,9
강원도,영월군,202012,35,2020,12
강원도,영월군,202103,34,2021,3
강원도,영월군,202106,32,2021,6
강원도,영월군,202109,35,2021,9
강원도,영월군,202112,34,2021,12
강원도,영월군,202203,34,2022,3
강원도,영월군,202206,37,2022,6
강원도,영월군,202209,44,2022,9
강원도,영월군,202212,40,2022,12
강원도,영월군,202303,43,2023,3
강원도,원주시,200906,413,2009,6
강원도,원주시,200912,416,2009,12
강원도,원주시,201006,514,2010,6
강원도,원주시,201012,562,2010,12
강원도,원주시,201106,616,2011,6
강원도,원주시,201112,622,2011,12
강원도,원주시,201206,608,2012,6
강원도,원주시,201212,592,2012,12
강원도,원주시,201303,1204,2013,3
강원도,원주시,201306,633,2013,6
강원도,원주시,201309,631,2013,9
강원도,원주시,201312,656,2013,12
강원도,원주시,201403,662,2014,3
강원도,원주시,201406,717,2014,6
강원도,원주시,201409,785,2014,9
강원도,원주시,201412,806,2014,12
강원도,원주시,201503,816,2015,3
강원도,원주시,201506,904,2015,6
강원도,원주시,201509,962,2015,9
강원도,원주시,201512,923,2015,12
강원도,원주시,201603,897,2016,3
강원도,원주시,201606,935,2016,6
강원도,원주시,201609,940,2016,9
강원도,원주시,201612,880,2016,12
강원도,원주시,201703,819,2017,3
강원도,원주시,201706,795,2017,6
강원도,원주시,201709,838,2017,9
강원도,원주시,201712,866,2017,12
강원도,원주시,201803,855,2018,3
강원도,원주시,201806,879,2018,6
강원도,원주시,201809,872,2018,9
강원도,원주시,201812,859,2018,12
강원도,원주시,201903,821,2019,3
강원도,원주시,201906,800,2019,6
강원도,원주시,201909,834,2019,9
강원도,원주시,201912,829,2019,12
강원도,원주시,202003,809,2020,3
강원도,원주시,202006,772,2020,6
강원도,원주시,202009,753,2020,9
강원도,원주시,202012,744,2020,12
강원도,원주시,202103,709,2021,3
강원도,원주시,202106,694,2021,6
강원도,원주시,202109,684,2021,9
강원도,원주시,202112,644,2021,12
강원도,원주시,202203,655,2022,3
강원도,원주시,202206,667,2022,6
강원도,원주시,202209,702,2022,9
강원도,원주시,202212,780,2022,12
강원도,원주시,202303,801,2023,3
강원도,인제군,200906,59,2009,6
강원도,인제군,200912,30,2009,12
강원도,인제군,201006,58,2010,6
강원도,인제군,201012,69,2010,12
강원도,인제군,201106,96,2011,6
강원도,인제군,201112,87,2011,12
강원도,인제군,201206,99,2012,6
강원도,인제군,201212,132,2012,12
강원도,인제군,201303,260,2013,3
강원도,인제군,201306,164,2013,6
강원도,인제군,201309,168,2013,9
강원도,인제군,201312,118,2013,12
강원도,인제군,201403,109,2014,3
강원도,인제군,201406,153,2014,6
강원도,인제군,201409,159,2014,9
강원도,인제군,201412,132,2014,12
강원도,인제군,201503,137,2015,3
강원도,인제군,201506,166,2015,6
강원도,인제군,201509,185,2015,9
강원도,인제군,201512,145,2015,12
강원도,인제군,201603,160,2016,3
강원도,인제군,201606,187,2016,6
강원도,인제군,201609,205,2016,9
강원도,인제군,201612,151,2016,12
강원도,인제군,201703,121,2017,3
강원도,인제군,201706,106,2017,6
강원도,인제군,201709,177,2017,9
강원도,인제군,201712,138,2017,12
강원도,인제군,201803,127,2018,3
강원도,인제군,201806,168,2018,6
강원도,인제군,201809,181,2018,9
강원도,인제군,201812,150,2018,12
강원도,인제군,201903,137,2019,3
강원도,인제군,201906,170,2019,6
강원도,인제군,201909,195,2019,9
강원도,인제군,201912,153,2019,12
강원도,인제군,202003,137,2020,3
강원도,인제군,202006,131,2020,6
강원도,인제군,202009,123,2020,9
강원도,인제군,202012,116,2020,12
강원도,인제군,202103,112,2021,3
강원도,인제군,202106,113,2021,6
강원도,인제군,202109,112,2021,9
강원도,인제군,202112,104,2021,12
강원도,인제군,202203,113,2022,3
강원도,인제군,202206,113,2022,6
강원도,인제군,202209,132,2022,9
강원도,인제군,202212,135,2022,12
강원도,인제군,202303,126,2023,3
강원도,정선군,200906,26,2009,6
강원도,정선군,200912,22,2009,12
강원도,정선군,201006,27,2010,6
강원도,정선군,201012,30,2010,12
강원도,정선군,201106,26,2011,6
강원도,정선군,201112,23,2011,12
강원도,정선군,201206,23,2012,6
강원도,정선군,201212,34,2012,12
강원도,정선군,201303,62,2013,3
강원도,정선군,201306,33,2013,6
강원도,정선군,201309,41,2013,9
강원도,정선군,201312,36,2013,12
강원도,정선군,201403,34,2014,3
강원도,정선군,201406,41,2014,6
강원도,정선군,201409,41,2014,9
강원도,정선군,201412,35,2014,12
강원도,정선군,201503,36,2015,3
강원도,정선군,201506,37,2015,6
강원도,정선군,201509,37,2015,9
강원도,정선군,201512,34,2015,12
강원도,정선군,201603,36,2016,3
강원도,정선군,201606,38,2016,6
강원도,정선군,201609,37,2016,9
강원도,정선군,201612,34,2016,12
강원도,정선군,201703,40,2017,3
강원도,정선군,201706,39,2017,6
강원도,정선군,201709,34,2017,9
강원도,정선군,201712,32,2017,12
강원도,정선군,201803,34,2018,3
강원도,정선군,201806,34,2018,6
강원도,정선군,201809,34,2018,9
강원도,정선군,201812,33,2018,12
강원도,정선군,201903,32,2019,3
강원도,정선군,201906,33,2019,6
강원도,정선군,201909,35,2019,9
강원도,정선군,201912,38,2019,12
강원도,정선군,202003,36,2020,3
강원도,정선군,202006,41,2020,6
강원도,정선군,202009,40,2020,9
강원도,정선군,202012,41,2020,12
강원도,정선군,202103,36,2021,3
강원도,정선군,202106,39,2021,6
강원도,정선군,202109,33,2021,9
강원도,정선군,202112,34,2021,12
강원도,정선군,202203,34,2022,3
강원도,정선군,202206,30,2022,6
강원도,정선군,202209,32,2022,9
강원도,정선군,202212,34,2022,12
강원도,정선군,202303,31,2023,3
강원도,철원군,200906,81,2009,6
강원도,철원군,200912,94,2009,12
강원도,철원군,201006,128,2010,6
강원도,철원군,201012,135,2010,12
강원도,철원군,201106,155,2011,6
강원도,철원군,201112,136,2011,12
강원도,철원군,201206,203,2012,6
강원도,철원군,201212,206,2012,12
강원도,철원군,201303,382,2013,3
강원도,철원군,201306,308,2013,6
강원도,철원군,201309,338,2013,9
강원도,철원군,201312,300,2013,12
강원도,철원군,201403,305,2014,3
강원도,철원군,201406,403,2014,6
강원도,철원군,201409,396,2014,9
강원도,철원군,201412,346,2014,12
강원도,철원군,201503,320,2015,3
강원도,철원군,201506,417,2015,6
강원도,철원군,201509,449,2015,9
강원도,철원군,201512,364,2015,12
강원도,철원군,201603,336,2016,3
강원도,철원군,201606,447,2016,6
강원도,철원군,201609,537,2016,9
강원도,철원군,201612,447,2016,12
강원도,철원군,201703,392,2017,3
강원도,철원군,201706,441,2017,6
강원도,철원군,201709,553,2017,9
강원도,철원군,201712,500,2017,12
강원도,철원군,201803,445,2018,3
강원도,철원군,201806,552,2018,6
강원도,철원군,201809,580,2018,9
강원도,철원군,201812,497,2018,12
강원도,철원군,201903,440,2019,3
강원도,철원군,201906,533,2019,6
강원도,철원군,201909,557,2019,9
강원도,철원군,201912,482,2019,12
강원도,철원군,202003,449,2020,3
강원도,철원군,202006,443,2020,6
강원도,철원군,202009,432,2020,9
강원도,철원군,202012,408,2020,12
강원도,철원군,202103,369,2021,3
강원도,철원군,202106,375,2021,6
강원도,철원군,202109,399,2021,9
강원도,철원군,202112,393,2021,12
강원도,철원군,202203,406,2022,3
강원도,철원군,202206,461,2022,6
강원도,철원군,202209,525,2022,9
강원도,철원군,202212,544,2022,12
강원도,철원군,202303,519,2023,3
강원도,춘천시,200906,197,2009,6
강원도,춘천시,200912,211,2009,12
강원도,춘천시,201006,188,2010,6
강원도,춘천시,201012,158,2010,12
강원도,춘천시,201106,158,2011,6
강원도,춘천시,201112,137,2011,12
강원도,춘천시,201206,169,2012,6
강원도,춘천시,201212,183,2012,12
강원도,춘천시,201303,374,2013,3
강원도,춘천시,201306,252,2013,6
강원도,춘천시,201309,281,2013,9
강원도,춘천시,201312,269,2013,12
강원도,춘천시,201403,242,2014,3
강원도,춘천시,201406,278,2014,6
강원도,춘천시,201409,299,2014,9
강원도,춘천시,201412,264,2014,12
강원도,춘천시,201503,234,2015,3
강원도,춘천시,201506,260,2015,6
강원도,춘천시,201509,257,2015,9
강원도,춘천시,201512,217,2015,12
강원도,춘천시,201603,183,2016,3
강원도,춘천시,201606,246,2016,6
강원도,춘천시,201609,273,2016,9
강원도,춘천시,201612,253,2016,12
강원도,춘천시,201703,238,2017,3
강원도,춘천시,201706,271,2017,6
강원도,춘천시,201709,317,2017,9
강원도,춘천시,201712,285,2017,12
강원도,춘천시,201803,245,2018,3
강원도,춘천시,201806,299,2018,6
강원도,춘천시,201809,304,2018,9
강원도,춘천시,201812,302,2018,12
강원도,춘천시,201903,289,2019,3
강원도,춘천시,201906,318,2019,6
강원도,춘천시,201909,307,2019,9
강원도,춘천시,201912,261,2019,12
강원도,춘천시,202003,261,2020,3
강원도,춘천시,202006,272,2020,6
강원도,춘천시,202009,250,2020,9
강원도,춘천시,202012,226,2020,12
강원도,춘천시,202103,206,2021,3
강원도,춘천시,202106,201,2021,6
강원도,춘천시,202109,204,2021,9
강원도,춘천시,202112,203,2021,12
강원도,춘천시,202203,208,2022,3
강원도,춘천시,202206,224,2022,6
강원도,춘천시,202209,256,2022,9
강원도,춘천시,202212,294,2022,12
강원도,춘천시,202303,299,2023,3
강원도,태백시,200906,73,2009,6
강원도,태백시,200912,98,2009,12
강원도,태백시,201006,87,2010,6
강원도,태백시,201012,44,2010,12
강원도,태백시,201106,53,2011,6
강원도,태백시,201112,46,2011,12
강원도,태백시,201206,46,2012,6
강원도,태백시,201212,44,2012,12
강원도,태백시,201303,86,2013,3
강원도,태백시,201306,41,2013,6
강원도,태백시,201309,41,2013,9
강원도,태백시,201312,35,2013,12
강원도,태백시,201403,29,2014,3
강원도,태백시,201406,30,2014,6
강원도,태백시,201409,34,2014,9
강원도,태백시,201412,42,2014,12
강원도,태백시,201503,41,2015,3
강원도,태백시,201506,35,2015,6
강원도,태백시,201509,39,2015,9
강원도,태백시,201512,35,2015,12
강원도,태백시,201603,31,2016,3
강원도,태백시,201606,31,2016,6
강원도,태백시,201609,34,2016,9
강원도,태백시,201612,33,2016,12
강원도,태백시,201703,28,2017,3
강원도,태백시,201706,35,2017,6
강원도,태백시,201709,41,2017,9
강원도,태백시,201712,34,2017,12
강원도,태백시,201803,27,2018,3
강원도,태백시,201806,37,2018,6
강원도,태백시,201809,37,2018,9
강원도,태백시,201812,33,2018,12
강원도,태백시,201903,25,2019,3
강원도,태백시,201906,24,2019,6
강원도,태백시,201909,20,2019,9
강원도,태백시,201912,24,2019,12
강원도,태백시,202003,21,2020,3
강원도,태백시,202006,19,2020,6
강원도,태백시,202009,18,2020,9
강원도,태백시,202012,18,2020,12
강원도,태백시,202103,18,2021,3
강원도,태백시,202106,18,2021,6
강원도,태백시,202109,18,2021,9
강원도,태백시,202112,16,2021,12
강원도,태백시,202203,14,2022,3
강원도,태백시,202206,14,2022,6
강원도,태백시,202209,22,2022,9
강원도,태백시,202212,25,2022,12
강원도,태백시,202303,29,2023,3
강원도,평창군,200906,76,2009,6
강원도,평창군,200912,51,2009,12
강원도,평창군,201006,50,2010,6
강원도,평창군,201012,43,2010,12
강원도,평창군,201106,56,2011,6
강원도,평창군,201112,56,2011,12
강원도,평창군,201206,61,2012,6
강원도,평창군,201212,57,2012,12
강원도,평창군,201303,126,2013,3
강원도,평창군,201306,70,2013,6
강원도,평창군,201309,94,2013,9
강원도,평창군,201312,92,2013,12
강원도,평창군,201403,90,2014,3
강원도,평창군,201406,98,2014,6
강원도,평창군,201409,118,2014,9
강원도,평창군,201412,119,2014,12
강원도,평창군,201503,110,2015,3
강원도,평창군,201506,164,2015,6
강원도,평창군,201509,189,2015,9
강원도,평창군,201512,175,2015,12
강원도,평창군,201603,171,2016,3
강원도,평창군,201606,187,2016,6
강원도,평창군,201609,146,2016,9
강원도,평창군,201612,117,2016,12
강원도,평창군,201703,107,2017,3
강원도,평창군,201706,109,2017,6
강원도,평창군,201709,119,2017,9
강원도,평창군,201712,120,2017,12
강원도,평창군,201803,91,2018,3
강원도,평창군,201806,78,2018,6
강원도,평창군,201809,79,2018,9
강원도,평창군,201812,75,2018,12
강원도,평창군,201903,78,2019,3
강원도,평창군,201906,86,2019,6
강원도,평창군,201909,90,2019,9
강원도,평창군,201912,86,2019,12
강원도,평창군,202003,92,2020,3
강원도,평창군,202006,95,2020,6
강원도,평창군,202009,96,2020,9
강원도,평창군,202012,87,2020,12
강원도,평창군,202103,82,2021,3
강원도,평창군,202106,85,2021,6
강원도,평창군,202109,87,2021,9
강원도,평창군,202112,89,2021,12
강원도,평창군,202203,94,2022,3
강원도,평창군,202206,92,2022,6
강원도,평창군,202209,103,2022,9
강원도,평창군,202212,122,2022,12
강원도,평창군,202303,115,2023,3
강원도,홍천군,200906,161,2009,6
강원도,홍천군,200912,126,2009,12
강원도,홍천군,201006,137,2010,6
강원도,홍천군,201012,162,2010,12
강원도,홍천군,201106,205,2011,6
강원도,홍천군,201112,204,2011,12
강원도,홍천군,201206,245,2012,6
강원도,홍천군,201212,214,2012,12
강원도,홍천군,201303,414,2013,3
강원도,홍천군,201306,323,2013,6
강원도,홍천군,201309,390,2013,9
강원도,홍천군,201312,292,2013,12
강원도,홍천군,201403,278,2014,3
강원도,홍천군,201406,411,2014,6
강원도,홍천군,201409,487,2014,9
강원도,홍천군,201412,385,2014,12
강원도,홍천군,201503,357,2015,3
강원도,홍천군,201506,516,2015,6
강원도,홍천군,201509,530,2015,9
강원도,홍천군,201512,387,2015,12
강원도,홍천군,201603,355,2016,3
강원도,홍천군,201606,510,2016,6
강원도,홍천군,201609,627,2016,9
강원도,홍천군,201612,435,2016,12
강원도,홍천군,201703,377,2017,3
강원도,홍천군,201706,469,2017,6
강원도,홍천군,201709,679,2017,9
강원도,홍천군,201712,483,2017,12
강원도,홍천군,201803,436,2018,3
강원도,홍천군,201806,597,2018,6
강원도,홍천군,201809,595,2018,9
