연도,반기,지역코드,구인인원,채용인원,미충원인원,현원,부족인원,채용계획인원
2010,하반기,22,7431.757696226097,5138.561076503998,0.0,106010.23545667337,6367.203237995487,6418.124131231425
2010,하반기,23,10108.401992688825,7411.567637217481,0.0,177755.47726731378,7189.594432825094,7665.543297858039
2010,하반기,24,3785.275654969773,3296.964610747756,0.0,61790.53821868462,1676.2100830533448,2032.1485082125328
2010,하반기,25,1706.544280450271,1374.4597904503948,0.0,39393.362138410645,1277.4010244763235,1410.935747924517
2010,하반기,26,4959.341386415303,3602.282951352391,0.0,143888.75661760048,2540.9495784939786,2567.3338552539844
2010,하반기,31,61433.58130449049,45629.166376007815,0.0,839963.7751771545,45146.16563245048,49235.5301747065
2010,하반기,32,1906.6591668551616,1383.1318809178563,0.0,31124.120485255826,1805.884267112081,1783.5470710139452
2010,하반기,33,10849.140840888838,7370.820703499541,0.0,128715.32942997149,5495.55470187133,7459.4646229755535
2010,하반기,34,11824.975758776456,9407.96628448001,0.0,196449.94985614985,5846.731203181892,7093.98957345113
2010,하반기,35,4608.3976941715755,3501.1233784510455,0.0,81576.73334451106,2636.046510070634,3394.7326553815697
2010,하반기,36,4345.825481493461,3280.932400186602,0.0,72518.09229804411,2135.55628237549,2216.706886793626
2010,하반기,37,12471.278625709228,9873.801673560061,0.0,237628.8625066412,9116.362444516413,9618.995078436297
2010,하반기,38,23930.977301579493,14938.210429160172,0.0,345381.92588116706,19286.605782259867,20149.204385867586
2010,하반기,39,251.9487720475163,158.99622396875125,0.0,4676.833343990407,159.10457981106856,132.09450430808093
2011,상반기,11,9003.662551813031,6622.308361280469,0.0,146003.18436488128,5731.611724167238,5865.32614862196
2011,상반기,21,8570.59188328371,5767.886185225524,0.0,140246.19875085194,4718.196793698693,4860.024940908717
2011,상반기,22,6872.618419984435,4718.719739616398,0.0,110971.7051775281,5415.426106910989,5374.43717384527
2011,상반기,23,9486.936642309229,6941.84859238797,0.0,178672.00310283774,6337.500401128592,6534.594361667758
2011,상반기,24,2935.9128066159096,2024.5646406654678,0.0,61687.41873660999,1908.9406268211164,1983.5703806290942
2011,상반기,25,1483.5104406574803,1100.4138253861715,0.0,40946.27090998803,1050.0982966741208,1149.6201415107034
2011,상반기,26,4193.982033511666,3260.5960184824003,0.0,145695.3542952638,3022.4385726848227,2842.4051706791406
2011,상반기,31,63695.95474413984,42585.851826246944,0.0,869531.429007445,47955.61527665809,48636.61011323884
2011,상반기,32,1618.7720405839284,1202.5683515213107,0.0,33171.75016184504,1556.0287727299835,1538.548258431704
2011,상반기,33,9625.833711708156,6387.718975925966,0.0,134858.5743535061,5326.326542879853,5819.486655486714
2011,상반기,34,12411.002366164572,8925.48627780061,0.0,219779.2848545718,7699.618037013068,8135.815487779107
2011,상반기,35,4416.037462530971,3114.501708583205,0.0,85037.5244058072,2080.396984882118,2470.479009187521
2011,상반기,36,2877.065966513411,1811.6985543821854,0.0,75198.2405161991,1977.439409816394,1908.7840599994195
2011,상반기,37,13610.25200874517,9681.385238975527,0.0,243733.30577949385,8834.520380363881,9865.331734129353
2011,상반기,38,21539.0714996774,14142.176081257816,0.0,341608.9596116382,13702.139747317397,14329.45354174788
2011,상반기,39,332.8612515257785,246.20324641887674,0.0,4779.7723754256,372.98443819372335,448.38667718740766
2011,하반기,11,8019.467678008447,6532.433888248349,0.0,147087.8201102871,5063.543492221772,5995.175313028883
2011,하반기,21,8737.176604195625,6323.909055892119,0.0,143137.20834278196,4606.937668123139,5281.922389209635
2011,하반기,22,6583.871047010086,4982.753848156746,0.0,113695.21041498179,5074.275796620926,4593.063067079354
2011,하반기,23,9311.497089032593,6269.88341333214,0.0,181845.56679853922,6135.650815149355,6397.552502088168
2011,하반기,24,3711.042236539881,2476.318405986597,0.0,63162.56206497565,2059.5841949071623,2118.094658372434
2011,하반기,25,2446.2893542111706,1561.5504052669564,0.0,41945.333779978726,1361.0832919964316,1896.8579219363735
2011,하반기,26,4500.285009273272,3577.2114907577848,0.0,149092.53769511063,2765.219925158763,2943.2762920034597
2011,하반기,31,55590.39762369983,37542.920008628585,0.0,889178.2706275557,42965.78848091422,39933.33362585544
2011,하반기,32,2181.229844194029,1223.7255579852424,0.0,33792.235587494884,1366.0599541471126,1871.2554698537208
2011,하반기,33,8575.581041192989,5535.801650845307,0.0,138144.09810216044,4677.0035712147765,5343.739715282358
2011,하반기,34,10492.546283914531,7508.639993431899,0.0,226288.6879757196,5882.075041982845,6780.806616228638
2011,하반기,35,3582.2712609960363,2936.1581543384746,0.0,86977.09857803048,2457.5263802788577,2892.8747164662805
2011,하반기,36,3038.8119289899873,2170.954852573748,0.0,77315.73537793645,1772.8710611656677,2036.8931623165536
2011,하반기,37,10759.578145767919,6847.723023585536,0.0,248820.95049200035,8908.251108375607,7160.5569045153115
2011,하반기,38,21488.07218307222,14973.316565522256,0.0,351939.5147023608,16140.71868414821,15101.212109893884
2011,하반기,39,553.7113109386838,320.91625310313003,0.0,4842.432901262262,193.23303703857576,286.31432591706243
2012,상반기,11,6508.253599278328,6007.671152642835,0.0,149662.6041734535,3948.2963381305844,3764.3648542926358
2012,상반기,21,9511.767616606527,7093.959842472155,0.0,147971.11667288007,6072.335177271361,6497.2557219983755
2012,상반기,22,5777.001535364487,4341.925352563205,0.0,114854.13440069371,5832.929816576862,5746.167198210868
2012,상반기,23,8011.496995572608,6576.57260535315,0.0,182086.75257221333,6094.625703315068,6733.02778957826
2012,상반기,24,3533.720267663856,2811.123077409078,0.0,65777.39007523283,2250.483230340232,2317.161642780702
2012,상반기,25,1918.9267871512714,1602.6678604795543,0.0,41561.04593631851,986.1442239995381,966.8919248056532
2012,상반기,26,4278.933596749573,3745.666010916968,0.0,150638.1587850889,3010.1586787150063,2966.4868903417837
2012,상반기,31,54055.38207970815,42190.42620216559,0.0,912602.6434874577,41882.540306485265,42865.01073314201
2012,상반기,32,2082.894241036277,1579.2705095788458,0.0,32924.40410974189,2270.478499175711,2245.33005121886
2012,상반기,33,10619.005365419269,7288.284986077492,0.0,137690.1477344972,5008.6307858840155,5932.048127186617
2012,상반기,34,11049.625070448834,9185.466115717276,0.0,212776.2511182553,7203.819251290287,8024.506422248566
2012,상반기,35,10365.02435943875,9440.780692803886,0.0,89115.59331153259,2535.9995272740484,3318.8267674213525
2012,상반기,36,3763.3661652859932,2699.8070194975667,0.0,80709.4104517729,3171.9415206392987,3175.6781249531145
2012,상반기,37,10073.757681847936,7373.060097873551,0.0,255238.34310128874,9356.852988801462,10734.143246240752
2012,상반기,38,21688.783930564765,15032.086939946541,0.0,359409.86217006337,18794.23416939425,19699.363697305114
2012,상반기,39,402.0351039851045,253.95333315328512,0.0,5240.1497632396895,429.93659453043955,386.6154933802941
2012,하반기,11,7279.097950721981,6020.831798076851,0.0,152202.87395588052,4675.493720445236,4751.0488743643655
2012,하반기,21,7902.46204686732,6003.05667324602,0.0,150351.56119980264,6436.349947282567,6400.839800730333
2012,하반기,22,7082.872314912121,4961.7771830557895,0.0,118284.68464773388,5133.684345122549,5102.7625943687635
2012,하반기,23,9692.767472934725,8065.474130225546,0.0,186300.78979720417,5470.558320774362,5517.980086873068
2012,하반기,24,3637.174909986535,2800.487772575665,0.0,66787.81924737144,1939.0208402606117,2117.9952324191318
2012,하반기,25,1840.5875155677943,1603.0588203943496,0.0,43086.75021038069,1096.1064531081154,1094.4147259527904
2012,하반기,26,6278.835730152494,5373.5163394630135,0.0,152149.57596554386,3144.63834765892,3233.9541760387874
2012,하반기,31,54298.46844296958,40513.46458489146,0.0,929261.6106346652,41164.75968193628,40930.90072827787
2012,하반기,32,2020.8469433986786,1737.9884464132824,0.0,33671.87375186432,996.7924293644801,1121.104038287268
2012,하반기,33,9291.5490058551,6590.121723238615,0.0,139822.253941933,5503.951034308395,6475.756196436916
2012,하반기,34,11500.728124803636,9164.15202192503,0.0,217069.53109201769,5052.939914487042,5189.15416349785
2012,하반기,35,4706.103151680311,4000.2321411528865,0.0,91006.71331677974,2283.8618028400588,2551.724451739515
2012,하반기,36,4561.609175838419,3476.260315086377,0.0,82437.36789616002,2833.103344484021,3031.750538234656
2012,하반기,37,12042.199815346521,7838.213902012709,0.0,258899.87762554394,9438.851790687151,10367.738495126618
2012,하반기,38,19931.241463564325,14015.123954217399,0.0,366733.16855524,16013.469348252116,16547.659219985104
2012,하반기,39,318.8855906890075,234.9412587851038,0.0,5282.142213547757,257.7038395909005,377.11834626454163
2013,상반기,11,7122.129611090481,5456.265648064242,0.0,140044.38907979763,5310.588824342256,4425.224196932597
2013,상반기,21,7188.802705119317,5238.3933238835025,0.0,151594.3715717481,5607.259495436088,5562.21634490445
2013,상반기,22,7776.5447526867765,5888.354894760498,0.0,121582.51598691296,5847.324549329416,5998.120584015815
2013,상반기,23,9970.444099922908,7807.699580587987,0.0,185768.99850757574,5630.500129073179,5493.443055005116
2013,상반기,24,3314.038993223346,2675.1079814569034,0.0,64468.61011226707,2387.4948325503246,2508.3543928604868
2013,상반기,25,2165.132162500669,1683.2983404522754,0.0,43459.51182275292,1426.4521252878415,1551.8304136323927
2013,상반기,26,10229.355344996688,8258.251738851406,0.0,166778.10620112502,4197.045110681184,4138.439492179856
2013,상반기,31,57088.783352552775,42209.289602933495,0.0,930282.088943294,38736.05665013132,38141.54532983346
2013,상반기,32,1926.682472122958,1538.3815189272425,0.0,34960.43931937516,1198.1593067117165,1179.50887047219
2013,상반기,33,9604.43528943957,6994.353715085168,0.0,148544.68785038736,5579.548743047113,6173.071298814564
2013,상반기,34,11233.212449530198,8661.51805517615,0.0,233201.0247666399,7683.4367626277,7556.807442531837
2013,상반기,35,3962.8843173164655,3288.7854547654815,0.0,95852.21947975828,3108.8861437848045,3592.865360841049
2013,상반기,36,3583.8851722048853,2712.5952084486926,0.0,81433.51196568979,2747.8193092046627,2959.0023285018683
2013,상반기,37,14946.418163754488,9952.204642933302,0.0,267174.9452770899,10239.68888925603,10693.01503463605
2013,상반기,38,20094.41115459836,15470.800336383198,0.0,359302.47755549295,14913.3064772563,15821.972523710248
2013,상반기,39,415.2532826056127,270.08093854834556,0.0,5512.897611219449,228.6362498747538,235.1290157198976
2013,하반기,11,6830.509407750851,5824.154613441624,0.0,141394.59160480474,4012.6120776498506,3937.664043864686
2013,하반기,21,7085.786029655225,5921.732195093172,0.0,153486.84095055406,4939.3197151263785,4954.043944516479
2013,하반기,22,6941.334372219899,5117.142525377467,0.0,122962.15403142339,5673.746181249636,5816.095953157393
2013,하반기,23,10683.656596740251,8736.560428877345,0.0,187972.4674930101,4783.453825555062,4849.742400296983
2013,하반기,24,3240.4426732090374,2574.7816364030427,0.0,65231.92650123366,1874.9845736786403,1883.3460501519505
2013,하반기,25,2192.7919634676605,1766.2004080127338,0.0,43776.70117723969,1338.760117996393,1334.7829241063657
2013,하반기,26,8094.614854300964,5987.8806923547045,0.0,169318.78034401152,3968.942933170151,4260.417423386262
2013,하반기,31,53370.66288745053,42254.07702148954,0.0,940866.5152837529,35184.84903329326,34581.46380331961
2013,하반기,32,1618.6551215786285,1227.6980706035256,0.0,34914.896828159624,900.2540329445615,844.9014185720531
2013,하반기,33,9602.148096553441,7325.546024859455,0.0,149542.04229632253,4987.222655063593,5257.87353626664
2013,하반기,34,12629.467050763908,10438.42008665655,0.0,235119.65089392313,7044.951843892002,7293.684856389595
2013,하반기,35,5302.0951797738635,4495.414307726358,0.0,96616.09383668735,2910.599518679083,3017.473462612769
2013,하반기,36,4718.959841043913,3219.6401799430887,0.0,82048.01125996915,2734.0969262168014,2933.09486180494
2013,하반기,37,13494.217066323861,9653.103570665433,0.0,270288.79510504723,7574.533970608707,7926.249333959787
2013,하반기,38,18848.06884001029,13856.596059677002,0.0,364371.816773192,10733.365118333548,10956.096056137974
2013,하반기,39,280.53165795913503,192.4231425173402,0.0,5481.692417495079,171.222614437132,184.03631743069568
2014,상반기,11,7150.053569852417,6260.281818864781,0.0,142045.8601050127,4968.608188191139,4779.175713109962
2014,상반기,21,7864.120655208276,6165.617845062858,0.0,155066.92891006524,4602.522996125672,4716.881838687089
2014,상반기,22,6561.948576037324,4738.1610108367395,0.0,121924.88387020577,5191.460562831082,5215.237057689571
2014,상반기,23,9431.586508996184,7653.54503563275,0.0,187311.5816101608,5746.323082507545,5881.359104149174
2014,상반기,24,2630.9058728376567,2257.9754604782534,0.0,65845.4508792268,1823.0512756282078,2129.5410147219454
2014,상반기,25,1943.1056097340747,1614.0976140635223,0.0,44602.39948826996,1225.672499330198,1233.9208215670371
2014,상반기,26,9941.77127859124,8593.937016650385,0.0,172105.07488172172,4336.8636899010835,4476.416510591076
2014,상반기,31,47083.04160223539,36969.05821010402,0.0,958737.4034546922,30896.908990897176,30774.026159550824
2014,상반기,32,1953.7182246098816,1656.789607135513,0.0,35578.571741624335,1245.1891964230995,1265.7751365993156
2014,상반기,33,8821.98359242043,6971.561909107474,0.0,155777.432125894,4795.235780152479,5150.81029181078
2014,상반기,34,11937.091456340764,9872.064425279683,0.0,235899.9951591998,7170.961241560891,7007.507923512066
2014,상반기,35,4766.964812464413,4092.4011282341457,0.0,96091.95351994874,2585.400987160692,2811.7772241152347
2014,상반기,36,4504.082712624691,3520.480046223911,0.0,84535.28420438632,3116.2200802981383,3406.0721183377414
2014,상반기,37,13499.66793588862,9687.980994195119,0.0,270876.4097546151,8487.005227581087,8511.498239317792
2014,상반기,38,24300.517416231312,16371.400796538506,0.0,367934.4227812647,12452.715681396623,12376.200506773817
2014,상반기,39,256.3035023006666,172.47703311674857,0.0,5590.757979269517,260.73216725860533,260.73216725860533
2014,하반기,11,7866.011836519137,7251.463956585318,0.0,143582.85064185984,4704.893419391886,4201.032528347832
2014,하반기,21,8315.337731478312,6969.270192065757,0.0,158384.43417794586,3828.1454834881492,3930.1112913207785
2014,하반기,22,6603.062240208414,4979.66957140871,0.0,124584.02776699347,4467.449388410121,4563.274999507783
2014,하반기,23,8722.748737257152,7662.817935197903,0.0,191592.34769927055,5406.412370418336,5395.875582786388
2014,하반기,24,2756.390498735144,2453.147016427471,0.0,67298.57287403737,1743.0547378058056,1748.0497276976218
2014,하반기,25,2237.1703100816135,1726.933732532163,0.0,45586.20324893011,1271.0430224642994,1461.2332166512795
2014,하반기,26,8232.315752275936,6672.022686007371,0.0,175549.33859792323,4489.828395902482,4556.631037219054
2014,하반기,31,50831.46139178165,42381.56222280486,0.0,977706.1200823792,29139.370793406182,29542.06249970979
2014,하반기,32,1977.448068982206,1492.3654005549492,0.0,36713.87298420277,1131.1454562662884,1113.5760302328704
2014,하반기,33,8352.254499463643,7129.289878384911,0.0,159157.60143187654,3482.7386332111137,3439.387609162385
2014,하반기,34,10533.827462885243,8822.60361307074,0.0,240653.52473376255,4857.008807123753,5705.09540149408
2014,하반기,35,4915.553193115309,4096.274820236363,0.0,98565.36727079516,2712.0934121163637,3098.4944625384683
2014,하반기,36,4437.415251161534,3461.6160706328046,0.0,86664.93564210548,3077.8171501766606,3111.726956948256
2014,하반기,37,11127.087029191169,9218.744448460888,0.0,275515.54456740094,6043.240919190177,6588.178741390179
2014,하반기,38,21409.63926502498,17078.13172289539,0.0,375747.5773790594,10430.44162746884,10321.888628084223
2014,하반기,39,441.3578690250877,359.1782075719501,0.0,5823.377442478077,307.7116335189708,305.9280047154669
2015,상반기,11,6894.829933292924,6115.566275087972,0.0,142921.42128035057,3715.456487090404,3531.6359758828526
2015,상반기,21,7559.3350753531995,5923.682109892453,0.0,160915.67003611563,3689.7748024636157,3835.6649886932823
2015,상반기,22,5768.73324705518,4644.239845935287,0.0,122248.99900405869,4053.9328231240374,4297.211358171966
2015,상반기,23,8355.393542194197,7525.439945095435,0.0,196137.3974663474,4984.745655084249,4897.5919330126735
2015,상반기,24,2387.373212563411,2044.8088184307235,0.0,65256.49634409415,1263.9082345665572,1245.3982555573177
2015,상반기,25,1762.3627453196277,1542.9498784278423,0.0,46618.178267068775,1180.359642349783,1172.049126364488
2015,상반기,26,10601.268980177363,9181.425178572454,0.0,174612.9506398488,3959.66202818566,4010.2358339106213
2015,상반기,31,43573.31841514976,33486.52278706903,0.0,1000289.719905961,33248.51715257814,34646.06868825038
2015,상반기,32,2234.5880519054635,1898.932514892112,0.0,38318.16319845008,1051.775339886008,1113.562998186504
2015,상반기,33,8174.4200351703585,6534.589624648113,0.0,161615.03853096117,4003.621924003435,4128.721637268722
2015,상반기,34,10359.664419899897,8865.878887313165,0.0,241208.64729366815,4965.8861383100475,5204.032742143121
2015,상반기,35,4137.710223498004,3731.111716663589,0.0,98237.02734695862,2419.581345730914,2674.6439323115164
2015,상반기,36,4491.588581934854,3020.3900884902732,0.0,87391.39361517174,2976.4003281204805,3086.429521439582
2015,상반기,37,10230.64274309476,7666.309116825979,0.0,271409.95233795233,5901.605072560713,7167.892770837312
2015,상반기,38,18317.590899638453,14711.047637273643,0.0,372058.21295284724,13446.544384796856,13761.029852446476
2015,상반기,39,320.0877617938156,267.09528759087897,0.0,6009.472582416945,331.6330757484135,331.6330757484135
2015,하반기,11,8002.088823039867,7603.045995907648,0.0,145401.91197322568,3784.874145189702,3110.862214751874
2015,하반기,21,8088.773440311948,6848.905069453727,0.0,161368.59057720582,3802.611478589491,4057.1823334312185
2015,하반기,22,4892.243501031613,3975.348369487886,0.0,123163.47191125143,3758.5977210520678,3923.613615500652
2015,하반기,23,8910.066190363854,7695.204191022638,0.0,196873.80659392543,5053.736712627762,5148.504158265824
2015,하반기,24,2231.994101856831,1989.810485672484,0.0,65898.58197955327,1176.956198872821,1347.1999255178443
2015,하반기,25,1935.9454516442731,1638.4975347071193,0.0,46671.253228646834,1269.0621501790656,1318.064026134362
2015,하반기,26,7828.520883227263,6855.860165738814,0.0,174731.28581429363,2637.819524935359,2691.234986133656
2015,하반기,31,45891.66693595354,36284.43524466173,0.0,1004413.9372172042,28697.446779541962,29437.83458120361
2015,하반기,32,2037.1990933841378,1613.5906744567649,0.0,38806.68814815914,1477.442397779885,1387.0266302531188
2015,하반기,33,7134.158120201594,5698.965448591002,0.0,163292.32963610263,4169.262146893282,4507.054746880554
2015,하반기,34,10399.59443989442,8281.88841477709,0.0,242791.3143774429,5014.927076065364,5562.361024668038
2015,하반기,35,3836.465535084261,3431.9396125890053,0.0,99014.51724322714,2222.569020000025,2243.7113586053615
2015,하반기,36,4068.929078478658,3396.552087596851,0.0,87303.4374420733,2704.087793319127,2821.026666485474
2015,하반기,37,9240.784678593018,7294.511813074373,0.0,272689.1124645798,4881.285583026189,5477.070848217083
2015,하반기,38,16044.855141660373,12639.397768439037,0.0,371348.8395795246,9300.09744525267,9165.157820524211
2015,하반기,39,187.53527413072965,145.35725409760803,0.0,6156.028741793877,321.389515016413,321.389515016413
2016,상반기,11,8379.853910699907,7469.7561435050075,0.0,137389.25371097264,4770.4888402500765,4603.177098768069
2016,상반기,21,9689.393952968021,7478.676586623832,0.0,155795.046813662,6155.338818396541,6244.415140573111
2016,상반기,22,7432.644384927723,5893.329167497651,0.0,122721.06439993512,4283.354625372894,4246.920896156352
2016,상반기,23,8679.467517938365,7752.037824686335,0.0,200292.41381737846,4727.031146836842,4946.271610626013
2016,상반기,24,2658.24007112553,2103.000829141119,0.0,68290.1813464002,1727.1617063309927,1680.9211309339466
2016,상반기,25,2161.655849934289,1806.2164757167154,0.0,45533.67203299071,1527.3457086166627,1456.57954788019
2016,상반기,26,8299.219568416995,7593.863060229057,0.0,168224.8248942059,1648.409499046892,1647.8767219582132
2016,상반기,29,743.1148491859224,663.8102688561061,0.0,17351.50518925454,458.6547582048537,458.6547582048537
2016,상반기,31,47758.22197517601,37133.863991617574,0.0,1007990.04758642,38161.67133567085,38328.425886720295
2016,상반기,32,2465.938105292199,1960.4989780362623,0.0,39072.84412018123,1261.3890440002504,1210.7395026989639
2016,상반기,33,9660.879091512657,7871.862803785017,0.0,167500.39716237836,4320.425762952415,5397.755954881895
2016,상반기,34,10943.434372487323,8763.502272067606,0.0,249519.85717960066,7249.912331537096,7260.1754636613605
2016,상반기,35,5745.188432823486,4633.625511473602,0.0,94973.66799689435,2306.2854690481204,2294.388644754022
2016,상반기,36,3835.1734239682296,3044.259023164106,0.0,83441.75666625964,2237.507071784915,2374.7230397048847
2016,상반기,37,11621.402482421434,8614.252315465359,0.0,270378.0723926175,6482.576574192461,6931.732368138187
2016,상반기,38,21297.600471465354,16744.069342724182,0.0,366421.29589700286,8224.327655524987,8395.164375639879
2016,상반기,39,252.94374838287615,114.50585415566323,0.0,6401.35130139836,330.4060206544699,340.4900259629457
2016,하반기,11,6245.718193191491,5195.35920436914,0.0,137601.5542251521,4185.119569797331,4212.640890601366
2016,하반기,21,6920.976005412075,5519.260931373585,0.0,156828.69458419157,3643.956240098174,4026.064388130577
2016,하반기,22,5739.2185199939895,4587.994200997469,0.0,123555.93977067267,3443.9307362359045,3498.2061081419024
2016,하반기,23,9411.980494387839,8174.953205920092,0.0,201532.35352783708,5434.651010155861,5492.253443221379
2016,하반기,24,2908.4284389374307,2505.7012240417157,0.0,68568.67110520696,1576.7633018029087,1636.4423259102073
2016,하반기,25,1821.4193662588552,1588.228547674551,0.0,45878.044632775134,885.6894038144484,993.6230735336524
2016,하반기,26,4720.958264566825,4031.8109579192155,0.0,166529.807282695,2040.5361616422242,2393.689861490737
2016,하반기,29,723.442334131976,569.6839428208682,0.0,17588.72209209164,327.1930179463035,327.1930179463035
2016,하반기,31,53519.58032779579,38609.692181287806,0.0,1014820.9112793397,37078.14855149361,36486.605515500145
2016,하반기,32,2551.9801605526786,1942.159496919024,0.0,39732.31837866048,1433.9564807485376,1615.267972950247
2016,하반기,33,9306.609578295067,7408.142038869478,0.0,169012.58390670025,4555.087930719456,5933.296603040125
2016,하반기,34,10909.827653522436,9078.854763009029,0.0,250968.5452115912,6697.651552594562,6699.720257106279
2016,하반기,35,4222.286932188616,3701.3832613801883,0.0,96020.32144808614,2970.1958621762237,3026.4804979656037
2016,하반기,36,3382.691559470632,2961.5334983629464,0.0,83639.1804735942,1749.5944875914488,1922.142428888793
2016,하반기,37,10570.562455563362,8339.858248810542,0.0,271033.44602927414,6513.930790485265,7300.806244697522
2016,하반기,38,17810.688950474792,14726.355508660048,0.0,364353.64302203746,9264.63671269055,9549.513584065937
