time,region,export_cnt,export_val,import_cnt,import_val,trade_balance,year,month,file_year
2008-01-01,강원특별자치도 강릉시,112,6933,193,15935,-9002,2008,1,2008
2008-01-01,서울특별시 종로구,2946,51227,7607,361716,-310489,2008,1,2008
2008-01-01,서울특별시 중구,15779,380111,19605,619854,-239743,2008,1,2008
2008-01-01,서울특별시 중랑구,588,17271,1174,26025,-8753,2008,1,2008
2008-01-01,세종특별자치시,723,24972,598,23898,1074,2008,1,2008
2008-01-01,울산광역시 남구,8076,1791364,2374,3216333,-1424969,2008,1,2008
2008-01-01,울산광역시 동구,1531,619201,3647,323761,295440,2008,1,2008
2008-01-01,울산광역시 북구,4524,1447960,1893,128890,1319071,2008,1,2008
2008-01-01,울산광역시 울주군,3095,1381375,1949,2429379,-1048004,2008,1,2008
2008-01-01,울산광역시 중구,70,4397,203,7447,-3050,2008,1,2008
2008-01-01,인천광역시 강화군,44,601,42,876,-276,2008,1,2008
2008-01-01,인천광역시 계양구,3114,79519,1853,56239,23280,2008,1,2008
2008-01-01,서울특별시 은평구,329,5829,1070,17987,-12157,2008,1,2008
2008-01-01,인천광역시 남동구,8603,222482,5526,1068843,-846361,2008,1,2008
2008-01-01,인천광역시 미추홀구,1561,51544,1741,86060,-34516,2008,1,2008
2008-01-01,인천광역시 부평구,4494,720506,4483,208461,512045,2008,1,2008
2008-01-01,인천광역시 서구,4652,220278,4475,762961,-542684,2008,1,2008
2008-01-01,인천광역시 연수구,350,15202,639,38299,-23098,2008,1,2008
2008-01-01,인천광역시 옹진군,0,0,14,17671,-17671,2008,1,2008
2008-01-01,인천광역시 중구,3542,86452,3816,247245,-160793,2008,1,2008
2008-01-01,전라남도 강진군,6,176,10,1430,-1255,2008,1,2008
2008-01-01,전라남도 고흥군,64,1931,17,283,1648,2008,1,2008
2008-01-01,전라남도 곡성군,19,370,60,2857,-2487,2008,1,2008
2008-01-01,전라남도 광양시,1329,273415,531,478652,-205237,2008,1,2008
2008-01-01,전라남도 구례군,0,0,3,1,-1,2008,1,2008
2008-01-01,인천광역시 동구,1976,288389,2637,179714,108675,2008,1,2008
2008-01-01,서울특별시 용산구,2324,34172,9163,513779,-479607,2008,1,2008
2008-01-01,서울특별시 영등포구,15838,874931,32224,1349513,-474582,2008,1,2008
2008-01-01,서울특별시 양천구,1197,22440,2734,60411,-37972,2008,1,2008
2008-01-01,부산광역시 사하구,3649,88182,2864,198708,-110525,2008,1,2008
2008-01-01,부산광역시 서구,792,35337,1915,81553,-46216,2008,1,2008
2008-01-01,부산광역시 수영구,473,16473,616,17677,-1203,2008,1,2008
2008-01-01,부산광역시 연제구,351,7043,482,18264,-11220,2008,1,2008
2008-01-01,부산광역시 영도구,1700,139909,846,38320,101590,2008,1,2008
2008-01-01,부산광역시 중구,1194,24456,1476,44628,-20172,2008,1,2008
2008-01-01,부산광역시 해운대구,1166,20914,1213,17425,3488,2008,1,2008
2008-01-01,서울특별시 강남구,14205,567496,50879,2288704,-1721208,2008,1,2008
2008-01-01,서울특별시 강동구,1817,34991,3305,53997,-19006,2008,1,2008
2008-01-01,서울특별시 강북구,374,7052,770,11264,-4212,2008,1,2008
2008-01-01,서울특별시 강서구,2884,68257,5614,139577,-71320,2008,1,2008
2008-01-01,서울특별시 관악구,696,16093,2614,22421,-6328,2008,1,2008
2008-01-01,서울특별시 광진구,1801,31790,2700,65973,-34183,2008,1,2008
2008-01-01,서울특별시 구로구,4077,86751,12307,219610,-132859,2008,1,2008
2008-01-01,서울특별시 금천구,7316,152458,12039,284975,-132517,2008,1,2008
2008-01-01,서울특별시 노원구,678,11698,1499,20295,-8598,2008,1,2008
2008-01-01,서울특별시 도봉구,523,9880,1023,12549,-2669,2008,1,2008
2008-01-01,서울특별시 동대문구,2591,43286,3639,54969,-11684,2008,1,2008
2008-01-01,서울특별시 동작구,595,14064,2852,87080,-73016,2008,1,2008
2008-01-01,서울특별시 마포구,2836,59979,6809,215053,-155074,2008,1,2008
2008-01-01,서울특별시 서대문구,580,17082,1346,40208,-23126,2008,1,2008
2008-01-01,서울특별시 서초구,4966,136635,19966,546002,-409367,2008,1,2008
2008-01-01,서울특별시 성동구,5255,147554,6331,169407,-21853,2008,1,2008
2008-01-01,서울특별시 성북구,568,6902,1670,35367,-28465,2008,1,2008
2008-01-01,서울특별시 송파구,3668,108387,9449,189276,-80888,2008,1,2008
2008-01-01,전라남도 나주시,567,14836,122,10413,4424,2008,1,2008
2008-01-01,전라남도 목포시,52,1141,201,21820,-20679,2008,1,2008
2008-01-01,전라남도 무안군,12,278,29,862,-584,2008,1,2008
2008-01-01,전라남도 보성군,7,267,17,2304,-2037,2008,1,2008
2008-01-01,충청남도 공주시,233,7158,336,12412,-5254,2008,1,2008
2008-01-01,충청남도 금산군,138,6076,189,8139,-2063,2008,1,2008
2008-01-01,충청남도 논산시,220,7452,235,9081,-1629,2008,1,2008
2008-01-01,충청남도 당진시,998,136335,727,254017,-117682,2008,1,2008
2008-01-01,충청남도 보령시,82,1621,155,59499,-57879,2008,1,2008
2008-01-01,충청남도 부여군,43,3109,84,3829,-720,2008,1,2008
2008-01-01,충청남도 서산시,1116,503755,683,1408104,-904348,2008,1,2008
2008-01-01,충청남도 서천군,414,26002,207,38413,-12410,2008,1,2008
2008-01-01,충청남도 아산시,11947,2179067,2239,119047,2060020,2008,1,2008
2008-01-01,충청남도 예산군,200,14478,244,16073,-1595,2008,1,2008
2008-01-01,충청남도 천안시,7482,645260,5596,269399,375861,2008,1,2008
2008-01-01,충청남도 청양군,151,5876,106,1583,4293,2008,1,2008
2008-01-01,충청남도 태안군,13,640,58,77812,-77172,2008,1,2008
2008-01-01,충청남도 홍성군,116,3324,98,10902,-7578,2008,1,2008
2008-01-01,충청북도 괴산군,301,8532,282,9213,-681,2008,1,2008
2008-01-01,충청북도 단양군,14,218,29,1103,-885,2008,1,2008
2008-01-01,충청북도 보은군,77,2912,87,5942,-3030,2008,1,2008
2008-01-01,충청북도 영동군,32,783,121,4630,-3847,2008,1,2008
2008-01-01,충청북도 옥천군,194,10709,154,6972,3737,2008,1,2008
2008-01-01,충청북도 음성군,1488,66677,1581,113142,-46466,2008,1,2008
2008-01-01,충청북도 제천시,73,17035,117,9018,8017,2008,1,2008
2008-01-01,충청북도 증평군,6,100,20,472,-373,2008,1,2008
2008-01-01,충청북도 진천군,1927,64428,1899,74853,-10425,2008,1,2008
2008-01-01,충청북도 청주시,7825,515245,6379,392163,123081,2008,1,2008
2008-01-01,충청북도 충주시,865,30526,774,26633,3893,2008,1,2008
2008-01-01,충청남도 계룡시,0,0,11,2,-2,2008,1,2008
2008-01-01,부산광역시 사상구,3839,86822,3394,208639,-121817,2008,1,2008
2008-01-01,제주특별자치도 제주시,144,4338,445,15493,-11155,2008,1,2008
2008-01-01,전북특별자치도 진안군,35,1122,34,1196,-74,2008,1,2008
2008-01-01,전라남도 순천시,512,50664,689,87569,-36904,2008,1,2008
2008-01-01,전라남도 신안군,0,0,5,169,-169,2008,1,2008
2008-01-01,전라남도 여수시,7543,1384707,1159,2916220,-1531512,2008,1,2008
2008-01-01,전라남도 영광군,4,74,19,3145,-3071,2008,1,2008
2008-01-01,전라남도 영암군,143,12110,403,73263,-61153,2008,1,2008
2008-01-01,전라남도 완도군,43,1894,8,328,1565,2008,1,2008
2008-01-01,전라남도 장성군,59,1373,75,2221,-848,2008,1,2008
2008-01-01,전라남도 장흥군,11,282,6,1138,-857,2008,1,2008
2008-01-01,전라남도 진도군,1,9,8,31,-22,2008,1,2008
2008-01-01,전라남도 함평군,9,85,28,1917,-1832,2008,1,2008
2008-01-01,전라남도 해남군,7,644,38,6791,-6147,2008,1,2008
2008-01-01,전라남도 화순군,27,508,120,2640,-2131,2008,1,2008
2008-01-01,전북특별자치도 고창군,15,1194,33,15361,-14167,2008,1,2008
2008-01-01,전북특별자치도 군산시,995,323515,1033,105945,217570,2008,1,2008
2008-01-01,전북특별자치도 김제시,154,11126,225,25679,-14553,2008,1,2008
2008-01-01,전북특별자치도 남원시,70,1333,663,2549,-1215,2008,1,2008
2008-01-01,전북특별자치도 무주군,0,0,15,24,-24,2008,1,2008
2008-01-01,전북특별자치도 부안군,63,1181,21,1343,-162,2008,1,2008
2008-01-01,전북특별자치도 순창군,5,36,40,987,-951,2008,1,2008
2008-01-01,전북특별자치도 완주군,949,121188,490,16372,104815,2008,1,2008
2008-01-01,전북특별자치도 익산시,1633,58258,1364,60938,-2680,2008,1,2008
2008-01-01,전북특별자치도 임실군,31,603,27,1083,-480,2008,1,2008
2008-01-01,전북특별자치도 장수군,48,3744,12,1362,2383,2008,1,2008
2008-01-01,전북특별자치도 전주시,860,73135,818,47485,25650,2008,1,2008
2008-01-01,전북특별자치도 정읍시,199,5406,271,14536,-9130,2008,1,2008
2008-01-01,제주특별자치도 서귀포시,153,3054,54,360,2694,2008,1,2008
2008-01-01,부산광역시 북구,96,1463,299,26956,-25494,2008,1,2008
2008-01-01,전라남도 담양군,116,2033,102,1751,281,2008,1,2008
2008-01-01,부산광역시 동래구,224,4376,470,8622,-4246,2008,1,2008
2008-01-01,경기도 수원시,12997,562870,22340,2023300,-1460430,2008,1,2008
2008-01-01,경기도 시흥시,5646,180806,6016,260567,-79762,2008,1,2008
2008-01-01,경기도 안산시,10937,337435,9785,444435,-106999,2008,1,2008
2008-01-01,경기도 안성시,1640,63945,2156,89128,-25183,2008,1,2008
2008-01-01,경기도 안양시,1325,32577,2155,62980,-30402,2008,1,2008
2008-01-01,경기도 양주시,1355,43185,1101,34459,8726,2008,1,2008
2008-01-01,경기도 양평군,37,442,95,909,-467,2008,1,2008
2008-01-01,경기도 여주군,321,7403,381,13382,-5978,2008,1,2008
2008-01-01,경기도 연천군,65,2635,103,4525,-1890,2008,1,2008
2008-01-01,경기도 오산시,1633,33175,805,33211,-36,2008,1,2008
2008-01-01,경기도 용인시,5284,568141,6531,213007,355135,2008,1,2008
2008-01-01,경기도 의왕시,878,40249,1283,25305,14943,2008,1,2008
2008-01-01,경기도 의정부시,1770,21187,731,6228,14959,2008,1,2008
2008-01-01,경기도 이천시,7306,637519,4753,786000,-148481,2008,1,2008
2008-01-01,경기도 파주시,4984,490143,3575,180471,309672,2008,1,2008
2008-01-01,경기도 평택시,9676,855979,7503,1147418,-291440,2008,1,2008
2008-01-01,경기도 포천군,1181,24182,1237,22314,1868,2008,1,2008
2008-01-01,경기도 하남시,840,10995,1392,27063,-16067,2008,1,2008
2008-01-01,경기도 화성시,9344,723011,9702,369756,353255,2008,1,2008
2008-01-01,경상남도 거제시,344,1144261,2288,501685,642576,2008,1,2008
2008-01-01,경상남도 거창군,62,1629,40,3373,-1744,2008,1,2008
2008-01-01,경상남도 고성군,34,3049,49,47213,-44164,2008,1,2008
2008-01-01,경상남도 김해시,5471,187651,4386,175059,12592,2008,1,2008
2008-01-01,경상남도 남해군,8,119,15,17,102,2008,1,2008
2008-01-01,경상남도 밀양시,212,10600,188,9917,683,2008,1,2008
2008-01-01,경기도 성남시,5968,158258,14973,336478,-178221,2008,1,2008
2008-01-01,경상남도 사천시,1184,94277,1426,63511,30766,2008,1,2008
2008-01-01,경기도 부천시,7998,156422,6245,130117,26305,2008,1,2008
2008-01-01,경기도 남양주시,665,11817,1977,34487,-22670,2008,1,2008
2008-01-01,부산광역시 부산진구,404,15979,1418,27250,-11272,2008,1,2008
2008-01-01,강원특별자치도 동해시,78,12246,188,24817,-12571,2008,1,2008
2008-01-01,강원특별자치도 삼척시,8,3393,14,37,3355,2008,1,2008
2008-01-01,강원특별자치도 속초시,169,4355,35,596,3758,2008,1,2008
2008-01-01,강원특별자치도 양구군,0,0,2,0,0,2008,1,2008
2008-01-01,강원특별자치도 양양군,33,1063,11,52,1011,2008,1,2008
2008-01-01,강원특별자치도 영월군,1,0,20,6107,-6106,2008,1,2008
2008-01-01,강원특별자치도 원주시,883,34460,930,30920,3540,2008,1,2008
2008-01-01,강원특별자치도 인제군,1,0,6,1,-1,2008,1,2008
2008-01-01,강원특별자치도 정선군,5,42,18,918,-875,2008,1,2008
2008-01-01,강원특별자치도 철원군,18,360,15,424,-65,2008,1,2008
2008-01-01,강원특별자치도 춘천시,108,1601,249,3404,-1803,2008,1,2008
2008-01-01,강원특별자치도 태백시,1,16,28,4420,-4405,2008,1,2008
2008-01-01,강원특별자치도 평창군,49,847,57,1053,-205,2008,1,2008
2008-01-01,강원특별자치도 홍천군,306,8416,217,4810,3607,2008,1,2008
2008-01-01,강원특별자치도 화천군,10,141,3,2,139,2008,1,2008
2008-01-01,강원특별자치도 횡성군,69,2044,122,9061,-7017,2008,1,2008
2008-01-01,경기도 가평군,11,129,39,428,-298,2008,1,2008
2008-01-01,경기도 고양시,2569,46239,5955,84200,-37962,2008,1,2008
2008-01-01,경기도 과천시,379,13010,566,40563,-27553,2008,1,2008
2008-01-01,경기도 광명시,575,217041,1293,25601,191439,2008,1,2008
2008-01-01,경기도 광주시,1961,39312,3551,81189,-41876,2008,1,2008
2008-01-01,경기도 구리시,237,4320,674,10702,-6381,2008,1,2008
2008-01-01,경기도 군포시,2642,63281,2997,87182,-23901,2008,1,2008
2008-01-01,경기도 김포시,2840,118998,2897,103985,15013,2008,1,2008
2008-01-01,경기도 동두천시,255,6184,232,6521,-337,2008,1,2008
2008-01-01,경상남도 산청군,41,592,25,375,217,2008,1,2008
2008-01-01,강원특별자치도 고성군,18,443,15,105,338,2008,1,2008
2008-01-01,부산광역시 동구,1952,18941,816,34301,-15361,2008,1,2008
2008-01-01,경상북도 청송군,2,13,8,144,-132,2008,1,2008
2008-01-01,경상북도 칠곡군,1139,41087,657,13857,27230,2008,1,2008
2008-01-01,경상북도 포항시,3814,633976,1875,852769,-218793,2008,1,2008
2008-01-01,광주광역시 광산구,7867,380058,4044,157033,223025,2008,1,2008
2008-01-01,광주광역시 남구,6,111,132,2044,-1933,2008,1,2008
2008-01-01,광주광역시 동구,10,98,146,2383,-2285,2008,1,2008
2008-01-01,광주광역시 북구,2573,212729,2721,314301,-101572,2008,1,2008
2008-01-01,광주광역시 서구,179,221466,450,12644,208822,2008,1,2008
2008-01-01,대구광역시 남구,50,667,250,3347,-2680,2008,1,2008
2008-01-01,대구광역시 달서구,4863,172144,2618,102820,69324,2008,1,2008
2008-01-01,경상남도 양산시,4073,165381,2433,129900,35481,2008,1,2008
2008-01-01,대구광역시 동구,283,6265,504,12006,-5741,2008,1,2008
2008-01-01,대구광역시 북구,1621,34575,1591,31197,3378,2008,1,2008
2008-01-01,대구광역시 서구,2795,49176,615,15686,33490,2008,1,2008
2008-01-01,대구광역시 수성구,107,3142,532,8002,-4860,2008,1,2008
2008-01-01,대구광역시 중구,117,2553,664,12094,-9541,2008,1,2008
2008-01-01,대전광역시 대덕구,3428,174568,2925,164114,10453,2008,1,2008
2008-01-01,대전광역시 동구,179,6229,329,3630,2599,2008,1,2008
2008-01-01,대전광역시 서구,181,3374,934,21124,-17751,2008,1,2008
2008-01-01,대전광역시 유성구,2243,51739,1881,48943,2795,2008,1,2008
2008-01-01,대전광역시 중구,556,7407,416,10804,-3396,2008,1,2008
2008-01-01,부산광역시 강서구,5404,239891,4083,312138,-72247,2008,1,2008
2008-01-01,부산광역시 금정구,922,17669,1006,25001,-7331,2008,1,2008
2008-01-01,부산광역시 기장군,855,41718,1262,82676,-40959,2008,1,2008
2008-01-01,부산광역시 남구,807,84503,952,61985,22517,2008,1,2008
2008-01-01,경상북도 청도군,107,2708,52,2405,303,2008,1,2008
2008-01-01,경상북도 의성군,153,2549,38,794,1754,2008,1,2008
2008-01-01,대구광역시 달성군,2113,94073,1761,71977,22096,2008,1,2008
2008-01-01,경상북도 울릉군,371,11941,1982,88805,-76864,2008,1,2008
2008-01-01,경상북도 울진군,64,2076,239,12435,-10358,2008,1,2008
2008-01-01,경상남도 의령군,108,5096,44,1425,3671,2008,1,2008
2008-01-01,경상남도 진주시,1061,46152,601,35740,10412,2008,1,2008
2008-01-01,경상남도 창녕군,217,10966,159,2517,8449,2008,1,2008
2008-01-01,경상남도 창원시,15843,1703254,15293,872338,830917,2008,1,2008
2008-01-01,경상남도 통영시,424,215658,624,405533,-189875,2008,1,2008
2008-01-01,경상남도 하동군,1,8,17,45366,-45357,2008,1,2008
2008-01-01,경상남도 함양군,86,3562,14,367,3195,2008,1,2008
2008-01-01,경상남도 합천군,36,163,26,772,-610,2008,1,2008
2008-01-01,경상북도 경산시,1899,56387,1074,47160,9227,2008,1,2008
2008-01-01,경상북도 경주시,1294,94481,941,29440,65040,2008,1,2008
2008-01-01,경상북도 고령군,206,5788,172,3737,2052,2008,1,2008
2008-01-01,경상남도 함안군,627,32605,508,29674,2931,2008,1,2008
2008-01-01,경상북도 군위군,108,6013,44,1153,4859,2008,1,2008
2008-01-01,경상북도 구미시,35329,3217382,6753,480426,2736955,2008,1,2008
2008-01-01,경상북도 영천시,505,28868,238,8271,20597,2008,1,2008
2008-01-01,경상북도 영주시,248,30316,218,48291,-17976,2008,1,2008
2008-01-01,경상북도 영양군,0,0,2,50,-50,2008,1,2008
2008-01-01,경상북도 영덕군,33,1600,9,406,1194,2008,1,2008
2008-01-01,경상북도 안동시,31,500,77,9082,-8582,2008,1,2008
2008-01-01,경상북도 예천군,24,560,11,398,162,2008,1,2008
2008-01-01,경상북도 상주시,55,1396,110,3482,-2086,2008,1,2008
2008-01-01,경상북도 봉화군,118,32348,33,46751,-14403,2008,1,2008
2008-01-01,경상북도 문경시,66,3325,50,1659,1666,2008,1,2008
2008-01-01,경상북도 김천시,1341,63863,594,25060,38803,2008,1,2008
2008-01-01,경상북도 성주군,153,5638,125,2648,2990,2008,1,2008
2008-02-01,울산광역시 중구,60,6248,166,4224,2024,2008,2,2008
2008-02-01,울산광역시 울주군,2965,1379682,1589,2297114,-917432,2008,2,2008
2008-02-01,울산광역시 북구,4252,1330412,1862,129593,1200819,2008,2,2008
2008-02-01,울산광역시 동구,1542,1044302,3190,326079,718224,2008,2,2008
2008-02-01,울산광역시 남구,7909,1787651,2176,2494062,-706411,2008,2,2008
2008-02-01,서울특별시 중구,14026,582807,17009,664011,-81203,2008,2,2008
2008-02-01,서울특별시 중랑구,475,14384,842,9718,4666,2008,2,2008
2008-02-01,서울특별시 종로구,2573,49452,6295,228682,-179229,2008,2,2008
2008-02-01,서울특별시 은평구,252,3309,852,11637,-8328,2008,2,2008
2008-02-01,서울특별시 용산구,2074,35167,7878,295865,-260698,2008,2,2008
2008-02-01,세종특별자치시,562,18653,483,17711,942,2008,2,2008
2008-02-01,인천광역시 강화군,27,548,36,668,-120,2008,2,2008
2008-02-01,전라남도 광양시,1248,254112,412,300478,-46366,2008,2,2008
2008-02-01,인천광역시 남동구,7235,188813,4683,975575,-786762,2008,2,2008
2008-02-01,인천광역시 동구,1819,275124,2438,183335,91789,2008,2,2008
2008-02-01,인천광역시 미추홀구,1386,47000,1380,89063,-42063,2008,2,2008
2008-02-01,인천광역시 부평구,4141,500906,3932,167747,333159,2008,2,2008
2008-02-01,인천광역시 서구,4089,226884,3617,552084,-325200,2008,2,2008
2008-02-01,인천광역시 연수구,337,16731,504,14496,2236,2008,2,2008
2008-02-01,인천광역시 옹진군,0,0,9,34821,-34821,2008,2,2008
2008-02-01,인천광역시 중구,2974,77911,2891,213617,-135706,2008,2,2008
2008-02-01,전라남도 강진군,1,11,10,1005,-994,2008,2,2008
2008-02-01,전라남도 고흥군,51,1250,9,178,1071,2008,2,2008
2008-02-01,전라남도 곡성군,13,218,24,1126,-908,2008,2,2008
2008-02-01,인천광역시 계양구,2737,75853,1590,43350,32503,2008,2,2008
2008-02-01,서울특별시 영등포구,16574,819382,28498,1085177,-265795,2008,2,2008
2008-02-01,부산광역시 북구,72,1155,265,10738,-9583,2008,2,2008
2008-02-01,서울특별시 송파구,3250,89652,8245,148741,-59089,2008,2,2008
2008-02-01,전라남도 구례군,0,0,6,188,-188,2008,2,2008
2008-02-01,부산광역시 사상구,3644,86927,2828,192680,-105753,2008,2,2008
2008-02-01,부산광역시 사하구,3421,86277,2231,134165,-47888,2008,2,2008
2008-02-01,부산광역시 서구,698,25974,1426,53856,-27883,2008,2,2008
2008-02-01,부산광역시 수영구,440,14625,530,14269,356,2008,2,2008
2008-02-01,부산광역시 연제구,353,6812,368,15315,-8503,2008,2,2008
2008-02-01,부산광역시 영도구,1683,255448,720,34944,220504,2008,2,2008
2008-02-01,부산광역시 중구,1115,21138,1296,29731,-8593,2008,2,2008
2008-02-01,부산광역시 해운대구,1015,20308,1110,17881,2427,2008,2,2008
2008-02-01,서울특별시 강남구,12131,526655,46211,2219122,-1692467,2008,2,2008
2008-02-01,서울특별시 강동구,1505,26946,2444,39381,-12435,2008,2,2008
2008-02-01,서울특별시 강북구,334,6249,647,8657,-2408,2008,2,2008
2008-02-01,서울특별시 양천구,963,19106,2289,45578,-26472,2008,2,2008
2008-02-01,서울특별시 강서구,2422,56210,4928,134391,-78181,2008,2,2008
2008-02-01,서울특별시 광진구,1568,25854,2022,54086,-28232,2008,2,2008
2008-02-01,서울특별시 구로구,3607,74999,10409,187705,-112706,2008,2,2008
2008-02-01,서울특별시 금천구,6547,138789,10194,252710,-113921,2008,2,2008
2008-02-01,서울특별시 노원구,645,11614,1313,17178,-5564,2008,2,2008
2008-02-01,서울특별시 도봉구,380,7708,948,8370,-662,2008,2,2008
2008-02-01,서울특별시 동대문구,2361,38766,2564,38403,363,2008,2,2008
2008-02-01,서울특별시 동작구,560,17276,2466,80078,-62803,2008,2,2008
2008-02-01,서울특별시 마포구,2594,66126,5917,211873,-145747,2008,2,2008
2008-02-01,서울특별시 서대문구,525,19067,1398,32153,-13086,2008,2,2008
2008-02-01,서울특별시 서초구,4409,123822,17388,489165,-365344,2008,2,2008
2008-02-01,서울특별시 성동구,4755,139112,5151,144037,-4925,2008,2,2008
2008-02-01,서울특별시 성북구,513,9304,1487,32366,-23062,2008,2,2008
2008-02-01,서울특별시 관악구,608,10827,1681,18527,-7700,2008,2,2008
2008-02-01,전라남도 나주시,466,12627,85,14605,-1978,2008,2,2008
2008-02-01,전북특별자치도 진안군,36,1000,29,956,44,2008,2,2008
2008-02-01,전라남도 무안군,12,1039,19,360,679,2008,2,2008
2008-02-01,충청남도 공주시,196,6759,326,10359,-3599,2008,2,2008
2008-02-01,충청남도 금산군,119,4960,192,9679,-4719,2008,2,2008
2008-02-01,충청남도 논산시,189,5961,205,24784,-18823,2008,2,2008
2008-02-01,충청남도 당진시,907,146662,739,364216,-217555,2008,2,2008
2008-02-01,충청남도 보령시,72,1530,118,49784,-48254,2008,2,2008
2008-02-01,충청남도 부여군,49,3208,56,4318,-1110,2008,2,2008
2008-02-01,충청남도 서산시,1025,577313,539,1415357,-838043,2008,2,2008
2008-02-01,충청남도 서천군,412,24520,165,35690,-11170,2008,2,2008
2008-02-01,충청남도 아산시,11144,2124090,1964,102055,2022036,2008,2,2008
2008-02-01,충청남도 예산군,207,14949,231,16161,-1212,2008,2,2008
2008-02-01,충청남도 천안시,6446,569421,4886,216077,353343,2008,2,2008
2008-02-01,충청남도 청양군,151,5822,55,857,4965,2008,2,2008
2008-02-01,충청남도 태안군,15,421,44,61508,-61087,2008,2,2008
2008-02-01,충청남도 홍성군,93,3504,86,7881,-4377,2008,2,2008
2008-02-01,충청북도 괴산군,261,7280,227,6905,375,2008,2,2008
2008-02-01,충청북도 단양군,17,400,13,691,-290,2008,2,2008
2008-02-01,충청북도 보은군,69,2758,101,3672,-914,2008,2,2008
2008-02-01,충청북도 영동군,33,763,94,3277,-2514,2008,2,2008
2008-02-01,충청북도 옥천군,151,5402,138,6792,-1391,2008,2,2008
2008-02-01,충청북도 음성군,1385,62566,1231,111505,-48940,2008,2,2008
2008-02-01,충청북도 제천시,50,10375,90,5624,4751,2008,2,2008
2008-02-01,충청북도 증평군,13,308,18,453,-146,2008,2,2008
2008-02-01,충청북도 진천군,2139,79144,2145,80133,-988,2008,2,2008
2008-02-01,충청북도 청주시,6450,433618,5593,368929,64689,2008,2,2008
2008-02-01,충청북도 충주시,788,31804,781,32932,-1128,2008,2,2008
2008-02-01,충청남도 계룡시,0,0,13,2,-2,2008,2,2008
2008-02-01,전라남도 목포시,43,1021,146,39051,-38030,2008,2,2008
2008-02-01,제주특별자치도 제주시,147,3183,426,11046,-7864,2008,2,2008
2008-02-01,전북특별자치도 정읍시,159,13659,232,18840,-5181,2008,2,2008
2008-02-01,전라남도 보성군,5,204,20,3078,-2874,2008,2,2008
2008-02-01,전라남도 순천시,505,52558,725,89197,-36640,2008,2,2008
2008-02-01,전라남도 신안군,0,0,7,2179,-2179,2008,2,2008
2008-02-01,전라남도 여수시,7129,1560676,1095,2673773,-1113097,2008,2,2008
2008-02-01,전라남도 영광군,2,24,11,1401,-1377,2008,2,2008
2008-02-01,전라남도 영암군,134,268548,329,58859,209689,2008,2,2008
2008-02-01,전라남도 완도군,42,1803,11,336,1467,2008,2,2008
2008-02-01,전라남도 장성군,46,1069,67,2111,-1041,2008,2,2008
2008-02-01,전라남도 장흥군,6,192,4,405,-212,2008,2,2008
2008-02-01,전라남도 진도군,0,0,5,72,-72,2008,2,2008
2008-02-01,전라남도 함평군,11,108,23,1588,-1480,2008,2,2008
2008-02-01,전라남도 해남군,6,720,28,8028,-7308,2008,2,2008
2008-02-01,전라남도 화순군,36,431,74,2790,-2359,2008,2,2008
2008-02-01,전북특별자치도 고창군,2,44,69,4598,-4554,2008,2,2008
2008-02-01,전북특별자치도 군산시,951,281423,803,120359,161063,2008,2,2008
2008-02-01,전북특별자치도 김제시,150,13122,214,43231,-30109,2008,2,2008
2008-02-01,전북특별자치도 남원시,66,1232,687,3147,-1915,2008,2,2008
2008-02-01,전북특별자치도 무주군,0,0,9,128,-128,2008,2,2008
2008-02-01,전북특별자치도 부안군,51,930,22,1266,-335,2008,2,2008
2008-02-01,전북특별자치도 순창군,4,68,38,1393,-1325,2008,2,2008
2008-02-01,전북특별자치도 완주군,810,92388,426,17140,75247,2008,2,2008
2008-02-01,전북특별자치도 익산시,1482,54477,1173,50220,4257,2008,2,2008
2008-02-01,전북특별자치도 임실군,19,419,27,2501,-2082,2008,2,2008
2008-02-01,전북특별자치도 장수군,35,3038,7,776,2263,2008,2,2008
2008-02-01,전북특별자치도 전주시,699,61263,673,37915,23347,2008,2,2008
2008-02-01,제주특별자치도 서귀포시,136,1080,36,284,796,2008,2,2008
2008-02-01,부산광역시 부산진구,366,14386,1512,21242,-6856,2008,2,2008
2008-02-01,전라남도 담양군,101,1737,70,1518,219,2008,2,2008
2008-02-01,부산광역시 동구,2076,17385,661,36040,-18655,2008,2,2008
2008-02-01,경기도 수원시,11866,500395,20097,2082779,-1582384,2008,2,2008
2008-02-01,경기도 시흥시,5118,186616,4772,207153,-20537,2008,2,2008
2008-02-01,경기도 안산시,9797,304358,8292,391567,-87209,2008,2,2008
2008-02-01,경기도 안성시,1605,57493,1831,73165,-15672,2008,2,2008
2008-02-01,경기도 안양시,1227,35699,1884,53540,-17841,2008,2,2008
2008-02-01,경기도 양주시,1266,39159,807,25319,13840,2008,2,2008
2008-02-01,경기도 양평군,32,589,69,456,134,2008,2,2008
2008-02-01,경기도 여주군,301,7062,307,11470,-4408,2008,2,2008
2008-02-01,경기도 연천군,37,1540,75,4291,-2751,2008,2,2008
2008-02-01,경기도 오산시,1503,33061,732,21408,11653,2008,2,2008
2008-02-01,경기도 용인시,4683,496840,5637,193871,302969,2008,2,2008
2008-02-01,경기도 의왕시,748,30701,1067,27241,3460,2008,2,2008
2008-02-01,경기도 의정부시,1847,19614,527,4117,15497,2008,2,2008
2008-02-01,경기도 이천시,6402,592753,4036,720221,-127468,2008,2,2008
2008-02-01,경기도 파주시,4398,443655,3405,175189,268467,2008,2,2008
