time,region,export_cnt,export_val,import_cnt,import_val,trade_balance,year,month,file_year
2008-10-01,전라남도 곡성군,36,939,20,239,701,2008,10,2008
2008-10-01,전라남도 광양시,1361,357639,541,665571,-307932,2008,10,2008
2008-10-01,서울특별시 용산구,2549,48909,7398,488172,-439263,2008,10,2008
2008-10-01,인천광역시 계양구,2559,78436,1606,39477,38958,2008,10,2008
2008-10-01,서울특별시 영등포구,7525,429446,30689,1429448,-1000002,2008,10,2008
2008-10-01,서울특별시 구로구,4708,120400,10992,169062,-48662,2008,10,2008
2008-10-01,서울특별시 송파구,3704,107614,8560,193880,-86266,2008,10,2008
2008-10-01,전라남도 나주시,583,14224,96,14647,-423,2008,10,2008
2008-10-01,부산광역시 사상구,4705,110061,2839,203292,-93231,2008,10,2008
2008-10-01,부산광역시 사하구,4690,137545,2576,193344,-55799,2008,10,2008
2008-10-01,부산광역시 서구,961,43403,1253,65788,-22385,2008,10,2008
2008-10-01,부산광역시 수영구,500,22945,557,17356,5589,2008,10,2008
2008-10-01,부산광역시 연제구,295,8467,453,13537,-5070,2008,10,2008
2008-10-01,부산광역시 영도구,1946,298071,808,54025,244045,2008,10,2008
2008-10-01,부산광역시 중구,1748,36733,1435,127240,-90507,2008,10,2008
2008-10-01,부산광역시 해운대구,980,19191,1236,35350,-16158,2008,10,2008
2008-10-01,서울특별시 강남구,14629,571181,51072,2352883,-1781702,2008,10,2008
2008-10-01,서울특별시 강동구,2110,37729,2960,57720,-19991,2008,10,2008
2008-10-01,서울특별시 강북구,562,11695,846,10303,1391,2008,10,2008
2008-10-01,서울특별시 강서구,2931,107017,5457,146538,-39521,2008,10,2008
2008-10-01,서울특별시 관악구,794,21516,2210,18773,2743,2008,10,2008
2008-10-01,서울특별시 광진구,1852,49399,2550,42402,6997,2008,10,2008
2008-10-01,서울특별시 금천구,8374,185317,13231,272696,-87379,2008,10,2008
2008-10-01,서울특별시 노원구,872,20877,1459,17259,3618,2008,10,2008
2008-10-01,서울특별시 도봉구,456,8503,626,7599,903,2008,10,2008
2008-10-01,서울특별시 동대문구,3124,58696,3255,51387,7309,2008,10,2008
2008-10-01,서울특별시 동작구,755,26851,3533,73833,-46982,2008,10,2008
2008-10-01,서울특별시 마포구,3655,77855,6846,214111,-136256,2008,10,2008
2008-10-01,서울특별시 서대문구,722,17163,1564,39637,-22474,2008,10,2008
2008-10-01,서울특별시 서초구,6255,174153,18994,501661,-327509,2008,10,2008
2008-10-01,서울특별시 성동구,5267,138814,5297,137655,1159,2008,10,2008
2008-10-01,서울특별시 성북구,667,10547,1383,27775,-17228,2008,10,2008
2008-10-01,서울특별시 양천구,1381,26964,2486,50806,-23843,2008,10,2008
2008-10-01,전라남도 담양군,202,1589,63,1279,310,2008,10,2008
2008-10-01,부산광역시 북구,132,1712,251,25267,-23555,2008,10,2008
2008-10-01,전라남도 무안군,41,2446,48,1124,1322,2008,10,2008
2008-10-01,충청남도 계룡시,9,40,4,2,38,2008,10,2008
2008-10-01,충청남도 공주시,291,13191,387,19025,-5834,2008,10,2008
2008-10-01,충청남도 금산군,147,8099,168,8010,88,2008,10,2008
2008-10-01,충청남도 논산시,291,12310,243,16780,-4470,2008,10,2008
2008-10-01,충청남도 당진시,927,121156,573,204770,-83613,2008,10,2008
2008-10-01,충청남도 보령시,103,1789,148,72972,-71182,2008,10,2008
2008-10-01,충청남도 부여군,81,6444,55,2423,4021,2008,10,2008
2008-10-01,충청남도 서산시,1346,599414,573,1144983,-545569,2008,10,2008
2008-10-01,충청남도 서천군,383,20449,236,76357,-55908,2008,10,2008
2008-10-01,충청남도 아산시,14129,2445020,2357,232404,2212616,2008,10,2008
2008-10-01,충청남도 예산군,228,16363,246,9866,6498,2008,10,2008
2008-10-01,충청남도 천안시,6766,588218,5528,247711,340507,2008,10,2008
2008-10-01,충청남도 청양군,178,5965,88,2401,3564,2008,10,2008
2008-10-01,충청남도 태안군,11,318,60,86882,-86563,2008,10,2008
2008-10-01,충청남도 홍성군,116,3367,76,6803,-3437,2008,10,2008
2008-10-01,충청북도 괴산군,333,9442,295,10523,-1082,2008,10,2008
2008-10-01,충청북도 단양군,22,603,21,611,-9,2008,10,2008
2008-10-01,충청북도 보은군,66,3576,89,3443,134,2008,10,2008
2008-10-01,충청북도 영동군,47,1346,70,3015,-1669,2008,10,2008
2008-10-01,충청북도 옥천군,213,11381,183,11576,-195,2008,10,2008
2008-10-01,충청북도 음성군,1439,70841,1262,90511,-19669,2008,10,2008
2008-10-01,충청북도 제천시,88,8804,116,3893,4911,2008,10,2008
2008-10-01,충청북도 증평군,15,552,27,693,-141,2008,10,2008
2008-10-01,충청북도 진천군,2493,91112,2278,101989,-10877,2008,10,2008
2008-10-01,충청북도 청주시,8964,558152,5475,398037,160115,2008,10,2008
2008-10-01,제주특별자치도 제주시,233,5762,511,14905,-9143,2008,10,2008
2008-10-01,전라남도 목포시,62,24724,181,19929,4796,2008,10,2008
2008-10-01,제주특별자치도 서귀포시,152,2529,67,620,1908,2008,10,2008
2008-10-01,전북특별자치도 정읍시,207,7220,226,17138,-9918,2008,10,2008
2008-10-01,전라남도 보성군,8,251,10,1163,-912,2008,10,2008
2008-10-01,전라남도 순천시,505,69611,645,106817,-37205,2008,10,2008
2008-10-01,전라남도 신안군,0,0,12,246,-246,2008,10,2008
2008-10-01,전라남도 여수시,6746,1768811,1050,2839173,-1070362,2008,10,2008
2008-10-01,전라남도 영광군,4,61,18,76,-15,2008,10,2008
2008-10-01,전라남도 영암군,138,687711,545,119719,567991,2008,10,2008
2008-10-01,전라남도 완도군,69,5065,11,96,4969,2008,10,2008
2008-10-01,전라남도 장성군,70,1482,53,2252,-771,2008,10,2008
2008-10-01,전라남도 장흥군,16,146,6,53,92,2008,10,2008
2008-10-01,전라남도 진도군,1,3,1,3,0,2008,10,2008
2008-10-01,전라남도 함평군,17,111,23,1212,-1101,2008,10,2008
2008-10-01,전라남도 해남군,13,94385,33,7009,87376,2008,10,2008
2008-10-01,전라남도 화순군,32,500,83,2228,-1729,2008,10,2008
2008-10-01,전북특별자치도 고창군,22,532,75,5037,-4505,2008,10,2008
2008-10-01,전북특별자치도 군산시,1266,296097,1132,194342,101755,2008,10,2008
2008-10-01,전북특별자치도 김제시,175,14557,332,33012,-18456,2008,10,2008
2008-10-01,전북특별자치도 남원시,95,1825,93,2614,-788,2008,10,2008
2008-10-01,전북특별자치도 무주군,14,372,8,110,262,2008,10,2008
2008-10-01,전북특별자치도 부안군,53,1737,23,809,929,2008,10,2008
2008-10-01,전북특별자치도 순창군,3,13,6,85,-72,2008,10,2008
2008-10-01,전북특별자치도 완주군,1013,137776,493,28667,109109,2008,10,2008
2008-10-01,전북특별자치도 익산시,1788,76696,1431,56489,20206,2008,10,2008
2008-10-01,전북특별자치도 임실군,31,930,20,711,219,2008,10,2008
2008-10-01,전북특별자치도 장수군,35,3144,9,1242,1902,2008,10,2008
2008-10-01,전북특별자치도 전주시,739,66019,824,39099,26919,2008,10,2008
2008-10-01,전북특별자치도 진안군,45,1627,29,961,666,2008,10,2008
2008-10-01,부산광역시 부산진구,401,9030,1032,28718,-19688,2008,10,2008
2008-10-01,충청북도 충주시,899,33704,902,37257,-3553,2008,10,2008
2008-10-01,부산광역시 동구,2579,21447,686,31566,-10119,2008,10,2008
2008-10-01,경기도 성남시,7033,193724,14062,481190,-287466,2008,10,2008
2008-10-01,경기도 수원시,13434,469147,23720,1829073,-1359926,2008,10,2008
2008-10-01,경기도 시흥시,5781,212658,5021,214769,-2111,2008,10,2008
2008-10-01,경기도 안산시,12234,386553,9177,422903,-36350,2008,10,2008
2008-10-01,경기도 안성시,1709,59292,1949,73422,-14131,2008,10,2008
2008-10-01,경기도 안양시,1624,54132,2047,65154,-11022,2008,10,2008
2008-10-01,경기도 양주시,1644,52337,1074,46003,6334,2008,10,2008
2008-10-01,경기도 양평군,60,794,84,1641,-847,2008,10,2008
2008-10-01,경기도 여주군,310,8074,275,6730,1344,2008,10,2008
2008-10-01,경기도 연천군,48,2500,65,4602,-2102,2008,10,2008
2008-10-01,경기도 오산시,1584,36238,666,30022,6216,2008,10,2008
2008-10-01,경기도 용인시,5947,504033,6629,202056,301977,2008,10,2008
2008-10-01,경기도 의왕시,823,24927,1187,22675,2252,2008,10,2008
2008-10-01,경기도 의정부시,2224,26264,615,6079,20185,2008,10,2008
2008-10-01,경기도 이천시,7521,577210,3776,608171,-30961,2008,10,2008
2008-10-01,경기도 파주시,5666,445124,3550,163791,281334,2008,10,2008
2008-10-01,경기도 평택시,6979,378293,5771,1130750,-752456,2008,10,2008
2008-10-01,경기도 포천군,1315,27340,895,19210,8130,2008,10,2008
2008-10-01,경기도 하남시,767,11992,1285,25778,-13786,2008,10,2008
2008-10-01,경기도 화성시,11350,905846,9562,360360,545486,2008,10,2008
2008-10-01,경상남도 거제시,386,983556,3107,647836,335719,2008,10,2008
2008-10-01,경상남도 거창군,87,2708,34,2865,-157,2008,10,2008
2008-10-01,경상남도 고성군,58,2331,50,113183,-110852,2008,10,2008
2008-10-01,경상남도 김해시,6166,260402,3605,166716,93687,2008,10,2008
2008-10-01,경상남도 남해군,1,5,3,8,-3,2008,10,2008
2008-10-01,경기도 부천시,8444,187456,6435,125349,62107,2008,10,2008
2008-10-01,경상남도 밀양시,226,15718,203,12001,3716,2008,10,2008
2008-10-01,경기도 동두천시,305,7379,227,7020,359,2008,10,2008
2008-10-01,경기도 김포시,3137,204845,2558,98252,106593,2008,10,2008
2008-10-01,강원특별자치도 강릉시,92,11397,169,16332,-4936,2008,10,2008
2008-10-01,강원특별자치도 고성군,17,364,8,36,327,2008,10,2008
2008-10-01,강원특별자치도 동해시,69,42780,131,81471,-38692,2008,10,2008
2008-10-01,강원특별자치도 삼척시,9,3723,23,174,3549,2008,10,2008
2008-10-01,강원특별자치도 속초시,289,5177,39,763,4414,2008,10,2008
2008-10-01,강원특별자치도 양구군,13,203,6,3,201,2008,10,2008
2008-10-01,강원특별자치도 양양군,41,1663,15,65,1599,2008,10,2008
2008-10-01,강원특별자치도 영월군,1,2,20,10080,-10078,2008,10,2008
2008-10-01,강원특별자치도 원주시,983,43222,912,32266,10956,2008,10,2008
2008-10-01,강원특별자치도 인제군,8,89,9,1,88,2008,10,2008
2008-10-01,강원특별자치도 정선군,4,27,23,4673,-4646,2008,10,2008
2008-10-01,강원특별자치도 철원군,21,854,7,36,819,2008,10,2008
2008-10-01,강원특별자치도 춘천시,193,3478,255,4153,-675,2008,10,2008
2008-10-01,강원특별자치도 태백시,1,31,21,1604,-1574,2008,10,2008
2008-10-01,강원특별자치도 평창군,39,584,42,769,-184,2008,10,2008
2008-10-01,강원특별자치도 홍천군,371,18018,196,6103,11916,2008,10,2008
2008-10-01,강원특별자치도 화천군,20,257,6,4,253,2008,10,2008
2008-10-01,강원특별자치도 횡성군,219,3212,94,9211,-5999,2008,10,2008
2008-10-01,경기도 가평군,22,552,28,146,406,2008,10,2008
2008-10-01,경기도 고양시,2772,51109,5304,75193,-24083,2008,10,2008
2008-10-01,경기도 과천시,456,12498,564,31746,-19248,2008,10,2008
2008-10-01,경기도 광명시,607,131452,980,15542,115910,2008,10,2008
2008-10-01,경기도 광주시,1945,36169,2941,63151,-26983,2008,10,2008
2008-10-01,경기도 구리시,226,3688,557,7718,-4030,2008,10,2008
2008-10-01,경기도 군포시,2790,74036,2617,72268,1768,2008,10,2008
2008-10-01,경기도 남양주시,669,11687,1661,28270,-16583,2008,10,2008
2008-10-01,경상남도 사천시,1353,141115,1521,82634,58481,2008,10,2008
2008-10-01,부산광역시 동래구,238,7780,532,8096,-316,2008,10,2008
2008-10-01,경상남도 양산시,4326,161266,2329,138671,22595,2008,10,2008
2008-10-01,경상북도 청송군,5,205,8,56,149,2008,10,2008
2008-10-01,경상북도 칠곡군,1299,41764,545,17625,24139,2008,10,2008
2008-10-01,경상북도 포항시,4133,844052,1579,1202697,-358645,2008,10,2008
2008-10-01,광주광역시 광산구,7842,320497,2650,77029,243468,2008,10,2008
2008-10-01,광주광역시 남구,5,93,71,1463,-1370,2008,10,2008
2008-10-01,광주광역시 동구,34,405,133,4073,-3669,2008,10,2008
2008-10-01,광주광역시 북구,2402,158457,2527,301307,-142850,2008,10,2008
2008-10-01,광주광역시 서구,192,187887,395,11931,175956,2008,10,2008
2008-10-01,대구광역시 남구,127,1137,208,2875,-1738,2008,10,2008
2008-10-01,대구광역시 달서구,5603,176000,2402,102805,73195,2008,10,2008
2008-10-01,대구광역시 동구,484,6699,386,9854,-3155,2008,10,2008
2008-10-01,경상북도 청도군,182,5113,55,1605,3508,2008,10,2008
2008-10-01,대구광역시 북구,1909,43038,1251,25991,17047,2008,10,2008
2008-10-01,대구광역시 수성구,121,3230,442,6026,-2796,2008,10,2008
2008-10-01,대구광역시 중구,146,5098,590,9195,-4097,2008,10,2008
2008-10-01,대전광역시 대덕구,3546,187136,2623,138473,48662,2008,10,2008
2008-10-01,대전광역시 동구,176,3775,353,5496,-1722,2008,10,2008
2008-10-01,대전광역시 서구,186,5464,759,36202,-30738,2008,10,2008
2008-10-01,대전광역시 유성구,2570,61349,1923,47449,13901,2008,10,2008
2008-10-01,대전광역시 중구,655,10126,445,25107,-14981,2008,10,2008
2008-10-01,부산광역시 강서구,6660,345018,4142,310051,34967,2008,10,2008
2008-10-01,부산광역시 금정구,966,18639,772,20547,-1908,2008,10,2008
2008-10-01,부산광역시 기장군,1060,29277,1194,119597,-90320,2008,10,2008
2008-10-01,부산광역시 남구,1180,81494,839,68506,12988,2008,10,2008
2008-10-01,대구광역시 서구,3303,57377,605,15625,41752,2008,10,2008
2008-10-01,경상북도 의성군,297,3733,33,2096,1637,2008,10,2008
2008-10-01,대구광역시 달성군,2425,98148,1662,65630,32518,2008,10,2008
2008-10-01,경상북도 울릉군,451,12498,1424,55428,-42930,2008,10,2008
2008-10-01,경상북도 울진군,117,3488,98,4448,-960,2008,10,2008
2008-10-01,경상남도 진주시,1150,56440,512,39409,17031,2008,10,2008
2008-10-01,경상남도 창녕군,251,12956,170,7601,5355,2008,10,2008
2008-10-01,경상남도 창원시,32030,3075691,15113,1012527,2063164,2008,10,2008
2008-10-01,경상남도 통영시,451,299891,637,565800,-265909,2008,10,2008
2008-10-01,경상남도 하동군,9,381,22,90556,-90175,2008,10,2008
2008-10-01,경상남도 함안군,796,60522,617,51237,9285,2008,10,2008
2008-10-01,경상남도 함양군,50,1242,4,50,1192,2008,10,2008
2008-10-01,경상남도 합천군,25,342,20,518,-176,2008,10,2008
2008-10-01,경상북도 경산시,2316,66214,1047,53174,13040,2008,10,2008
2008-10-01,경상북도 경주시,1422,104678,799,31515,73163,2008,10,2008
2008-10-01,경상북도 고령군,216,6749,142,3946,2802,2008,10,2008
2008-10-01,경상북도 구미시,39017,3301517,6838,433715,2867802,2008,10,2008
2008-10-01,경상남도 의령군,105,3571,43,1649,1923,2008,10,2008
2008-10-01,경상남도 산청군,61,1714,40,807,907,2008,10,2008
2008-10-01,경상북도 예천군,19,444,12,244,200,2008,10,2008
2008-10-01,경상북도 영천시,537,40191,192,17647,22544,2008,10,2008
2008-10-01,경상북도 영주시,210,20697,201,48832,-28135,2008,10,2008
2008-10-01,경상북도 군위군,97,4491,31,606,3885,2008,10,2008
2008-10-01,경상북도 영덕군,23,1696,6,22,1674,2008,10,2008
2008-10-01,경상북도 영양군,4,162,5,81,81,2008,10,2008
2008-10-01,경상북도 성주군,194,5542,133,2438,3105,2008,10,2008
2008-10-01,경상북도 상주시,63,2064,37,1627,437,2008,10,2008
2008-10-01,경상북도 봉화군,155,24240,43,42611,-18370,2008,10,2008
2008-10-01,경상북도 문경시,82,3392,49,2555,837,2008,10,2008
2008-10-01,경상북도 김천시,1149,59959,486,25378,34581,2008,10,2008
2008-10-01,경상북도 안동시,25,333,64,10156,-9823,2008,10,2008
2008-11-01,인천광역시 강화군,51,894,66,1192,-298,2008,11,2008
2008-11-01,울산광역시 중구,98,8824,196,3240,5583,2008,11,2008
2008-11-01,울산광역시 울주군,2509,1007176,1540,1698811,-691636,2008,11,2008
2008-11-01,울산광역시 북구,3290,1333821,1481,87754,1246066,2008,11,2008
2008-11-01,서울특별시 종로구,2372,86434,6041,186743,-100309,2008,11,2008
2008-11-01,울산광역시 남구,6614,1451730,1964,2119203,-667473,2008,11,2008
2008-11-01,세종특별자치시,495,17538,428,16291,1247,2008,11,2008
2008-11-01,서울특별시 중랑구,622,7843,942,7851,-9,2008,11,2008
2008-11-01,서울특별시 중구,15480,447570,15378,625988,-178418,2008,11,2008
2008-11-01,인천광역시 계양구,2189,69984,1527,30257,39727,2008,11,2008
2008-11-01,울산광역시 동구,1845,1311078,3281,469635,841443,2008,11,2008
2008-11-01,인천광역시 남동구,7011,193987,4831,921566,-727579,2008,11,2008
2008-11-01,서울특별시 은평구,344,5347,1166,16873,-11526,2008,11,2008
2008-11-01,인천광역시 미추홀구,1362,47729,1490,74246,-26517,2008,11,2008
2008-11-01,인천광역시 부평구,3863,483663,4880,172882,310781,2008,11,2008
2008-11-01,인천광역시 서구,4251,167271,3630,431755,-264484,2008,11,2008
2008-11-01,인천광역시 연수구,461,21349,695,27941,-6592,2008,11,2008
2008-11-01,인천광역시 중구,5891,304164,3434,150038,154125,2008,11,2008
2008-11-01,전라남도 강진군,2,57,17,1120,-1063,2008,11,2008
2008-11-01,전라남도 고흥군,59,2367,13,78,2289,2008,11,2008
2008-11-01,전라남도 곡성군,17,350,28,227,122,2008,11,2008
2008-11-01,전라남도 광양시,968,202426,521,679066,-476640,2008,11,2008
2008-11-01,전라남도 구례군,2,55,8,34,21,2008,11,2008
2008-11-01,전라남도 나주시,486,11413,92,10768,644,2008,11,2008
2008-11-01,인천광역시 동구,1624,216731,2576,364366,-147635,2008,11,2008
2008-11-01,인천광역시 옹진군,0,0,19,18944,-18944,2008,11,2008
2008-11-01,부산광역시 사하구,3878,106729,2343,129001,-22271,2008,11,2008
2008-11-01,서울특별시 양천구,1087,21758,2255,33123,-11365,2008,11,2008
2008-11-01,전라남도 담양군,172,1030,71,1157,-127,2008,11,2008
2008-11-01,부산광역시 서구,842,43788,1175,47354,-3565,2008,11,2008
2008-11-01,부산광역시 수영구,442,19141,533,10946,8196,2008,11,2008
2008-11-01,부산광역시 연제구,215,6036,376,9655,-3619,2008,11,2008
2008-11-01,부산광역시 영도구,1778,154255,694,61053,93202,2008,11,2008
2008-11-01,부산광역시 중구,1396,35135,1266,82867,-47732,2008,11,2008
2008-11-01,부산광역시 해운대구,905,24143,1189,15676,8467,2008,11,2008
2008-11-01,서울특별시 강남구,12545,438101,45596,1651267,-1213166,2008,11,2008
2008-11-01,서울특별시 강동구,1818,32528,2751,45322,-12794,2008,11,2008
2008-11-01,서울특별시 강북구,452,8604,727,9386,-783,2008,11,2008
2008-11-01,서울특별시 강서구,2744,59240,5233,291196,-231956,2008,11,2008
2008-11-01,서울특별시 관악구,728,25232,2187,14766,10465,2008,11,2008
2008-11-01,서울특별시 광진구,1605,39309,2270,31343,7966,2008,11,2008
2008-11-01,서울특별시 구로구,4009,86550,10033,150085,-63534,2008,11,2008
2008-11-01,서울특별시 금천구,7016,145766,11102,236162,-90396,2008,11,2008
2008-11-01,서울특별시 노원구,771,18422,1249,11665,6757,2008,11,2008
2008-11-01,서울특별시 도봉구,383,6065,674,9643,-3579,2008,11,2008
2008-11-01,서울특별시 동대문구,2625,52558,3441,40992,11565,2008,11,2008
2008-11-01,서울특별시 동작구,695,23358,3052,64300,-40941,2008,11,2008
2008-11-01,서울특별시 마포구,2983,57167,6230,130420,-73254,2008,11,2008
2008-11-01,서울특별시 서대문구,577,20719,1501,26494,-5775,2008,11,2008
2008-11-01,서울특별시 서초구,5410,146870,17331,426489,-279620,2008,11,2008
2008-11-01,서울특별시 성동구,4507,110664,4614,93814,16850,2008,11,2008
2008-11-01,서울특별시 성북구,625,7786,1365,16620,-8834,2008,11,2008
2008-11-01,서울특별시 송파구,3364,82499,8066,162298,-79799,2008,11,2008
2008-11-01,서울특별시 용산구,2273,38140,7002,217124,-178985,2008,11,2008
2008-11-01,전라남도 목포시,66,25003,185,17091,7912,2008,11,2008
2008-11-01,전북특별자치도 정읍시,140,2977,179,7447,-4470,2008,11,2008
2008-11-01,전라남도 보성군,5,164,10,118,47,2008,11,2008
2008-11-01,충청남도 공주시,237,9673,364,15613,-5941,2008,11,2008
2008-11-01,충청남도 금산군,119,4480,120,3975,505,2008,11,2008
2008-11-01,충청남도 논산시,254,9675,252,12629,-2954,2008,11,2008
2008-11-01,충청남도 당진시,720,84475,550,236299,-151823,2008,11,2008
2008-11-01,충청남도 보령시,112,1885,118,114207,-112322,2008,11,2008
2008-11-01,충청남도 부여군,58,5725,72,4191,1534,2008,11,2008
2008-11-01,충청남도 서산시,1294,388360,487,968543,-580184,2008,11,2008
2008-11-01,충청남도 서천군,398,21449,195,36196,-14747,2008,11,2008
2008-11-01,충청남도 아산시,11920,1665780,2052,239314,1426466,2008,11,2008
2008-11-01,충청남도 예산군,169,16116,197,8099,8017,2008,11,2008
2008-11-01,충청남도 천안시,5656,483822,4703,200477,283345,2008,11,2008
2008-11-01,충청남도 청양군,130,5453,75,1661,3793,2008,11,2008
2008-11-01,충청남도 태안군,16,462,90,121862,-121400,2008,11,2008
2008-11-01,충청남도 홍성군,106,2916,93,11559,-8642,2008,11,2008
2008-11-01,충청북도 괴산군,247,7615,255,7141,474,2008,11,2008
2008-11-01,충청북도 단양군,23,979,33,1558,-579,2008,11,2008
2008-11-01,충청북도 보은군,74,4472,89,3275,1198,2008,11,2008
2008-11-01,충청북도 영동군,22,836,88,3307,-2471,2008,11,2008
2008-11-01,충청북도 옥천군,168,9765,175,11041,-1276,2008,11,2008
2008-11-01,충청북도 음성군,1120,53457,1203,94474,-41017,2008,11,2008
2008-11-01,충청북도 제천시,51,3870,128,10131,-6261,2008,11,2008
2008-11-01,충청북도 증평군,11,276,28,820,-544,2008,11,2008
2008-11-01,충청북도 진천군,1956,66433,1992,71436,-5002,2008,11,2008
2008-11-01,충청북도 청주시,7330,431899,4597,311420,120480,2008,11,2008
2008-11-01,충청북도 충주시,745,27866,733,32157,-4291,2008,11,2008
2008-11-01,충청남도 계룡시,5,13,13,1,12,2008,11,2008
2008-11-01,전라남도 무안군,17,1515,38,275,1241,2008,11,2008
2008-11-01,제주특별자치도 제주시,314,6172,469,8641,-2469,2008,11,2008
2008-11-01,전북특별자치도 진안군,24,593,18,561,32,2008,11,2008
2008-11-01,전라남도 순천시,360,47305,452,70841,-23535,2008,11,2008
2008-11-01,전라남도 신안군,0,0,15,363,-363,2008,11,2008
2008-11-01,전라남도 여수시,5491,1168551,896,1889587,-721036,2008,11,2008
2008-11-01,전라남도 영광군,3,116,24,210,-94,2008,11,2008
2008-11-01,전라남도 영암군,102,17147,485,129389,-112242,2008,11,2008
2008-11-01,전라남도 완도군,55,3701,9,9,3692,2008,11,2008
2008-11-01,전라남도 장성군,50,1311,58,2229,-917,2008,11,2008
2008-11-01,전라남도 장흥군,14,144,5,61,84,2008,11,2008
2008-11-01,전라남도 진도군,1,10,5,64,-55,2008,11,2008
2008-11-01,전라남도 함평군,11,100,14,244,-144,2008,11,2008
2008-11-01,전라남도 해남군,5,228,43,13389,-13161,2008,11,2008
2008-11-01,전라남도 화순군,46,788,88,2776,-1987,2008,11,2008
2008-11-01,전북특별자치도 고창군,19,497,89,4695,-4198,2008,11,2008
2008-11-01,전북특별자치도 군산시,944,192253,1117,132276,59977,2008,11,2008
2008-11-01,전북특별자치도 김제시,128,12446,235,23788,-11342,2008,11,2008
2008-11-01,전북특별자치도 남원시,96,1610,84,2065,-455,2008,11,2008
2008-11-01,전북특별자치도 무주군,0,0,4,41,-41,2008,11,2008
2008-11-01,전북특별자치도 부안군,49,1983,17,505,1478,2008,11,2008
2008-11-01,전북특별자치도 순창군,6,77,4,300,-224,2008,11,2008
2008-11-01,전북특별자치도 완주군,820,109095,383,22365,86730,2008,11,2008
2008-11-01,전북특별자치도 익산시,1420,46878,1252,40826,6052,2008,11,2008
2008-11-01,전북특별자치도 임실군,26,866,21,226,640,2008,11,2008
2008-11-01,전북특별자치도 장수군,37,2749,10,811,1937,2008,11,2008
2008-11-01,전북특별자치도 전주시,587,44378,831,45478,-1100,2008,11,2008
2008-11-01,부산광역시 사상구,4214,89072,2502,143337,-54265,2008,11,2008
2008-11-01,제주특별자치도 서귀포시,145,3018,63,383,2635,2008,11,2008
2008-11-01,부산광역시 북구,101,1040,258,4847,-3807,2008,11,2008
2008-11-01,서울특별시 영등포구,6846,374898,25990,1086164,-711266,2008,11,2008
2008-11-01,부산광역시 부산진구,382,9502,1027,17255,-7753,2008,11,2008
2008-11-01,경기도 성남시,5939,147377,12754,241165,-93788,2008,11,2008
2008-11-01,경기도 수원시,10371,333979,19573,1371566,-1037586,2008,11,2008
2008-11-01,경기도 시흥시,4755,149227,4296,178811,-29584,2008,11,2008
2008-11-01,경기도 안산시,10019,279332,8233,335491,-56159,2008,11,2008
2008-11-01,경기도 안성시,1445,45567,1735,54837,-9270,2008,11,2008
2008-11-01,경기도 안양시,1323,48557,1757,45268,3289,2008,11,2008
2008-11-01,경기도 양주시,1361,39297,1898,32553,6744,2008,11,2008
2008-11-01,경기도 양평군,52,663,99,741,-78,2008,11,2008
2008-11-01,경기도 여주군,242,5546,240,4720,827,2008,11,2008
2008-11-01,경기도 연천군,56,2070,75,4452,-2381,2008,11,2008
2008-11-01,경기도 오산시,1207,24464,628,20552,3912,2008,11,2008
2008-11-01,경기도 용인시,4763,388621,7544,168732,219889,2008,11,2008
2008-11-01,경기도 의왕시,623,12925,996,20313,-7388,2008,11,2008
2008-11-01,경기도 의정부시,1975,21555,792,4511,17044,2008,11,2008
2008-11-01,경기도 이천시,6891,424414,3216,481600,-57186,2008,11,2008
2008-11-01,경기도 파주시,4682,359542,2879,118966,240576,2008,11,2008
2008-11-01,경기도 평택시,5485,263920,5080,1210544,-946624,2008,11,2008
2008-11-01,경기도 포천군,1028,18617,847,14928,3689,2008,11,2008
2008-11-01,경기도 하남시,659,9105,1221,22133,-13028,2008,11,2008
2008-11-01,경기도 화성시,8726,965938,8352,255564,710374,2008,11,2008
2008-11-01,경상남도 거제시,357,2069757,2232,523441,1546315,2008,11,2008
2008-11-01,경상남도 거창군,74,2401,42,2215,186,2008,11,2008
2008-11-01,경상남도 고성군,47,1358,56,57282,-55925,2008,11,2008
2008-11-01,경상남도 김해시,5019,207003,3242,122678,84325,2008,11,2008
2008-11-01,경상남도 남해군,12,120,13,37,83,2008,11,2008
2008-11-01,경기도 동두천시,219,4767,198,5372,-605,2008,11,2008
2008-11-01,경상남도 밀양시,192,9639,191,5602,4037,2008,11,2008
2008-11-01,경기도 남양주시,622,10864,1471,20785,-9921,2008,11,2008
2008-11-01,경기도 군포시,2250,50213,2294,54077,-3865,2008,11,2008
2008-11-01,부산광역시 동래구,185,3040,449,6447,-3407,2008,11,2008
2008-11-01,강원특별자치도 강릉시,92,14171,224,13439,732,2008,11,2008
2008-11-01,강원특별자치도 고성군,10,143,20,12,131,2008,11,2008
2008-11-01,강원특별자치도 동해시,62,15746,134,5824,9922,2008,11,2008
2008-11-01,강원특별자치도 삼척시,7,4830,29,459,4372,2008,11,2008
2008-11-01,강원특별자치도 속초시,275,11931,45,377,11554,2008,11,2008
2008-11-01,강원특별자치도 양구군,1,1,22,9,-8,2008,11,2008
2008-11-01,강원특별자치도 양양군,23,953,28,301,652,2008,11,2008
2008-11-01,강원특별자치도 영월군,1,1,18,10058,-10057,2008,11,2008
2008-11-01,강원특별자치도 원주시,808,34029,855,33173,856,2008,11,2008
2008-11-01,강원특별자치도 인제군,0,0,22,2,-2,2008,11,2008
